Ref_Date,GEO,ESTIMATE,WEIGHTS,ADJUSTMENT,Vector,Coordinate,Value
2016/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,43926.1
2016/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,44177.0
2016/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,43458.3
2004/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,29330.6
2004/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,30083.9
2004/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,30048.5
2004/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,29580.1
2004/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,29618.3
2004/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,29555.6
2004/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,29653.0
2004/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,29932.4
2004/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,30377.9
2004/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,30500.7
2004/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,30726.3
2004/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,30311.2
2005/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,30951.1
2005/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,31431.2
2005/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,30865.5
2005/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,30755.3
2005/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,30848.0
2005/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,31367.7
2005/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,31529.9
2005/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,31039.9
2005/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,30652.4
2005/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,31184.4
2005/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,31489.3
2005/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,31542.2
2006/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,32004.8
2006/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,32253.9
2006/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,32334.5
2006/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,32647.2
2006/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,32434.1
2006/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,32645.4
2006/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,33052.1
2006/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,32900.5
2006/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,32912.6
2006/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,32969.5
2006/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,33195.2
2006/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,33694.3
2007/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,33564.0
2007/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,33540.7
2007/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,33748.1
2007/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,34242.5
2007/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,34534.9
2007/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,34286.8
2007/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,34317.3
2007/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,34849.9
2007/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,34359.7
2007/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,34457.9
2007/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,35061.3
2007/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,35633.5
2008/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,35890.8
2008/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,35564.6
2008/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,35617.6
2008/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,35913.0
2008/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,35810.5
2008/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,35754.2
2008/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,35615.8
2008/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,35532.7
2008/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,35702.9
2008/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,35589.3
2008/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,34784.9
2008/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,33689.8
2009/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,34329.0
2009/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,34217.3
2009/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,34433.2
2009/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,34640.8
2009/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,34782.6
2009/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,34782.4
2009/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,34956.3
2009/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,35174.8
2009/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,35556.9
2009/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,35552.3
2009/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,35094.8
2009/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,35511.4
2010/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,35963.4
2010/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,36058.9
2010/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,37094.8
2010/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,36206.3
2010/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,36212.5
2010/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,36621.4
2010/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,36643.3
2010/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,36822.4
2010/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,37006.1
2010/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,36843.1
2010/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,37416.6
2010/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,37097.5
2011/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,37029.4
2011/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,37178.5
2011/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,37029.1
2011/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,37121.0
2011/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,36957.2
2011/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,37875.0
2011/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,37414.7
2011/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,37380.1
2011/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,37417.2
2011/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,37867.2
2011/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,37910.4
2011/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,38387.9
2012/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,38314.9
2012/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,38125.2
2012/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,38383.6
2012/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,37775.2
2012/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,38028.4
2012/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,38314.7
2012/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,38358.9
2012/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,38017.3
2012/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,38094.1
2012/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,38128.4
2012/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,38338.9
2012/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,38202.5
2013/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,38687.3
2013/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,38375.8
2013/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,38752.7
2013/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,38870.4
2013/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,39598.5
2013/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,39195.8
2013/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,39537.3
2013/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,39718.8
2013/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,39622.7
2013/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,39871.2
2013/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,39941.3
2013/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,39652.7
2014/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,39875.3
2014/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,39957.6
2014/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,40022.0
2014/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,40447.3
2014/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,40573.3
2014/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,40937.4
2014/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,41143.9
2014/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,41030.2
2014/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,41203.4
2014/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,41190.8
2014/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,41335.7
2014/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,41303.6
2015/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,40295.7
2015/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,40959.9
2015/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,41204.1
2015/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,41012.2
2015/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,41139.1
2015/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,41210.3
2015/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,41277.0
2015/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,41459.8
2015/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,41733.1
2015/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,41631.3
2015/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,42109.3
2015/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,41265.7
2016/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,42147.6
2016/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,42677.4
2016/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,42188.6
2016/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,42189.8
2016/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,42124.0
2016/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,42022.5
2016/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,42115.2
2016/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,42120.0
2016/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Seasonally adjusted (x 1,000,000)",v62697927,1.3.2.2,42373.5
