Ref_Date,GEO,PRODUCTION,FRUIT,UOFM,PROCESS,Vector,Coordinate,Value
1970,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,422.00
1971,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,1358.00
1972,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,302.00
1973,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,1615.00
1974,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,801.00
1975,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,1406.00
1976,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,888.00
1977,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,472.00
1978,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,804.00
1979,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,1022.00
1980,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,531.00
1981,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,801.00
1982,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,545.00
1983,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,222.00
1984,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,312.00
1985,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,527.00
1986,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,30.00
1987,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,443.00
1988,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,43.00
1989,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,193.00
1990,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,181.00
1991,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,40.00
1992,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,20.00
1993,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,53.00
1994,British Columbia,Total production,Plums and prunes,Tons,Processed,v380680,2.1.3.2.2,82.00
1958,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,482.00
1959,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,515.00
1960,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,245.00
1961,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,613.00
1962,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,611.00
1963,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,176.00
1964,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,312.00
1965,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,38.00
1966,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,354.00
1967,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,503.00
1968,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,538.00
1969,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,120.00
1970,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,522.00
1971,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,540.00
1972,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,633.00
1973,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,708.00
1974,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,685.00
1975,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,949.00
1976,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,993.00
1977,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,1347.00
1978,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,1052.00
1979,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,967.00
1980,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,899.00
1981,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,713.00
1982,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,722.00
1983,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,655.00
1984,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,364.00
1985,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,454.00
1986,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,316.00
1987,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,380.00
1988,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,434.00
1989,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,214.00
1990,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,272.00
1991,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,222.00
1992,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,475.00
1993,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,490.00
1994,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,465.00
1995,British Columbia,Total production,Grapes,Tons,Fresh,v380624,2.1.4.2.1,0.00
1958,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,692.00
1959,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,774.00
1960,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,419.00
1961,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,1189.00
1962,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,1099.00
1963,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,1914.00
1964,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,2578.00
1965,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,168.00
1966,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,2664.00
1967,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,3251.00
1968,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,5656.00
1969,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,1616.00
1970,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,8546.00
1971,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,8598.00
1972,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,9425.00
1973,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,5727.00
1974,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,11457.00
1975,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,11658.00
1976,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,11695.00
1977,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,10376.00
1978,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,17362.00
1979,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,9489.00
1980,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,12893.00
1981,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,10961.00
1982,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,16219.00
1983,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,14494.00
1984,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,13446.00
1985,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,14686.00
1986,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,12887.00
1987,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,15898.00
1988,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,17981.00
1989,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,3599.00
1990,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,4827.00
1991,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,3843.00
1992,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,4581.00
1993,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,8653.00
1994,British Columbia,Total production,Grapes,Tons,Processed,v380632,2.1.4.2.2,6016.00
1958,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,963.00
1959,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,1031.00
1960,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,491.00
1961,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,1225.00
1962,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,1223.00
1963,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,353.00
1964,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,625.00
1965,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,77.00
1966,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,708.00
1967,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,1006.00
1968,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,1078.00
1969,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,241.00
1970,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,1043.00
1971,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,1080.00
1972,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,1267.00
1973,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,1415.00
1974,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,1371.00
1975,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,1897.00
1976,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,1987.00
1977,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,2694.00
1978,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,2105.00
1979,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,1934.00
1980,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,1798.00
1981,British Columbia,Total production,Grapes,Pounds,"Fresh (x 1,000)",v380622,2.1.4.3.1,1427.00
1958,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,1385.00
1959,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,1547.00
1960,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,838.00
1961,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,2378.00
1962,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,2198.00
1963,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,3827.00
1964,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,5156.00
1965,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,335.00
1966,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,5328.00
1967,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,6502.00
1968,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,11311.00
1969,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,3232.00
1970,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,17093.00
1971,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,17196.00
1972,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,18850.00
1973,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,11454.00
1974,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,22914.00
1975,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,23317.00
1976,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,23390.00
1977,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,20753.00
1978,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,34723.00
1979,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,18979.00
1980,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,25787.00
1981,British Columbia,Total production,Grapes,Pounds,"Processed (x 1,000)",v380630,2.1.4.3.2,21921.00
1958,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,632.00
1959,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,598.00
1960,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,660.00
1961,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,696.00
1962,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,739.00
1963,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,667.00
1964,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,877.00
1965,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,0.00
1966,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,796.00
1967,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,1136.00
1968,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,1270.00
1969,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,0.00
1970,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,1700.00
1971,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,2004.00
1972,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,2058.00
1973,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,3227.00
1974,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,3454.00
1975,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,4194.00
1976,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,4098.00
1977,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,3908.00
1978,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,5002.00
1979,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,3866.00
1980,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,5091.00
1981,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,5022.00
1982,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,5465.00
1983,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,3155.00
1984,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,3904.00
1985,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,3944.00
1986,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,3746.00
1987,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,3695.00
1988,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,3096.00
1989,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,3600.00
1990,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,3916.00
1991,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,1817.00
1992,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,3176.00
1993,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,3147.00
1994,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,3205.00
1995,British Columbia,Farm value,Peaches,Dollars,"Fresh (x 1,000)",v380642,2.2.1.4.1,0.00
1958,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,243.00
1959,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,391.00
1960,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,484.00
1961,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,413.00
1962,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,475.00
1963,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,422.00
1964,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,508.00
1965,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,0.00
1966,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,459.00
1967,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,354.00
1968,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,367.00
1969,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,0.00
1970,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,195.00
1971,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,223.00
1972,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,192.00
1973,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,274.00
1974,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,279.00
1975,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,296.00
1976,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,166.00
1977,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,396.00
1978,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,337.00
1979,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,138.00
1980,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,421.00
1981,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,523.00
1982,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,321.00
1983,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,-153.00
1984,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,178.00
1985,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,274.00
1986,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,49.00
1987,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,-217.00
1988,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,49.00
1989,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,139.00
1990,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,27.00
1991,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,-5.00
1992,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,0.00
1993,British Columbia,Farm value,Peaches,Dollars,"Processed (x 1,000)",v380650,2.2.1.4.2,0.00
1958,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,1307.00
1959,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,754.00
1960,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,1120.00
1961,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,1209.00
1962,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,1236.00
1963,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,1823.00
1964,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,1232.00
1965,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,510.00
1966,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,1305.00
1967,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,1793.00
1968,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,1960.00
1969,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,572.00
1970,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,2072.00
1971,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,1387.00
1972,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,2063.00
1973,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,2608.00
1974,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,2498.00
1975,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,1583.00
1976,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,1309.00
1977,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,2419.00
1978,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,3625.00
1979,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,3108.00
1980,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,3893.00
1981,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,2833.00
1982,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,3932.00
1983,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,2394.00
1984,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,3555.00
1985,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,4440.00
1986,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,3753.00
1987,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,2571.00
1988,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,3184.00
1989,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,2771.00
1990,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,2119.00
1991,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,1886.00
1992,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,3390.00
1993,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,2888.00
1994,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,2791.00
1995,British Columbia,Farm value,Pears,Dollars,"Fresh (x 1,000)",v380658,2.2.2.4.1,0.00
1958,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,190.00
1959,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,275.00
1960,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,427.00
1961,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,299.00
1962,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,254.00
1963,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,467.00
1964,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,381.00
1965,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,8.00
1966,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,433.00
1967,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,781.00
1968,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,764.00
1969,British Columbia,Farm value,Pears,Dollars,"Processed (x 1,000)",v380666,2.2.2.4.2,0.00
