Ref_Date,GEO,PRODUCTION,FRUIT,UOFM,PROCESS,Vector,Coordinate,Value
1967,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,2060.00
1968,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,2083.00
1969,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,1302.00
1970,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,1822.00
1971,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,1450.00
1972,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,1370.00
1973,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,2684.00
1974,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,1250.00
1975,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,2418.00
1976,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,2730.00
1977,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,3177.00
1978,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,3286.00
1979,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,3978.00
1980,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,3834.00
1981,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,2371.00
1982,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,5907.00
1983,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,5068.00
1984,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,3615.00
1985,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,5071.00
1986,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,2804.00
1987,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,6100.00
1988,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,5925.00
1989,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,5500.00
1990,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,6000.00
1991,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,3291.00
1992,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,11737.00
1993,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,6703.00
1994,British Columbia,"Total, production",Blueberries,Tons,Processed,v380570,7.1.3.2.3,8595.00
1926,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,174.00
1927,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,113.00
1928,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,113.00
1929,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,132.00
1930,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,142.00
1931,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,115.00
1932,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,93.00
1933,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,73.00
1934,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,108.00
1935,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,109.00
1936,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,68.00
1937,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,97.00
1938,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,143.00
1939,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,84.00
1940,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,100.00
1941,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,112.00
1942,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,154.00
1943,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,153.00
1944,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,196.00
1945,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,140.00
1946,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,202.00
1947,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,196.00
1948,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,322.00
1949,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,114.00
1950,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,166.00
1951,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,147.00
1952,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,158.00
1953,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,197.00
1954,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,162.00
1955,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,178.00
1956,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,53.00
1957,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,161.00
1958,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,134.00
1959,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,184.00
1960,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,163.00
1961,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,167.00
1962,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,132.00
1963,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,231.00
1964,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,173.00
1965,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,168.00
1966,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,237.00
1967,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,265.00
1968,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,276.00
1969,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,237.00
1970,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,254.00
1971,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,184.00
1972,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,163.00
1973,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,110.00
1974,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,117.00
1975,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,120.00
1976,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,80.00
1977,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,20.00
1978,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,68.00
1979,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,31.00
1980,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,54.00
1981,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,29.00
1982,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,48.00
1983,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,45.00
1984,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,62.00
1985,British Columbia,Farm value,Loganberries,Dollars,"Fresh and processed (x 1,000)",v74415,7.2.1.3.1,62.00
1926,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1927,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1928,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1929,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1930,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1931,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1932,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1933,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1934,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1935,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1936,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1937,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1938,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1939,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1940,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1941,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1942,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1943,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1944,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1945,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1946,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1947,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1948,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1949,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1950,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1951,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1952,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,5.00
1953,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,0.00
1954,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,3.00
1955,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,6.00
1956,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,4.00
1957,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,5.00
1958,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,11.00
1959,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,22.00
1960,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,36.00
1961,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,73.00
1962,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,34.00
1963,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,136.00
1964,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,157.00
1965,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,241.00
1966,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,287.00
1967,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,390.00
1968,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,491.00
1969,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,436.00
1970,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,694.00
1971,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,933.00
1972,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,919.00
1973,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,1553.00
1974,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,974.00
1975,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,1467.00
1976,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,2154.00
1977,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,3160.00
1978,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,3335.00
1979,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,3810.00
1980,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,4335.00
1981,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,8115.00
1982,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,8500.00
1983,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,11403.00
1984,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,7800.00
1985,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,13483.00
1986,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,16545.00
1987,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,16407.00
1988,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,16523.00
1989,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,14585.00
1990,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,21000.00
1991,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,24976.00
1992,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,26362.00
1993,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,22388.00
1994,British Columbia,Farm value,Cranberries,Dollars,"Fresh and processed (x 1,000)",v74633,7.2.2.3.1,35967.00
1958,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1959,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1960,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1961,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1962,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1963,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1964,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1965,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1966,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1967,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1968,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1969,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1970,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1971,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,15.00
1972,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,26.00
1973,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1974,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1975,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1976,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1977,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1978,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1979,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1980,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1981,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1982,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1983,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1984,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1985,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,308.00
1986,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1987,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1988,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,421.00
1989,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1990,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1991,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1992,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,6.00
1993,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,111.00
1994,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,134.00
1995,British Columbia,Farm value,Cranberries,Dollars,"Fresh (x 1,000)",v380743,7.2.2.3.2,0.00
1958,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,11.00
1959,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,22.00
1960,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,36.00
1961,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,73.00
1962,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,34.00
1963,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,136.00
1964,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,157.00
1965,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,241.00
1966,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,287.00
1967,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,390.00
1968,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,491.00
1969,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,436.00
1970,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,694.00
1971,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,918.00
1972,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,893.00
1973,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,1553.00
1974,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,974.00
1975,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,1467.00
1976,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,2154.00
1977,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,3160.00
1978,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,3335.00
1979,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,3810.00
1980,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,4335.00
1981,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,8115.00
1982,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,8500.00
1983,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,11403.00
1984,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,7800.00
1985,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,13175.00
1986,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,16545.00
1987,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,16407.00
1988,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,16102.00
1989,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,14585.00
1990,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,21000.00
1991,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,24976.00
1992,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,26356.00
1993,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,22277.00
1994,British Columbia,Farm value,Cranberries,Dollars,"Processed (x 1,000)",v380747,7.2.2.3.3,35833.00
1958,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,110.00
1959,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,98.00
1960,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,37.00
1961,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,156.00
1962,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,180.00
1963,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,96.00
1964,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,59.00
1965,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,46.00
1966,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,70.00
1967,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,113.00
1968,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,174.00
1969,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,246.00
1970,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,338.00
1971,British Columbia,Farm value,Blueberries,Dollars,"Fresh (x 1,000)",v380567,7.2.3.3.2,286.00
