Ref_Date,GEO,AG,SEX,CA,STA,Vector,Coordinate,Value
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Did not hunt, fish or trap in the last year",Low 95% confidence interval (percent),v98412059,7.3.2.7.3,27.1
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Did not hunt, fish or trap in the last year",High 95% confidence interval (percent),v98412060,7.3.2.7.4,54.8
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Interested in hunting, fishing or trapping",Number of persons,v98412061,7.3.2.8.1,730.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Interested in hunting, fishing or trapping",Percent,v98412062,7.3.2.8.2,27.9
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98412063,7.3.2.8.3,16.1
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98412064,7.3.2.8.4,43.2
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Not interested in hunting, fishing or trapping",Number of persons,v98412065,7.3.2.9.1,330.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Not interested in hunting, fishing or trapping",Percent,v98412066,7.3.2.9.2,12.6
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Not interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98412067,7.3.2.9.3,7.2
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Not interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98412068,7.3.2.9.4,20.9
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Not specified if interested in hunting, fishing or trapping",Number of persons,v98412069,7.3.2.10.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Not specified if interested in hunting, fishing or trapping",Percent,v98412070,7.3.2.10.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Not specified if interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98412071,7.3.2.10.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Not specified if interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98412072,7.3.2.10.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Not specified if hunted, fished or trapped in the last year",Number of persons,v98412073,7.3.2.11.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Not specified if hunted, fished or trapped in the last year",Percent,v98412074,7.3.2.11.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Not specified if hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98412075,7.3.2.11.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Not specified if hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98412076,7.3.2.11.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Total, gathered wild plants in the last year",Number of persons,v98412077,7.3.2.12.1,2620.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Total, gathered wild plants in the last year",Percent,v98412078,7.3.2.12.2,100.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Total, gathered wild plants in the last year",Low 95% confidence interval (percent),v98412079,7.3.2.12.3,100.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Total, gathered wild plants in the last year",High 95% confidence interval (percent),v98412080,7.3.2.12.4,100.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,Gathered wild plants in the last year,Number of persons,v98412081,7.3.2.13.1,1100.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,Gathered wild plants in the last year,Percent,v98412082,7.3.2.13.2,42.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,Gathered wild plants in the last year,Low 95% confidence interval (percent),v98412083,7.3.2.13.3,28.9
2012,Outside Inuit Nunangat,25 to 54 years,Male,Gathered wild plants in the last year,High 95% confidence interval (percent),v98412084,7.3.2.13.4,56.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,Gathered wild plants at least once a week during the season,Number of persons,v98412085,7.3.2.14.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Gathered wild plants at least once a week during the season,Percent,v98412086,7.3.2.14.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Gathered wild plants at least once a week during the season,Low 95% confidence interval (percent),v98412087,7.3.2.14.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Gathered wild plants at least once a week during the season,High 95% confidence interval (percent),v98412088,7.3.2.14.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Gathered wild plants less than once a week but at least once a month during the season,Number of persons,v98412089,7.3.2.15.1,520.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,Gathered wild plants less than once a week but at least once a month during the season,Percent,v98412090,7.3.2.15.2,19.8
2012,Outside Inuit Nunangat,25 to 54 years,Male,Gathered wild plants less than once a week but at least once a month during the season,Low 95% confidence interval (percent),v98412091,7.3.2.15.3,10.7
2012,Outside Inuit Nunangat,25 to 54 years,Male,Gathered wild plants less than once a week but at least once a month during the season,High 95% confidence interval (percent),v98412092,7.3.2.15.4,33.4
2012,Outside Inuit Nunangat,25 to 54 years,Male,Gathered wild plants at least once in the last year but not at all in the last month,Number of persons,v98412093,7.3.2.16.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Gathered wild plants at least once in the last year but not at all in the last month,Percent,v98412094,7.3.2.16.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Gathered wild plants at least once in the last year but not at all in the last month,Low 95% confidence interval (percent),v98412095,7.3.2.16.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Gathered wild plants at least once in the last year but not at all in the last month,High 95% confidence interval (percent),v98412096,7.3.2.16.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Not specified how often gathered wild plants in the last year,Number of persons,v98412097,7.3.2.17.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Not specified how often gathered wild plants in the last year,Percent,v98412098,7.3.2.17.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Not specified how often gathered wild plants in the last year,Low 95% confidence interval (percent),v98412099,7.3.2.17.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Not specified how often gathered wild plants in the last year,High 95% confidence interval (percent),v98412100,7.3.2.17.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Did not gather wild plants in the last year,Number of persons,v98412101,7.3.2.18.1,1470.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,Did not gather wild plants in the last year,Percent,v98412102,7.3.2.18.2,56.1
2012,Outside Inuit Nunangat,25 to 54 years,Male,Did not gather wild plants in the last year,Low 95% confidence interval (percent),v98412103,7.3.2.18.3,42.2
2012,Outside Inuit Nunangat,25 to 54 years,Male,Did not gather wild plants in the last year,High 95% confidence interval (percent),v98412104,7.3.2.18.4,69.2
2012,Outside Inuit Nunangat,25 to 54 years,Male,Interested in gathering wild plants,Number of persons,v98412105,7.3.2.19.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Interested in gathering wild plants,Percent,v98412106,7.3.2.19.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Interested in gathering wild plants,Low 95% confidence interval (percent),v98412107,7.3.2.19.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Interested in gathering wild plants,High 95% confidence interval (percent),v98412108,7.3.2.19.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Not interested in gathering wild plants,Number of persons,v98412109,7.3.2.20.1,1190.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,Not interested in gathering wild plants,Percent,v98412110,7.3.2.20.2,45.4
2012,Outside Inuit Nunangat,25 to 54 years,Male,Not interested in gathering wild plants,Low 95% confidence interval (percent),v98412111,7.3.2.20.3,32.3
2012,Outside Inuit Nunangat,25 to 54 years,Male,Not interested in gathering wild plants,High 95% confidence interval (percent),v98412112,7.3.2.20.4,59.5
2012,Outside Inuit Nunangat,25 to 54 years,Male,Not specified if interested in gathering wild plants,Number of persons,v98412113,7.3.2.21.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Not specified if interested in gathering wild plants,Percent,v98412114,7.3.2.21.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Not specified if interested in gathering wild plants,Low 95% confidence interval (percent),v98412115,7.3.2.21.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Not specified if interested in gathering wild plants,High 95% confidence interval (percent),v98412116,7.3.2.21.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Not specified if gathered wild plants in the last year,Number of persons,v98412117,7.3.2.22.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Not specified if gathered wild plants in the last year,Percent,v98412118,7.3.2.22.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Not specified if gathered wild plants in the last year,Low 95% confidence interval (percent),v98412119,7.3.2.22.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Not specified if gathered wild plants in the last year,High 95% confidence interval (percent),v98412120,7.3.2.22.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Total, hunted, fished or trapped in the last year",Number of persons,v98412121,7.3.3.1.1,3260.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Total, hunted, fished or trapped in the last year",Percent,v98412122,7.3.3.1.2,100.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Total, hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98412123,7.3.3.1.3,100.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Total, hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98412124,7.3.3.1.4,100.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Hunted, fished or trapped in the last year",Number of persons,v98412125,7.3.3.2.1,980.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Hunted, fished or trapped in the last year",Percent,v98412126,7.3.3.2.2,30.1
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98412127,7.3.3.2.3,20.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98412128,7.3.3.2.4,42.7
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Hunted, fished or trapped at least once a week during the season",Number of persons,v98412129,7.3.3.3.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Hunted, fished or trapped at least once a week during the season",Percent,v98412130,7.3.3.3.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Hunted, fished or trapped at least once a week during the season",Low 95% confidence interval (percent),v98412131,7.3.3.3.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Hunted, fished or trapped at least once a week during the season",High 95% confidence interval (percent),v98412132,7.3.3.3.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Hunted, fished or trapped less than once a week but at least once a month during the season",Number of persons,v98412133,7.3.3.4.1,530.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Hunted, fished or trapped less than once a week but at least once a month during the season",Percent,v98412134,7.3.3.4.2,16.3
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Hunted, fished or trapped less than once a week but at least once a month during the season",Low 95% confidence interval (percent),v98412135,7.3.3.4.3,31.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Hunted, fished or trapped less than once a week but at least once a month during the season",High 95% confidence interval (percent),v98412136,7.3.3.4.4,74.9
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Hunted, fished or trapped at least once during the season but not at all in the last month",Number of persons,v98412137,7.3.3.5.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Hunted, fished or trapped at least once during the season but not at all in the last month",Percent,v98412138,7.3.3.5.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Hunted, fished or trapped at least once during the season but not at all in the last month",Low 95% confidence interval (percent),v98412139,7.3.3.5.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Hunted, fished or trapped at least once during the season but not at all in the last month",High 95% confidence interval (percent),v98412140,7.3.3.5.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Not specified how often hunted, fished or trapped in the last year",Number of persons,v98412141,7.3.3.6.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Not specified how often hunted, fished or trapped in the last year",Percent,v98412142,7.3.3.6.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Not specified how often hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98412143,7.3.3.6.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Not specified how often hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98412144,7.3.3.6.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Did not hunt, fish or trap in the last year",Number of persons,v98412145,7.3.3.7.1,1950.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Did not hunt, fish or trap in the last year",Percent,v98412146,7.3.3.7.2,59.8
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Did not hunt, fish or trap in the last year",Low 95% confidence interval (percent),v98412147,7.3.3.7.3,46.7
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Did not hunt, fish or trap in the last year",High 95% confidence interval (percent),v98412148,7.3.3.7.4,71.6
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Interested in hunting, fishing or trapping",Number of persons,v98412149,7.3.3.8.1,1070.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Interested in hunting, fishing or trapping",Percent,v98412150,7.3.3.8.2,32.8
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98412151,7.3.3.8.3,22.8
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98412152,7.3.3.8.4,44.9
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Not interested in hunting, fishing or trapping",Number of persons,v98412153,7.3.3.9.1,880.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Not interested in hunting, fishing or trapping",Percent,v98412154,7.3.3.9.2,27.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Not interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98412155,7.3.3.9.3,17.7
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Not interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98412156,7.3.3.9.4,38.6
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Not specified if interested in hunting, fishing or trapping",Number of persons,v98412157,7.3.3.10.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Not specified if interested in hunting, fishing or trapping",Percent,v98412158,7.3.3.10.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Not specified if interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98412159,7.3.3.10.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Not specified if interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98412160,7.3.3.10.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Not specified if hunted, fished or trapped in the last year",Number of persons,v98412161,7.3.3.11.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Not specified if hunted, fished or trapped in the last year",Percent,v98412162,7.3.3.11.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Not specified if hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98412163,7.3.3.11.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Not specified if hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98412164,7.3.3.11.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Total, gathered wild plants in the last year",Number of persons,v98412165,7.3.3.12.1,3260.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Total, gathered wild plants in the last year",Percent,v98412166,7.3.3.12.2,100.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Total, gathered wild plants in the last year",Low 95% confidence interval (percent),v98412167,7.3.3.12.3,100.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Total, gathered wild plants in the last year",High 95% confidence interval (percent),v98412168,7.3.3.12.4,100.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,Gathered wild plants in the last year,Number of persons,v98412169,7.3.3.13.1,860.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,Gathered wild plants in the last year,Percent,v98412170,7.3.3.13.2,26.4
2012,Outside Inuit Nunangat,25 to 54 years,Female,Gathered wild plants in the last year,Low 95% confidence interval (percent),v98412171,7.3.3.13.3,16.4
2012,Outside Inuit Nunangat,25 to 54 years,Female,Gathered wild plants in the last year,High 95% confidence interval (percent),v98412172,7.3.3.13.4,39.5
2012,Outside Inuit Nunangat,25 to 54 years,Female,Gathered wild plants at least once a week during the season,Number of persons,v98412173,7.3.3.14.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Gathered wild plants at least once a week during the season,Percent,v98412174,7.3.3.14.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Gathered wild plants at least once a week during the season,Low 95% confidence interval (percent),v98412175,7.3.3.14.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Gathered wild plants at least once a week during the season,High 95% confidence interval (percent),v98412176,7.3.3.14.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Gathered wild plants less than once a week but at least once a month during the season,Number of persons,v98412177,7.3.3.15.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Gathered wild plants less than once a week but at least once a month during the season,Percent,v98412178,7.3.3.15.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Gathered wild plants less than once a week but at least once a month during the season,Low 95% confidence interval (percent),v98412179,7.3.3.15.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Gathered wild plants less than once a week but at least once a month during the season,High 95% confidence interval (percent),v98412180,7.3.3.15.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Gathered wild plants at least once in the last year but not at all in the last month,Number of persons,v98412181,7.3.3.16.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Gathered wild plants at least once in the last year but not at all in the last month,Percent,v98412182,7.3.3.16.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Gathered wild plants at least once in the last year but not at all in the last month,Low 95% confidence interval (percent),v98412183,7.3.3.16.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Gathered wild plants at least once in the last year but not at all in the last month,High 95% confidence interval (percent),v98412184,7.3.3.16.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Not specified how often gathered wild plants in the last year,Number of persons,v98412185,7.3.3.17.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Not specified how often gathered wild plants in the last year,Percent,v98412186,7.3.3.17.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Not specified how often gathered wild plants in the last year,Low 95% confidence interval (percent),v98412187,7.3.3.17.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Not specified how often gathered wild plants in the last year,High 95% confidence interval (percent),v98412188,7.3.3.17.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Did not gather wild plants in the last year,Number of persons,v98412189,7.3.3.18.1,2070.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,Did not gather wild plants in the last year,Percent,v98412190,7.3.3.18.2,63.5
2012,Outside Inuit Nunangat,25 to 54 years,Female,Did not gather wild plants in the last year,Low 95% confidence interval (percent),v98412191,7.3.3.18.3,49.3
2012,Outside Inuit Nunangat,25 to 54 years,Female,Did not gather wild plants in the last year,High 95% confidence interval (percent),v98412192,7.3.3.18.4,75.9
2012,Outside Inuit Nunangat,25 to 54 years,Female,Interested in gathering wild plants,Number of persons,v98412193,7.3.3.19.1,750.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,Interested in gathering wild plants,Percent,v98412194,7.3.3.19.2,23.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,Interested in gathering wild plants,Low 95% confidence interval (percent),v98412195,7.3.3.19.3,15.2
2012,Outside Inuit Nunangat,25 to 54 years,Female,Interested in gathering wild plants,High 95% confidence interval (percent),v98412196,7.3.3.19.4,33.4
2012,Outside Inuit Nunangat,25 to 54 years,Female,Not interested in gathering wild plants,Number of persons,v98412197,7.3.3.20.1,1320.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,Not interested in gathering wild plants,Percent,v98412198,7.3.3.20.2,40.5
2012,Outside Inuit Nunangat,25 to 54 years,Female,Not interested in gathering wild plants,Low 95% confidence interval (percent),v98412199,7.3.3.20.3,28.8
2012,Outside Inuit Nunangat,25 to 54 years,Female,Not interested in gathering wild plants,High 95% confidence interval (percent),v98412200,7.3.3.20.4,53.5
2012,Outside Inuit Nunangat,25 to 54 years,Female,Not specified if interested in gathering wild plants,Number of persons,v98412201,7.3.3.21.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Not specified if interested in gathering wild plants,Percent,v98412202,7.3.3.21.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Not specified if interested in gathering wild plants,Low 95% confidence interval (percent),v98412203,7.3.3.21.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Not specified if interested in gathering wild plants,High 95% confidence interval (percent),v98412204,7.3.3.21.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Not specified if gathered wild plants in the last year,Number of persons,v98412205,7.3.3.22.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Not specified if gathered wild plants in the last year,Percent,v98412206,7.3.3.22.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Not specified if gathered wild plants in the last year,Low 95% confidence interval (percent),v98412207,7.3.3.22.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Female,Not specified if gathered wild plants in the last year,High 95% confidence interval (percent),v98412208,7.3.3.22.4,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Total, hunted, fished or trapped in the last year",Number of persons,v98412209,7.4.1.1.1,3250.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Total, hunted, fished or trapped in the last year",Percent,v98412210,7.4.1.1.2,100.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Total, hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98412211,7.4.1.1.3,100.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Total, hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98412212,7.4.1.1.4,100.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped in the last year",Number of persons,v98412213,7.4.1.2.1,1810.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped in the last year",Percent,v98412214,7.4.1.2.2,55.7
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98412215,7.4.1.2.3,34.9
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98412216,7.4.1.2.4,74.8
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped at least once a week during the season",Number of persons,v98412217,7.4.1.3.1,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped at least once a week during the season",Percent,v98412218,7.4.1.3.2,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped at least once a week during the season",Low 95% confidence interval (percent),v98412219,7.4.1.3.3,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped at least once a week during the season",High 95% confidence interval (percent),v98412220,7.4.1.3.4,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped less than once a week but at least once a month during the season",Number of persons,v98412221,7.4.1.4.1,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped less than once a week but at least once a month during the season",Percent,v98412222,7.4.1.4.2,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped less than once a week but at least once a month during the season",Low 95% confidence interval (percent),v98412223,7.4.1.4.3,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped less than once a week but at least once a month during the season",High 95% confidence interval (percent),v98412224,7.4.1.4.4,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped at least once during the season but not at all in the last month",Number of persons,v98412225,7.4.1.5.1,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped at least once during the season but not at all in the last month",Percent,v98412226,7.4.1.5.2,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped at least once during the season but not at all in the last month",Low 95% confidence interval (percent),v98412227,7.4.1.5.3,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Hunted, fished or trapped at least once during the season but not at all in the last month",High 95% confidence interval (percent),v98412228,7.4.1.5.4,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Not specified how often hunted, fished or trapped in the last year",Number of persons,v98412229,7.4.1.6.1,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Not specified how often hunted, fished or trapped in the last year",Percent,v98412230,7.4.1.6.2,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Not specified how often hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98412231,7.4.1.6.3,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Not specified how often hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98412232,7.4.1.6.4,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Did not hunt, fish or trap in the last year",Number of persons,v98412233,7.4.1.7.1,1430.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Did not hunt, fish or trap in the last year",Percent,v98412234,7.4.1.7.2,44.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Did not hunt, fish or trap in the last year",Low 95% confidence interval (percent),v98412235,7.4.1.7.3,25.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Did not hunt, fish or trap in the last year",High 95% confidence interval (percent),v98412236,7.4.1.7.4,64.7
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Interested in hunting, fishing or trapping",Number of persons,v98412237,7.4.1.8.1,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Interested in hunting, fishing or trapping",Percent,v98412238,7.4.1.8.2,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98412239,7.4.1.8.3,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98412240,7.4.1.8.4,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Not interested in hunting, fishing or trapping",Number of persons,v98412241,7.4.1.9.1,1010.0
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Not interested in hunting, fishing or trapping",Percent,v98412242,7.4.1.9.2,31.1
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Not interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98412243,7.4.1.9.3,16.7
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Not interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98412244,7.4.1.9.4,50.3
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Not specified if interested in hunting, fishing or trapping",Number of persons,v98412245,7.4.1.10.1,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Not specified if interested in hunting, fishing or trapping",Percent,v98412246,7.4.1.10.2,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Not specified if interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98412247,7.4.1.10.3,F
2012,Outside Inuit Nunangat,55 years and over,Both sexes,"Not specified if interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98412248,7.4.1.10.4,F
