Ref_Date,GEO,INDUSTRY,ADJUSTMENTS,Vector,Coordinate,Value
2013,British Columbia,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256707,11.2.5,65586.0
2014,British Columbia,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256707,11.2.5,99095.0
2012,British Columbia,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256708,11.2.6,392834.0
2013,British Columbia,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256708,11.2.6,457030.0
2014,British Columbia,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256708,11.2.6,509395.0
2012,British Columbia,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256709,11.2.7,66643.0
2013,British Columbia,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256709,11.2.7,76212.0
2014,British Columbia,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256709,11.2.7,88140.0
2012,British Columbia,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256710,11.2.8,209825.0
2013,British Columbia,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256710,11.2.8,257328.0
2014,British Columbia,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256710,11.2.8,253905.0
2012,British Columbia,Electronic shopping and mail-order houses,Gross margin (percent),v101256711,11.2.9,38.5
2013,British Columbia,Electronic shopping and mail-order houses,Gross margin (percent),v101256711,11.2.9,37.3
2014,British Columbia,Electronic shopping and mail-order houses,Gross margin (percent),v101256711,11.2.9,35.2
2012,British Columbia,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256712,11.2.10,5.6
2013,British Columbia,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256712,11.2.10,2.0
2014,British Columbia,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256712,11.2.10,2.8
2012,British Columbia,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256713,11.3.1,93040.0
2013,British Columbia,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256713,11.3.1,97026.0
2014,British Columbia,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256713,11.3.1,91650.0
2012,British Columbia,Vending machine operators,"Total operating revenue (x 1,000)",v101256714,11.3.2,96011.0
2013,British Columbia,Vending machine operators,"Total operating revenue (x 1,000)",v101256714,11.3.2,99313.0
2014,British Columbia,Vending machine operators,"Total operating revenue (x 1,000)",v101256714,11.3.2,94060.0
2012,British Columbia,Vending machine operators,"Opening inventory (x 1,000)",v101256715,11.3.3,7214.0
2013,British Columbia,Vending machine operators,"Opening inventory (x 1,000)",v101256715,11.3.3,8108.0
2014,British Columbia,Vending machine operators,"Opening inventory (x 1,000)",v101256715,11.3.3,8269.0
2012,British Columbia,Vending machine operators,"Purchases (x 1,000)",v101256716,11.3.4,43105.0
2013,British Columbia,Vending machine operators,"Purchases (x 1,000)",v101256716,11.3.4,47117.0
2014,British Columbia,Vending machine operators,"Purchases (x 1,000)",v101256716,11.3.4,43257.0
2012,British Columbia,Vending machine operators,"Closing inventory (x 1,000)",v101256717,11.3.5,7907.0
2013,British Columbia,Vending machine operators,"Closing inventory (x 1,000)",v101256717,11.3.5,8448.0
2014,British Columbia,Vending machine operators,"Closing inventory (x 1,000)",v101256717,11.3.5,8735.0
2012,British Columbia,Vending machine operators,"Cost of goods sold (x 1,000)",v101256718,11.3.6,46307.0
2013,British Columbia,Vending machine operators,"Cost of goods sold (x 1,000)",v101256718,11.3.6,46777.0
2014,British Columbia,Vending machine operators,"Cost of goods sold (x 1,000)",v101256718,11.3.6,42791.0
2012,British Columbia,Vending machine operators,"Total labour remuneration (x 1,000)",v101256719,11.3.7,20224.0
2013,British Columbia,Vending machine operators,"Total labour remuneration (x 1,000)",v101256719,11.3.7,22591.0
2014,British Columbia,Vending machine operators,"Total labour remuneration (x 1,000)",v101256719,11.3.7,22312.0
2012,British Columbia,Vending machine operators,"Total operating expenses (x 1,000)",v101256720,11.3.8,42572.0
2013,British Columbia,Vending machine operators,"Total operating expenses (x 1,000)",v101256720,11.3.8,49748.0
2014,British Columbia,Vending machine operators,"Total operating expenses (x 1,000)",v101256720,11.3.8,47780.0
2012,British Columbia,Vending machine operators,Gross margin (percent),v101256721,11.3.9,51.8
2013,British Columbia,Vending machine operators,Gross margin (percent),v101256721,11.3.9,52.9
2014,British Columbia,Vending machine operators,Gross margin (percent),v101256721,11.3.9,54.5
2012,British Columbia,Vending machine operators,Operating profit margin (percent),v101256722,11.3.10,7.4
2013,British Columbia,Vending machine operators,Operating profit margin (percent),v101256722,11.3.10,2.8
2014,British Columbia,Vending machine operators,Operating profit margin (percent),v101256722,11.3.10,3.7
2012,British Columbia,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256723,11.4.1,672268.0
2013,British Columbia,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256723,11.4.1,744514.0
2014,British Columbia,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256723,11.4.1,828992.0
2012,British Columbia,Fuel dealers,"Total operating revenue (x 1,000)",v101256724,11.4.2,697289.0
2013,British Columbia,Fuel dealers,"Total operating revenue (x 1,000)",v101256724,11.4.2,768922.0
2014,British Columbia,Fuel dealers,"Total operating revenue (x 1,000)",v101256724,11.4.2,857854.0
2012,British Columbia,Fuel dealers,"Opening inventory (x 1,000)",v101256725,11.4.3,14947.0
2013,British Columbia,Fuel dealers,"Opening inventory (x 1,000)",v101256725,11.4.3,19044.0
2014,British Columbia,Fuel dealers,"Opening inventory (x 1,000)",v101256725,11.4.3,24951.0
2012,British Columbia,Fuel dealers,"Purchases (x 1,000)",v101256726,11.4.4,597777.0
2013,British Columbia,Fuel dealers,"Purchases (x 1,000)",v101256726,11.4.4,637886.0
2014,British Columbia,Fuel dealers,"Purchases (x 1,000)",v101256726,11.4.4,708209.0
2012,British Columbia,Fuel dealers,"Closing inventory (x 1,000)",v101256727,11.4.5,16824.0
2013,British Columbia,Fuel dealers,"Closing inventory (x 1,000)",v101256727,11.4.5,21697.0
2014,British Columbia,Fuel dealers,"Closing inventory (x 1,000)",v101256727,11.4.5,26378.0
2012,British Columbia,Fuel dealers,"Cost of goods sold (x 1,000)",v101256728,11.4.6,595901.0
2013,British Columbia,Fuel dealers,"Cost of goods sold (x 1,000)",v101256728,11.4.6,635233.0
2014,British Columbia,Fuel dealers,"Cost of goods sold (x 1,000)",v101256728,11.4.6,706782.0
2012,British Columbia,Fuel dealers,"Total labour remuneration (x 1,000)",v101256729,11.4.7,41033.0
2013,British Columbia,Fuel dealers,"Total labour remuneration (x 1,000)",v101256729,11.4.7,42033.0
2014,British Columbia,Fuel dealers,"Total labour remuneration (x 1,000)",v101256729,11.4.7,50398.0
2012,British Columbia,Fuel dealers,"Total operating expenses (x 1,000)",v101256730,11.4.8,89979.0
2013,British Columbia,Fuel dealers,"Total operating expenses (x 1,000)",v101256730,11.4.8,106377.0
2014,British Columbia,Fuel dealers,"Total operating expenses (x 1,000)",v101256730,11.4.8,121488.0
2012,British Columbia,Fuel dealers,Gross margin (percent),v101256731,11.4.9,14.5
2013,British Columbia,Fuel dealers,Gross margin (percent),v101256731,11.4.9,17.4
2014,British Columbia,Fuel dealers,Gross margin (percent),v101256731,11.4.9,17.6
2012,British Columbia,Fuel dealers,Operating profit margin (percent),v101256732,11.4.10,1.6
2013,British Columbia,Fuel dealers,Operating profit margin (percent),v101256732,11.4.10,3.6
2014,British Columbia,Fuel dealers,Operating profit margin (percent),v101256732,11.4.10,3.4
2012,British Columbia,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256733,11.5.1,109811.0
2013,British Columbia,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256733,11.5.1,176462.0
2014,British Columbia,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256733,11.5.1,263211.0
2012,British Columbia,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256734,11.5.2,140138.0
2013,British Columbia,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256734,11.5.2,212970.0
2014,British Columbia,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256734,11.5.2,282167.0
2012,British Columbia,Other direct selling establishments,"Opening inventory (x 1,000)",v101256735,11.5.3,11360.0
2013,British Columbia,Other direct selling establishments,"Opening inventory (x 1,000)",v101256735,11.5.3,10367.0
2014,British Columbia,Other direct selling establishments,"Opening inventory (x 1,000)",v101256735,11.5.3,14984.0
2012,British Columbia,Other direct selling establishments,"Purchases (x 1,000)",v101256736,11.5.4,65691.0
2013,British Columbia,Other direct selling establishments,"Purchases (x 1,000)",v101256736,11.5.4,93226.0
2014,British Columbia,Other direct selling establishments,"Purchases (x 1,000)",v101256736,11.5.4,125646.0
2012,British Columbia,Other direct selling establishments,"Closing inventory (x 1,000)",v101256737,11.5.5,13167.0
2013,British Columbia,Other direct selling establishments,"Closing inventory (x 1,000)",v101256737,11.5.5,13031.0
2014,British Columbia,Other direct selling establishments,"Closing inventory (x 1,000)",v101256737,11.5.5,16172.0
2012,British Columbia,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256738,11.5.6,63884.0
2013,British Columbia,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256738,11.5.6,90562.0
2014,British Columbia,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256738,11.5.6,124458.0
2012,British Columbia,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256739,11.5.7,25048.0
2013,British Columbia,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256739,11.5.7,19840.0
2014,British Columbia,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256739,11.5.7,30888.0
2012,British Columbia,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256740,11.5.8,65848.0
2013,British Columbia,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256740,11.5.8,79754.0
2014,British Columbia,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256740,11.5.8,112072.0
2012,British Columbia,Other direct selling establishments,Gross margin (percent),v101256741,11.5.9,54.4
2013,British Columbia,Other direct selling establishments,Gross margin (percent),v101256741,11.5.9,57.5
2014,British Columbia,Other direct selling establishments,Gross margin (percent),v101256741,11.5.9,55.9
2012,British Columbia,Other direct selling establishments,Operating profit margin (percent),v101256742,11.5.10,7.4
2013,British Columbia,Other direct selling establishments,Operating profit margin (percent),v101256742,11.5.10,20.0
2014,British Columbia,Other direct selling establishments,Operating profit margin (percent),v101256742,11.5.10,16.2
2012,Yukon,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256743,12.1.1,x
2013,Yukon,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256743,12.1.1,x
2014,Yukon,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256743,12.1.1,x
2012,Yukon,Non-store retailers,"Total operating revenue (x 1,000)",v101256744,12.1.2,x
2013,Yukon,Non-store retailers,"Total operating revenue (x 1,000)",v101256744,12.1.2,x
2014,Yukon,Non-store retailers,"Total operating revenue (x 1,000)",v101256744,12.1.2,35256.0
2012,Yukon,Non-store retailers,"Opening inventory (x 1,000)",v101256745,12.1.3,x
2013,Yukon,Non-store retailers,"Opening inventory (x 1,000)",v101256745,12.1.3,x
2014,Yukon,Non-store retailers,"Opening inventory (x 1,000)",v101256745,12.1.3,x
2012,Yukon,Non-store retailers,"Purchases (x 1,000)",v101256746,12.1.4,x
2013,Yukon,Non-store retailers,"Purchases (x 1,000)",v101256746,12.1.4,x
2014,Yukon,Non-store retailers,"Purchases (x 1,000)",v101256746,12.1.4,x
2012,Yukon,Non-store retailers,"Closing inventory (x 1,000)",v101256747,12.1.5,x
2013,Yukon,Non-store retailers,"Closing inventory (x 1,000)",v101256747,12.1.5,x
2014,Yukon,Non-store retailers,"Closing inventory (x 1,000)",v101256747,12.1.5,x
2012,Yukon,Non-store retailers,"Cost of goods sold (x 1,000)",v101256748,12.1.6,x
2013,Yukon,Non-store retailers,"Cost of goods sold (x 1,000)",v101256748,12.1.6,x
2014,Yukon,Non-store retailers,"Cost of goods sold (x 1,000)",v101256748,12.1.6,x
2012,Yukon,Non-store retailers,"Total labour remuneration (x 1,000)",v101256749,12.1.7,4359.0
2013,Yukon,Non-store retailers,"Total labour remuneration (x 1,000)",v101256749,12.1.7,2922.0
2014,Yukon,Non-store retailers,"Total labour remuneration (x 1,000)",v101256749,12.1.7,x
2012,Yukon,Non-store retailers,"Total operating expenses (x 1,000)",v101256750,12.1.8,18951.0
2013,Yukon,Non-store retailers,"Total operating expenses (x 1,000)",v101256750,12.1.8,6960.0
2014,Yukon,Non-store retailers,"Total operating expenses (x 1,000)",v101256750,12.1.8,8435.0
2012,Yukon,Non-store retailers,Gross margin (percent),v101256751,12.1.9,x
2013,Yukon,Non-store retailers,Gross margin (percent),v101256751,12.1.9,x
2014,Yukon,Non-store retailers,Gross margin (percent),v101256751,12.1.9,x
2012,Yukon,Non-store retailers,Operating profit margin (percent),v101256752,12.1.10,x
2013,Yukon,Non-store retailers,Operating profit margin (percent),v101256752,12.1.10,x
2014,Yukon,Non-store retailers,Operating profit margin (percent),v101256752,12.1.10,x
2012,Yukon,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256753,12.2.1,x
2013,Yukon,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256753,12.2.1,x
2014,Yukon,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256753,12.2.1,680.0
2012,Yukon,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256754,12.2.2,x
2013,Yukon,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256754,12.2.2,x
2014,Yukon,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256754,12.2.2,x
2012,Yukon,Electronic shopping and mail-order houses,"Opening inventory (x 1,000)",v101256755,12.2.3,x
2013,Yukon,Electronic shopping and mail-order houses,"Opening inventory (x 1,000)",v101256755,12.2.3,x
2014,Yukon,Electronic shopping and mail-order houses,"Opening inventory (x 1,000)",v101256755,12.2.3,x
2012,Yukon,Electronic shopping and mail-order houses,"Purchases (x 1,000)",v101256756,12.2.4,x
2013,Yukon,Electronic shopping and mail-order houses,"Purchases (x 1,000)",v101256756,12.2.4,x
2014,Yukon,Electronic shopping and mail-order houses,"Purchases (x 1,000)",v101256756,12.2.4,394.0
2012,Yukon,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256757,12.2.5,x
2013,Yukon,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256757,12.2.5,x
2014,Yukon,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256757,12.2.5,x
2012,Yukon,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256758,12.2.6,x
2013,Yukon,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256758,12.2.6,x
2014,Yukon,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256758,12.2.6,x
2012,Yukon,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256759,12.2.7,x
2013,Yukon,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256759,12.2.7,x
2014,Yukon,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256759,12.2.7,142.0
2012,Yukon,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256760,12.2.8,x
2013,Yukon,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256760,12.2.8,x
2014,Yukon,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256760,12.2.8,300.0
2012,Yukon,Electronic shopping and mail-order houses,Gross margin (percent),v101256761,12.2.9,x
2013,Yukon,Electronic shopping and mail-order houses,Gross margin (percent),v101256761,12.2.9,x
2014,Yukon,Electronic shopping and mail-order houses,Gross margin (percent),v101256761,12.2.9,x
2012,Yukon,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256762,12.2.10,x
2013,Yukon,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256762,12.2.10,x
2014,Yukon,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256762,12.2.10,x
2012,Yukon,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256763,12.3.1,..
2013,Yukon,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256763,12.3.1,x
2014,Yukon,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256763,12.3.1,x
2012,Yukon,Vending machine operators,"Total operating revenue (x 1,000)",v101256764,12.3.2,..
2013,Yukon,Vending machine operators,"Total operating revenue (x 1,000)",v101256764,12.3.2,x
2014,Yukon,Vending machine operators,"Total operating revenue (x 1,000)",v101256764,12.3.2,x
2012,Yukon,Vending machine operators,"Opening inventory (x 1,000)",v101256765,12.3.3,..
2013,Yukon,Vending machine operators,"Opening inventory (x 1,000)",v101256765,12.3.3,x
2014,Yukon,Vending machine operators,"Opening inventory (x 1,000)",v101256765,12.3.3,x
2012,Yukon,Vending machine operators,"Purchases (x 1,000)",v101256766,12.3.4,..
2013,Yukon,Vending machine operators,"Purchases (x 1,000)",v101256766,12.3.4,x
2014,Yukon,Vending machine operators,"Purchases (x 1,000)",v101256766,12.3.4,x
2012,Yukon,Vending machine operators,"Closing inventory (x 1,000)",v101256767,12.3.5,..
2013,Yukon,Vending machine operators,"Closing inventory (x 1,000)",v101256767,12.3.5,x
2014,Yukon,Vending machine operators,"Closing inventory (x 1,000)",v101256767,12.3.5,x
2012,Yukon,Vending machine operators,"Cost of goods sold (x 1,000)",v101256768,12.3.6,..
2013,Yukon,Vending machine operators,"Cost of goods sold (x 1,000)",v101256768,12.3.6,x
2014,Yukon,Vending machine operators,"Cost of goods sold (x 1,000)",v101256768,12.3.6,x
2012,Yukon,Vending machine operators,"Total labour remuneration (x 1,000)",v101256769,12.3.7,..
2013,Yukon,Vending machine operators,"Total labour remuneration (x 1,000)",v101256769,12.3.7,0.0
2014,Yukon,Vending machine operators,"Total labour remuneration (x 1,000)",v101256769,12.3.7,x
2012,Yukon,Vending machine operators,"Total operating expenses (x 1,000)",v101256770,12.3.8,..
2013,Yukon,Vending machine operators,"Total operating expenses (x 1,000)",v101256770,12.3.8,x
2014,Yukon,Vending machine operators,"Total operating expenses (x 1,000)",v101256770,12.3.8,x
2012,Yukon,Vending machine operators,Gross margin (percent),v101256771,12.3.9,..
2013,Yukon,Vending machine operators,Gross margin (percent),v101256771,12.3.9,x
2014,Yukon,Vending machine operators,Gross margin (percent),v101256771,12.3.9,x
2012,Yukon,Vending machine operators,Operating profit margin (percent),v101256772,12.3.10,..
2013,Yukon,Vending machine operators,Operating profit margin (percent),v101256772,12.3.10,x
2014,Yukon,Vending machine operators,Operating profit margin (percent),v101256772,12.3.10,x
2012,Yukon,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256773,12.4.1,x
2013,Yukon,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256773,12.4.1,x
2014,Yukon,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256773,12.4.1,x
2012,Yukon,Fuel dealers,"Total operating revenue (x 1,000)",v101256774,12.4.2,x
2013,Yukon,Fuel dealers,"Total operating revenue (x 1,000)",v101256774,12.4.2,x
2014,Yukon,Fuel dealers,"Total operating revenue (x 1,000)",v101256774,12.4.2,x
2012,Yukon,Fuel dealers,"Opening inventory (x 1,000)",v101256775,12.4.3,x
2013,Yukon,Fuel dealers,"Opening inventory (x 1,000)",v101256775,12.4.3,x
2014,Yukon,Fuel dealers,"Opening inventory (x 1,000)",v101256775,12.4.3,1030.0
2012,Yukon,Fuel dealers,"Purchases (x 1,000)",v101256776,12.4.4,x
2013,Yukon,Fuel dealers,"Purchases (x 1,000)",v101256776,12.4.4,x
2014,Yukon,Fuel dealers,"Purchases (x 1,000)",v101256776,12.4.4,23486.0
2012,Yukon,Fuel dealers,"Closing inventory (x 1,000)",v101256777,12.4.5,x
2013,Yukon,Fuel dealers,"Closing inventory (x 1,000)",v101256777,12.4.5,x
2014,Yukon,Fuel dealers,"Closing inventory (x 1,000)",v101256777,12.4.5,646.0
2012,Yukon,Fuel dealers,"Cost of goods sold (x 1,000)",v101256778,12.4.6,x
2013,Yukon,Fuel dealers,"Cost of goods sold (x 1,000)",v101256778,12.4.6,x
2014,Yukon,Fuel dealers,"Cost of goods sold (x 1,000)",v101256778,12.4.6,23870.0
2012,Yukon,Fuel dealers,"Total labour remuneration (x 1,000)",v101256779,12.4.7,4277.0
2013,Yukon,Fuel dealers,"Total labour remuneration (x 1,000)",v101256779,12.4.7,2775.0
2014,Yukon,Fuel dealers,"Total labour remuneration (x 1,000)",v101256779,12.4.7,x
2012,Yukon,Fuel dealers,"Total operating expenses (x 1,000)",v101256780,12.4.8,18706.0
2013,Yukon,Fuel dealers,"Total operating expenses (x 1,000)",v101256780,12.4.8,6396.0
2014,Yukon,Fuel dealers,"Total operating expenses (x 1,000)",v101256780,12.4.8,x
2012,Yukon,Fuel dealers,Gross margin (percent),v101256781,12.4.9,x
2013,Yukon,Fuel dealers,Gross margin (percent),v101256781,12.4.9,x
2014,Yukon,Fuel dealers,Gross margin (percent),v101256781,12.4.9,x
2012,Yukon,Fuel dealers,Operating profit margin (percent),v101256782,12.4.10,x
2013,Yukon,Fuel dealers,Operating profit margin (percent),v101256782,12.4.10,x
2014,Yukon,Fuel dealers,Operating profit margin (percent),v101256782,12.4.10,x
2012,Yukon,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256783,12.5.1,269.0
2013,Yukon,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256783,12.5.1,1380.0
2014,Yukon,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256783,12.5.1,x
2012,Yukon,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256784,12.5.2,x
2013,Yukon,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256784,12.5.2,x
2014,Yukon,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256784,12.5.2,x
2012,Yukon,Other direct selling establishments,"Opening inventory (x 1,000)",v101256785,12.5.3,x
2013,Yukon,Other direct selling establishments,"Opening inventory (x 1,000)",v101256785,12.5.3,x
2014,Yukon,Other direct selling establishments,"Opening inventory (x 1,000)",v101256785,12.5.3,17.0
2012,Yukon,Other direct selling establishments,"Purchases (x 1,000)",v101256786,12.5.4,141.0
2013,Yukon,Other direct selling establishments,"Purchases (x 1,000)",v101256786,12.5.4,589.0
2014,Yukon,Other direct selling establishments,"Purchases (x 1,000)",v101256786,12.5.4,324.0
2012,Yukon,Other direct selling establishments,"Closing inventory (x 1,000)",v101256787,12.5.5,x
2013,Yukon,Other direct selling establishments,"Closing inventory (x 1,000)",v101256787,12.5.5,x
2014,Yukon,Other direct selling establishments,"Closing inventory (x 1,000)",v101256787,12.5.5,13.0
2012,Yukon,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256788,12.5.6,x
2013,Yukon,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256788,12.5.6,x
2014,Yukon,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256788,12.5.6,328.0
2012,Yukon,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256789,12.5.7,x
2013,Yukon,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256789,12.5.7,x
2014,Yukon,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256789,12.5.7,x
2012,Yukon,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256790,12.5.8,108.0
2013,Yukon,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256790,12.5.8,370.0
2014,Yukon,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256790,12.5.8,x
2012,Yukon,Other direct selling establishments,Gross margin (percent),v101256791,12.5.9,x
2013,Yukon,Other direct selling establishments,Gross margin (percent),v101256791,12.5.9,x
2014,Yukon,Other direct selling establishments,Gross margin (percent),v101256791,12.5.9,x
2012,Yukon,Other direct selling establishments,Operating profit margin (percent),v101256792,12.5.10,x
2013,Yukon,Other direct selling establishments,Operating profit margin (percent),v101256792,12.5.10,x
2014,Yukon,Other direct selling establishments,Operating profit margin (percent),v101256792,12.5.10,x
2012,Northwest Territories,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256793,13.1.1,87481.0
2013,Northwest Territories,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256793,13.1.1,126874.0
2014,Northwest Territories,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256793,13.1.1,126778.0
2012,Northwest Territories,Non-store retailers,"Total operating revenue (x 1,000)",v101256794,13.1.2,95460.0
2013,Northwest Territories,Non-store retailers,"Total operating revenue (x 1,000)",v101256794,13.1.2,132214.0
2014,Northwest Territories,Non-store retailers,"Total operating revenue (x 1,000)",v101256794,13.1.2,131401.0
2012,Northwest Territories,Non-store retailers,"Opening inventory (x 1,000)",v101256795,13.1.3,2436.0
2013,Northwest Territories,Non-store retailers,"Opening inventory (x 1,000)",v101256795,13.1.3,3425.0
2014,Northwest Territories,Non-store retailers,"Opening inventory (x 1,000)",v101256795,13.1.3,x
2012,Northwest Territories,Non-store retailers,"Purchases (x 1,000)",v101256796,13.1.4,83860.0
2013,Northwest Territories,Non-store retailers,"Purchases (x 1,000)",v101256796,13.1.4,111242.0
2014,Northwest Territories,Non-store retailers,"Purchases (x 1,000)",v101256796,13.1.4,115404.0
2012,Northwest Territories,Non-store retailers,"Closing inventory (x 1,000)",v101256797,13.1.5,2504.0
2013,Northwest Territories,Non-store retailers,"Closing inventory (x 1,000)",v101256797,13.1.5,3030.0
2014,Northwest Territories,Non-store retailers,"Closing inventory (x 1,000)",v101256797,13.1.5,x
2012,Northwest Territories,Non-store retailers,"Cost of goods sold (x 1,000)",v101256798,13.1.6,83791.0
2013,Northwest Territories,Non-store retailers,"Cost of goods sold (x 1,000)",v101256798,13.1.6,111630.0
2014,Northwest Territories,Non-store retailers,"Cost of goods sold (x 1,000)",v101256798,13.1.6,115215.0
2012,Northwest Territories,Non-store retailers,"Total labour remuneration (x 1,000)",v101256799,13.1.7,4919.0
2013,Northwest Territories,Non-store retailers,"Total labour remuneration (x 1,000)",v101256799,13.1.7,12120.0
2014,Northwest Territories,Non-store retailers,"Total labour remuneration (x 1,000)",v101256799,13.1.7,11832.0
2012,Northwest Territories,Non-store retailers,"Total operating expenses (x 1,000)",v101256800,13.1.8,9377.0
2013,Northwest Territories,Non-store retailers,"Total operating expenses (x 1,000)",v101256800,13.1.8,19679.0
2014,Northwest Territories,Non-store retailers,"Total operating expenses (x 1,000)",v101256800,13.1.8,17849.0
2012,Northwest Territories,Non-store retailers,Gross margin (percent),v101256801,13.1.9,12.2
2013,Northwest Territories,Non-store retailers,Gross margin (percent),v101256801,13.1.9,15.6
2014,Northwest Territories,Non-store retailers,Gross margin (percent),v101256801,13.1.9,12.3
2012,Northwest Territories,Non-store retailers,Operating profit margin (percent),v101256802,13.1.10,2.4
2013,Northwest Territories,Non-store retailers,Operating profit margin (percent),v101256802,13.1.10,0.7
2014,Northwest Territories,Non-store retailers,Operating profit margin (percent),v101256802,13.1.10,-1.3
2012,Northwest Territories,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256803,13.2.1,78.0
2013,Northwest Territories,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256803,13.2.1,112.0
2014,Northwest Territories,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256803,13.2.1,x
2012,Northwest Territories,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256804,13.2.2,87.0
2013,Northwest Territories,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256804,13.2.2,116.0
