Ref_Date,GEO,VEGETABLE,HOLDING,Vector,Coordinate,Value
1977/11,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,6761.0
1977/12,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,5256.0
1978/01,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,4757.0
1978/02,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,4095.0
1978/03,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,3245.0
1978/04,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,2425.0
1978/05,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,1682.0
1978/06,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,1310.0
1978/07,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,786.0
1978/08,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,3898.0
1978/09,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,8633.0
1978/10,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,9046.0
1978/11,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,7406.0
1978/12,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,7544.0
1979/01,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,6769.0
1979/02,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,5656.0
1979/03,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,4884.0
1979/04,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,3717.0
1979/05,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,3096.0
1979/06,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,2367.0
1979/07,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,1367.0
1979/08,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,5427.0
1979/09,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,9638.0
1979/10,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,9774.0
1979/11,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,9078.0
1979/12,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,8200.0
1980/01,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,7494.0
1980/02,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,6247.0
1980/03,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,5587.0
1980/04,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,4657.0
1980/05,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,3944.0
1980/06,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,3258.0
1980/07,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,2053.0
1980/08,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,4219.0
1980/09,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,7326.0
1980/10,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,7111.0
1980/11,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,6149.0
1980/12,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,3255.0
1981/01,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,4970.0
1981/02,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,4224.0
1981/03,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,3567.0
1981/04,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,2765.0
1981/05,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,1861.0
1981/06,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,1283.0
1981/07,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,1233.0
1981/08,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,4723.0
1981/09,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,9830.0
1981/10,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,9047.0
1981/11,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,7403.0
1981/12,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,7035.0
1982/01,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,6025.0
1982/02,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,4694.0
1982/03,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,3727.0
1982/04,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,3076.0
1982/05,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,1830.0
1982/06,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,914.0
1982/07,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,486.0
1982/08,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,4766.0
1982/09,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,9646.0
1982/10,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,9376.0
1982/11,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,8490.0
1982/12,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,7518.0
1983/01,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,6353.0
1983/02,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,5992.0
1983/03,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,4756.0
1983/04,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,3758.0
1983/05,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,2818.0
1983/06,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,2003.0
1983/07,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,1368.0
1983/08,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,3643.0
1983/09,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,9297.0
1983/10,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,9242.0
1983/11,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,8387.0
1983/12,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,7386.0
1984/01,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,6386.0
1984/02,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,5163.0
1984/03,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,4224.0
1984/04,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,2820.0
1984/05,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,2159.0
1984/06,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,1485.0
1984/07,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,880.0
1984/08,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,3246.0
1984/09,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,8112.0
1984/10,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,9206.0
1984/11,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,5988.0
1984/12,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,7474.0
1985/01,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,6235.0
1985/02,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,5055.0
1985/03,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,4098.0
1985/04,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,3389.0
1985/05,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,2217.0
1985/06,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,1439.0
1985/07,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,1410.0
1985/08,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,7010.0
1985/09,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,12762.0
1985/10,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,11918.0
1985/11,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,11217.0
1985/12,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,9001.0
1986/01,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,12321.0
1986/02,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,13469.0
1986/03,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,12819.0
1986/04,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,10101.0
1986/05,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,9851.0
1986/06,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,7092.0
1986/07,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,6465.0
1986/08,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,3568.0
1986/09,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,4670.0
1986/10,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,12518.0
1986/11,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,1234.0
1986/12,Canada,Peas,Frozen vegetables intended for re-manufacture held in storages and factories,v722400,1.11.1,12169.0
1970/01,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1970/02,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1970/03,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1970/04,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1970/05,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1970/06,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1970/07,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1970/08,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,0.0
1970/09,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,0.0
1970/10,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,0.0
1970/11,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,0.0
1970/12,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,0.0
1971/01,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1971/02,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1971/03,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,0.0
1971/04,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,0.0
1971/05,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,0.0
1971/06,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,0.0
1971/07,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,0.0
1971/08,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1971/09,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1971/10,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1971/11,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1971/12,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1972/01,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1972/02,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,0.0
1972/03,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1972/04,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1972/05,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1972/06,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1972/07,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1972/08,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1972/09,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1972/10,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1972/11,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1972/12,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1973/01,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1973/02,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1973/03,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1973/04,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1973/05,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1973/06,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1973/07,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1973/08,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1973/09,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1973/10,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1973/11,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1973/12,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1974/01,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1974/02,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,0.0
1974/03,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1974/04,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1974/05,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1974/06,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1974/07,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1974/08,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1974/09,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1974/10,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1974/11,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1974/12,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1975/01,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1975/02,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1975/03,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1975/04,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1975/05,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1975/06,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1975/07,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1975/08,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1975/09,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1975/10,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1975/11,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1975/12,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1976/01,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1976/02,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1976/03,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1976/04,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1976/05,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1976/06,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1976/07,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1976/08,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1976/09,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1976/10,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1976/11,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1976/12,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1977/01,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1977/02,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1977/03,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1977/04,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1977/05,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1977/06,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1977/07,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1977/08,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1977/09,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1977/10,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1977/11,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1977/12,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1978/01,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1978/02,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1978/03,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1978/04,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1978/05,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1978/06,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1978/07,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1978/08,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1978/09,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1978/10,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1978/11,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1978/12,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,0.0
1979/01,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1979/02,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1979/03,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1979/04,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1979/05,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1979/06,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1979/07,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1979/08,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1979/09,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1979/10,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1979/11,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1979/12,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1980/01,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1980/02,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1980/03,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1980/04,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1980/05,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1980/06,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1980/07,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1980/08,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1980/09,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1980/10,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1980/11,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1980/12,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1981/01,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1981/02,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1981/03,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1981/04,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1981/05,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1981/06,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1981/07,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1981/08,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1981/09,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1981/10,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1981/11,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1981/12,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1982/01,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1982/02,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1982/03,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1982/04,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1982/05,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1982/06,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1982/07,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1982/08,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,0.0
1982/09,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1982/10,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1982/11,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1982/12,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1983/01,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
1983/02,Canada,Spinach,Frozen vegetables intended for re-manufacture held in storages and factories,v722401,1.12.1,x
