Ref_Date,GEO,HARVEST,TYPOFCRP,Vector,Coordinate,Value
2016,Alberta,Yield (kilograms per hectare),"Rye, Fall",v98437981,7.5.11,3100.0
2015,Alberta,Yield (kilograms per hectare),"Wheat, durum",v98437982,7.5.13,2400.0
2016,Alberta,Yield (kilograms per hectare),"Wheat, durum",v98437982,7.5.13,3200.0
2015,Alberta,Yield (kilograms per hectare),"Wheat, spring",v98437983,7.5.14,2800.0
2016,Alberta,Yield (kilograms per hectare),"Wheat, spring",v98437983,7.5.14,3800.0
2015,Alberta,Yield (kilograms per hectare),"Wheat, winter",v98437984,7.5.15,3100.0
2016,Alberta,Yield (kilograms per hectare),"Wheat, winter",v98437984,7.5.15,4400.0
2015,Alberta,"Production (bushels x 1,000)",Barley,v98437985,7.6.1,170478.0
2016,Alberta,"Production (bushels x 1,000)",Barley,v98437985,7.6.1,203560.0
2015,Alberta,"Production (bushels x 1,000)",Canola,v98437986,7.6.3,208884.0
2016,Alberta,"Production (bushels x 1,000)",Canola,v98437986,7.6.3,263689.0
2015,Alberta,"Production (bushels x 1,000)",Corn for grain,v98437987,7.6.4,..
2016,Alberta,"Production (bushels x 1,000)",Corn for grain,v98437987,7.6.4,..
2015,Alberta,"Production (bushels x 1,000)",Flaxseed,v98437988,7.6.5,3220.0
2016,Alberta,"Production (bushels x 1,000)",Flaxseed,v98437988,7.6.5,1818.0
2015,Alberta,"Production (bushels x 1,000)",Mixed grains,v98437989,7.6.7,..
2016,Alberta,"Production (bushels x 1,000)",Mixed grains,v98437989,7.6.7,..
2015,Alberta,"Production (bushels x 1,000)",Oats,v98437990,7.6.9,22270.0
2016,Alberta,"Production (bushels x 1,000)",Oats,v98437990,7.6.9,37840.0
2015,Alberta,"Production (bushels x 1,000)","Peas, dry",v98437991,7.6.10,45724.0
2016,Alberta,"Production (bushels x 1,000)","Peas, dry",v98437991,7.6.10,84043.0
2015,Alberta,"Production (bushels x 1,000)","Rye, Fall",v98437992,7.6.11,1113.0
2016,Alberta,"Production (bushels x 1,000)","Rye, Fall",v98437992,7.6.11,2228.0
2015,Alberta,"Production (bushels x 1,000)","Wheat, durum",v98437993,7.6.13,29141.0
2016,Alberta,"Production (bushels x 1,000)","Wheat, durum",v98437993,7.6.13,52122.0
2015,Alberta,"Production (bushels x 1,000)","Wheat, spring",v98437994,7.6.14,233496.0
2016,Alberta,"Production (bushels x 1,000)","Wheat, spring",v98437994,7.6.14,302385.0
2015,Alberta,"Production (bushels x 1,000)","Wheat, winter",v98437995,7.6.15,7005.0
2016,Alberta,"Production (bushels x 1,000)","Wheat, winter",v98437995,7.6.15,11862.0
2015,Alberta,"Production (pounds x 1,000)",Canary seed,v98437996,7.7.2,..
2016,Alberta,"Production (pounds x 1,000)",Canary seed,v98437996,7.7.2,..
2015,Alberta,"Production (pounds x 1,000)",Lentils,v98437997,7.7.6,..
2016,Alberta,"Production (pounds x 1,000)",Lentils,v98437997,7.7.6,..
2015,Alberta,"Production (pounds x 1,000)",Mustard seed,v98437998,7.7.8,..
2016,Alberta,"Production (pounds x 1,000)",Mustard seed,v98437998,7.7.8,..
2015,Alberta,Production (metric tonnes),Barley,v98437999,7.8.1,3711700.0
2016,Alberta,Production (metric tonnes),Barley,v98437999,7.8.1,4432000.0
2015,Alberta,Production (metric tonnes),Canary seed,v98438000,7.8.2,..
2016,Alberta,Production (metric tonnes),Canary seed,v98438000,7.8.2,..
2015,Alberta,Production (metric tonnes),Canola,v98438001,7.8.3,4737400.0
2016,Alberta,Production (metric tonnes),Canola,v98438001,7.8.3,5980400.0
2015,Alberta,Production (metric tonnes),Corn for grain,v98438002,7.8.4,..
2016,Alberta,Production (metric tonnes),Corn for grain,v98438002,7.8.4,..
2015,Alberta,Production (metric tonnes),Flaxseed,v98438003,7.8.5,81800.0
2016,Alberta,Production (metric tonnes),Flaxseed,v98438003,7.8.5,46200.0
2015,Alberta,Production (metric tonnes),Lentils,v98438004,7.8.6,..
2016,Alberta,Production (metric tonnes),Lentils,v98438004,7.8.6,..
2015,Alberta,Production (metric tonnes),Mixed grains,v98438005,7.8.7,..
2016,Alberta,Production (metric tonnes),Mixed grains,v98438005,7.8.7,..
2015,Alberta,Production (metric tonnes),Mustard seed,v98438006,7.8.8,..
2016,Alberta,Production (metric tonnes),Mustard seed,v98438006,7.8.8,..
2015,Alberta,Production (metric tonnes),Oats,v98438007,7.8.9,343500.0
2016,Alberta,Production (metric tonnes),Oats,v98438007,7.8.9,583600.0
2015,Alberta,Production (metric tonnes),"Peas, dry",v98438008,7.8.10,1244400.0
2016,Alberta,Production (metric tonnes),"Peas, dry",v98438008,7.8.10,2287300.0
2015,Alberta,Production (metric tonnes),"Rye, Fall",v98438009,7.8.11,28300.0
2016,Alberta,Production (metric tonnes),"Rye, Fall",v98438009,7.8.11,56600.0
2015,Alberta,Production (metric tonnes),"Wheat, durum",v98438010,7.8.13,793100.0
2016,Alberta,Production (metric tonnes),"Wheat, durum",v98438010,7.8.13,1418500.0
2015,Alberta,Production (metric tonnes),"Wheat, spring",v98438011,7.8.14,6354700.0
2016,Alberta,Production (metric tonnes),"Wheat, spring",v98438011,7.8.14,8229600.0
2015,Alberta,Production (metric tonnes),"Wheat, winter",v98438012,7.8.15,190600.0
2016,Alberta,Production (metric tonnes),"Wheat, winter",v98438012,7.8.15,322800.0
