Ref_Date,GEO,AGE,SEX,HOUSEHOLD,FOOD,STATS,Vector,Coordinate,Value
2012,Inuvialuit region,15 to 24 years,Female,One person,High or marginal food security,High 95% confidence interval (percent),v97176333,6.3.3.2.2.4,F
2012,Inuvialuit region,15 to 24 years,Female,One person,Low food security,Number of persons,v97176334,6.3.3.2.3.1,F
2012,Inuvialuit region,15 to 24 years,Female,One person,Low food security,Percent,v97176335,6.3.3.2.3.2,F
2012,Inuvialuit region,15 to 24 years,Female,One person,Low food security,Low 95% confidence interval (percent),v97176336,6.3.3.2.3.3,F
2012,Inuvialuit region,15 to 24 years,Female,One person,Low food security,High 95% confidence interval (percent),v97176337,6.3.3.2.3.4,F
2012,Inuvialuit region,15 to 24 years,Female,One person,Very low food security,Number of persons,v97176338,6.3.3.2.4.1,F
2012,Inuvialuit region,15 to 24 years,Female,One person,Very low food security,Percent,v97176339,6.3.3.2.4.2,F
2012,Inuvialuit region,15 to 24 years,Female,One person,Very low food security,Low 95% confidence interval (percent),v97176340,6.3.3.2.4.3,F
2012,Inuvialuit region,15 to 24 years,Female,One person,Very low food security,High 95% confidence interval (percent),v97176341,6.3.3.2.4.4,F
2012,Inuvialuit region,15 to 24 years,Female,One person,Food security not specified,Number of persons,v97176342,6.3.3.2.5.1,F
2012,Inuvialuit region,15 to 24 years,Female,One person,Food security not specified,Percent,v97176343,6.3.3.2.5.2,F
2012,Inuvialuit region,15 to 24 years,Female,One person,Food security not specified,Low 95% confidence interval (percent),v97176344,6.3.3.2.5.3,F
2012,Inuvialuit region,15 to 24 years,Female,One person,Food security not specified,High 95% confidence interval (percent),v97176345,6.3.3.2.5.4,F
2012,Inuvialuit region,15 to 24 years,Female,Two persons,"Total, food security",Number of persons,v97176346,6.3.3.3.1.1,F
2012,Inuvialuit region,15 to 24 years,Female,Two persons,"Total, food security",Percent,v97176347,6.3.3.3.1.2,F
2012,Inuvialuit region,15 to 24 years,Female,Two persons,"Total, food security",Low 95% confidence interval (percent),v97176348,6.3.3.3.1.3,F
2012,Inuvialuit region,15 to 24 years,Female,Two persons,"Total, food security",High 95% confidence interval (percent),v97176349,6.3.3.3.1.4,F
2012,Inuvialuit region,15 to 24 years,Female,Two persons,High or marginal food security,Number of persons,v97176350,6.3.3.3.2.1,F
2012,Inuvialuit region,15 to 24 years,Female,Two persons,High or marginal food security,Percent,v97176351,6.3.3.3.2.2,F
2012,Inuvialuit region,15 to 24 years,Female,Two persons,High or marginal food security,Low 95% confidence interval (percent),v97176352,6.3.3.3.2.3,F
2012,Inuvialuit region,15 to 24 years,Female,Two persons,High or marginal food security,High 95% confidence interval (percent),v97176353,6.3.3.3.2.4,F
2012,Inuvialuit region,15 to 24 years,Female,Two persons,Low food security,Number of persons,v97176354,6.3.3.3.3.1,F
2012,Inuvialuit region,15 to 24 years,Female,Two persons,Low food security,Percent,v97176355,6.3.3.3.3.2,F
2012,Inuvialuit region,15 to 24 years,Female,Two persons,Low food security,Low 95% confidence interval (percent),v97176356,6.3.3.3.3.3,F
2012,Inuvialuit region,15 to 24 years,Female,Two persons,Low food security,High 95% confidence interval (percent),v97176357,6.3.3.3.3.4,F
2012,Inuvialuit region,15 to 24 years,Female,Two persons,Very low food security,Number of persons,v97176358,6.3.3.3.4.1,F
2012,Inuvialuit region,15 to 24 years,Female,Two persons,Very low food security,Percent,v97176359,6.3.3.3.4.2,F
2012,Inuvialuit region,15 to 24 years,Female,Two persons,Very low food security,Low 95% confidence interval (percent),v97176360,6.3.3.3.4.3,F
2012,Inuvialuit region,15 to 24 years,Female,Two persons,Very low food security,High 95% confidence interval (percent),v97176361,6.3.3.3.4.4,F
2012,Inuvialuit region,15 to 24 years,Female,Two persons,Food security not specified,Number of persons,v97176362,6.3.3.3.5.1,F
2012,Inuvialuit region,15 to 24 years,Female,Two persons,Food security not specified,Percent,v97176363,6.3.3.3.5.2,F
2012,Inuvialuit region,15 to 24 years,Female,Two persons,Food security not specified,Low 95% confidence interval (percent),v97176364,6.3.3.3.5.3,F
2012,Inuvialuit region,15 to 24 years,Female,Two persons,Food security not specified,High 95% confidence interval (percent),v97176365,6.3.3.3.5.4,F
2012,Inuvialuit region,15 to 24 years,Female,Three to five persons,"Total, food security",Number of persons,v97176366,6.3.3.4.1.1,230.0
2012,Inuvialuit region,15 to 24 years,Female,Three to five persons,"Total, food security",Percent,v97176367,6.3.3.4.1.2,100.0
2012,Inuvialuit region,15 to 24 years,Female,Three to five persons,"Total, food security",Low 95% confidence interval (percent),v97176368,6.3.3.4.1.3,100.0
2012,Inuvialuit region,15 to 24 years,Female,Three to five persons,"Total, food security",High 95% confidence interval (percent),v97176369,6.3.3.4.1.4,100.0
2012,Inuvialuit region,15 to 24 years,Female,Three to five persons,High or marginal food security,Number of persons,v97176370,6.3.3.4.2.1,160.0
2012,Inuvialuit region,15 to 24 years,Female,Three to five persons,High or marginal food security,Percent,v97176371,6.3.3.4.2.2,69.6
2012,Inuvialuit region,15 to 24 years,Female,Three to five persons,High or marginal food security,Low 95% confidence interval (percent),v97176372,6.3.3.4.2.3,56.7
2012,Inuvialuit region,15 to 24 years,Female,Three to five persons,High or marginal food security,High 95% confidence interval (percent),v97176373,6.3.3.4.2.4,78.1
2012,Inuvialuit region,15 to 24 years,Female,Three to five persons,Low food security,Number of persons,v97176374,6.3.3.4.3.1,50.0
2012,Inuvialuit region,15 to 24 years,Female,Three to five persons,Low food security,Percent,v97176375,6.3.3.4.3.2,21.7
2012,Inuvialuit region,15 to 24 years,Female,Three to five persons,Low food security,Low 95% confidence interval (percent),v97176376,6.3.3.4.3.3,14.9
2012,Inuvialuit region,15 to 24 years,Female,Three to five persons,Low food security,High 95% confidence interval (percent),v97176377,6.3.3.4.3.4,35.5
2012,Inuvialuit region,15 to 24 years,Female,Three to five persons,Very low food security,Number of persons,v97176378,6.3.3.4.4.1,F
2012,Inuvialuit region,15 to 24 years,Female,Three to five persons,Very low food security,Percent,v97176379,6.3.3.4.4.2,F
2012,Inuvialuit region,15 to 24 years,Female,Three to five persons,Very low food security,Low 95% confidence interval (percent),v97176380,6.3.3.4.4.3,F
2012,Inuvialuit region,15 to 24 years,Female,Three to five persons,Very low food security,High 95% confidence interval (percent),v97176381,6.3.3.4.4.4,F
2012,Inuvialuit region,15 to 24 years,Female,Three to five persons,Food security not specified,Number of persons,v97176382,6.3.3.4.5.1,F
2012,Inuvialuit region,15 to 24 years,Female,Three to five persons,Food security not specified,Percent,v97176383,6.3.3.4.5.2,F
2012,Inuvialuit region,15 to 24 years,Female,Three to five persons,Food security not specified,Low 95% confidence interval (percent),v97176384,6.3.3.4.5.3,F
2012,Inuvialuit region,15 to 24 years,Female,Three to five persons,Food security not specified,High 95% confidence interval (percent),v97176385,6.3.3.4.5.4,F
2012,Inuvialuit region,15 to 24 years,Female,More than five persons,"Total, food security",Number of persons,v97176386,6.3.3.5.1.1,70.0
2012,Inuvialuit region,15 to 24 years,Female,More than five persons,"Total, food security",Percent,v97176387,6.3.3.5.1.2,100.0
2012,Inuvialuit region,15 to 24 years,Female,More than five persons,"Total, food security",Low 95% confidence interval (percent),v97176388,6.3.3.5.1.3,100.0
2012,Inuvialuit region,15 to 24 years,Female,More than five persons,"Total, food security",High 95% confidence interval (percent),v97176389,6.3.3.5.1.4,100.0
2012,Inuvialuit region,15 to 24 years,Female,More than five persons,High or marginal food security,Number of persons,v97176390,6.3.3.5.2.1,30.0
2012,Inuvialuit region,15 to 24 years,Female,More than five persons,High or marginal food security,Percent,v97176391,6.3.3.5.2.2,42.9
2012,Inuvialuit region,15 to 24 years,Female,More than five persons,High or marginal food security,Low 95% confidence interval (percent),v97176392,6.3.3.5.2.3,28.7
2012,Inuvialuit region,15 to 24 years,Female,More than five persons,High or marginal food security,High 95% confidence interval (percent),v97176393,6.3.3.5.2.4,66.6
2012,Inuvialuit region,15 to 24 years,Female,More than five persons,Low food security,Number of persons,v97176394,6.3.3.5.3.1,F
2012,Inuvialuit region,15 to 24 years,Female,More than five persons,Low food security,Percent,v97176395,6.3.3.5.3.2,F
2012,Inuvialuit region,15 to 24 years,Female,More than five persons,Low food security,Low 95% confidence interval (percent),v97176396,6.3.3.5.3.3,F
2012,Inuvialuit region,15 to 24 years,Female,More than five persons,Low food security,High 95% confidence interval (percent),v97176397,6.3.3.5.3.4,F
2012,Inuvialuit region,15 to 24 years,Female,More than five persons,Very low food security,Number of persons,v97176398,6.3.3.5.4.1,F
2012,Inuvialuit region,15 to 24 years,Female,More than five persons,Very low food security,Percent,v97176399,6.3.3.5.4.2,F
2012,Inuvialuit region,15 to 24 years,Female,More than five persons,Very low food security,Low 95% confidence interval (percent),v97176400,6.3.3.5.4.3,F
2012,Inuvialuit region,15 to 24 years,Female,More than five persons,Very low food security,High 95% confidence interval (percent),v97176401,6.3.3.5.4.4,F
2012,Inuvialuit region,15 to 24 years,Female,More than five persons,Food security not specified,Number of persons,v97176402,6.3.3.5.5.1,F
2012,Inuvialuit region,15 to 24 years,Female,More than five persons,Food security not specified,Percent,v97176403,6.3.3.5.5.2,F
2012,Inuvialuit region,15 to 24 years,Female,More than five persons,Food security not specified,Low 95% confidence interval (percent),v97176404,6.3.3.5.5.3,F
2012,Inuvialuit region,15 to 24 years,Female,More than five persons,Food security not specified,High 95% confidence interval (percent),v97176405,6.3.3.5.5.4,F
2012,Inuvialuit region,15 to 24 years,Female,Number of persons in household not specified,"Total, food security",Number of persons,v97176406,6.3.3.6.1.1,F
2012,Inuvialuit region,15 to 24 years,Female,Number of persons in household not specified,"Total, food security",Percent,v97176407,6.3.3.6.1.2,F
2012,Inuvialuit region,15 to 24 years,Female,Number of persons in household not specified,"Total, food security",Low 95% confidence interval (percent),v97176408,6.3.3.6.1.3,F
2012,Inuvialuit region,15 to 24 years,Female,Number of persons in household not specified,"Total, food security",High 95% confidence interval (percent),v97176409,6.3.3.6.1.4,F
2012,Inuvialuit region,15 to 24 years,Female,Number of persons in household not specified,High or marginal food security,Number of persons,v97176410,6.3.3.6.2.1,F
2012,Inuvialuit region,15 to 24 years,Female,Number of persons in household not specified,High or marginal food security,Percent,v97176411,6.3.3.6.2.2,F
2012,Inuvialuit region,15 to 24 years,Female,Number of persons in household not specified,High or marginal food security,Low 95% confidence interval (percent),v97176412,6.3.3.6.2.3,F
2012,Inuvialuit region,15 to 24 years,Female,Number of persons in household not specified,High or marginal food security,High 95% confidence interval (percent),v97176413,6.3.3.6.2.4,F
2012,Inuvialuit region,15 to 24 years,Female,Number of persons in household not specified,Low food security,Number of persons,v97176414,6.3.3.6.3.1,F
2012,Inuvialuit region,15 to 24 years,Female,Number of persons in household not specified,Low food security,Percent,v97176415,6.3.3.6.3.2,F
2012,Inuvialuit region,15 to 24 years,Female,Number of persons in household not specified,Low food security,Low 95% confidence interval (percent),v97176416,6.3.3.6.3.3,F
2012,Inuvialuit region,15 to 24 years,Female,Number of persons in household not specified,Low food security,High 95% confidence interval (percent),v97176417,6.3.3.6.3.4,F
2012,Inuvialuit region,15 to 24 years,Female,Number of persons in household not specified,Very low food security,Number of persons,v97176418,6.3.3.6.4.1,F
2012,Inuvialuit region,15 to 24 years,Female,Number of persons in household not specified,Very low food security,Percent,v97176419,6.3.3.6.4.2,F
2012,Inuvialuit region,15 to 24 years,Female,Number of persons in household not specified,Very low food security,Low 95% confidence interval (percent),v97176420,6.3.3.6.4.3,F
2012,Inuvialuit region,15 to 24 years,Female,Number of persons in household not specified,Very low food security,High 95% confidence interval (percent),v97176421,6.3.3.6.4.4,F
2012,Inuvialuit region,15 to 24 years,Female,Number of persons in household not specified,Food security not specified,Number of persons,v97176422,6.3.3.6.5.1,F
2012,Inuvialuit region,15 to 24 years,Female,Number of persons in household not specified,Food security not specified,Percent,v97176423,6.3.3.6.5.2,F
2012,Inuvialuit region,15 to 24 years,Female,Number of persons in household not specified,Food security not specified,Low 95% confidence interval (percent),v97176424,6.3.3.6.5.3,F
2012,Inuvialuit region,15 to 24 years,Female,Number of persons in household not specified,Food security not specified,High 95% confidence interval (percent),v97176425,6.3.3.6.5.4,F
2012,Inuvialuit region,25 to 54 years,Both sexes,"Total, number of persons in the household","Total, food security",Number of persons,v97176426,6.4.1.1.1.1,1380.0
2012,Inuvialuit region,25 to 54 years,Both sexes,"Total, number of persons in the household","Total, food security",Percent,v97176427,6.4.1.1.1.2,100.0
2012,Inuvialuit region,25 to 54 years,Both sexes,"Total, number of persons in the household","Total, food security",Low 95% confidence interval (percent),v97176428,6.4.1.1.1.3,100.0
2012,Inuvialuit region,25 to 54 years,Both sexes,"Total, number of persons in the household","Total, food security",High 95% confidence interval (percent),v97176429,6.4.1.1.1.4,100.0
2012,Inuvialuit region,25 to 54 years,Both sexes,"Total, number of persons in the household",High or marginal food security,Number of persons,v97176430,6.4.1.1.2.1,870.0
2012,Inuvialuit region,25 to 54 years,Both sexes,"Total, number of persons in the household",High or marginal food security,Percent,v97176431,6.4.1.1.2.2,63.0
2012,Inuvialuit region,25 to 54 years,Both sexes,"Total, number of persons in the household",High or marginal food security,Low 95% confidence interval (percent),v97176432,6.4.1.1.2.3,57.7
2012,Inuvialuit region,25 to 54 years,Both sexes,"Total, number of persons in the household",High or marginal food security,High 95% confidence interval (percent),v97176433,6.4.1.1.2.4,68.8
2012,Inuvialuit region,25 to 54 years,Both sexes,"Total, number of persons in the household",Low food security,Number of persons,v97176434,6.4.1.1.3.1,290.0
2012,Inuvialuit region,25 to 54 years,Both sexes,"Total, number of persons in the household",Low food security,Percent,v97176435,6.4.1.1.3.2,21.0
2012,Inuvialuit region,25 to 54 years,Both sexes,"Total, number of persons in the household",Low food security,Low 95% confidence interval (percent),v97176436,6.4.1.1.3.3,17.1
2012,Inuvialuit region,25 to 54 years,Both sexes,"Total, number of persons in the household",Low food security,High 95% confidence interval (percent),v97176437,6.4.1.1.3.4,26.4
2012,Inuvialuit region,25 to 54 years,Both sexes,"Total, number of persons in the household",Very low food security,Number of persons,v97176438,6.4.1.1.4.1,170.0
2012,Inuvialuit region,25 to 54 years,Both sexes,"Total, number of persons in the household",Very low food security,Percent,v97176439,6.4.1.1.4.2,12.3
2012,Inuvialuit region,25 to 54 years,Both sexes,"Total, number of persons in the household",Very low food security,Low 95% confidence interval (percent),v97176440,6.4.1.1.4.3,9.0
2012,Inuvialuit region,25 to 54 years,Both sexes,"Total, number of persons in the household",Very low food security,High 95% confidence interval (percent),v97176441,6.4.1.1.4.4,16.3
2012,Inuvialuit region,25 to 54 years,Both sexes,"Total, number of persons in the household",Food security not specified,Number of persons,v97176442,6.4.1.1.5.1,F
2012,Inuvialuit region,25 to 54 years,Both sexes,"Total, number of persons in the household",Food security not specified,Percent,v97176443,6.4.1.1.5.2,F
2012,Inuvialuit region,25 to 54 years,Both sexes,"Total, number of persons in the household",Food security not specified,Low 95% confidence interval (percent),v97176444,6.4.1.1.5.3,F
2012,Inuvialuit region,25 to 54 years,Both sexes,"Total, number of persons in the household",Food security not specified,High 95% confidence interval (percent),v97176445,6.4.1.1.5.4,F
2012,Inuvialuit region,25 to 54 years,Both sexes,One person,"Total, food security",Number of persons,v97176446,6.4.1.2.1.1,150.0
2012,Inuvialuit region,25 to 54 years,Both sexes,One person,"Total, food security",Percent,v97176447,6.4.1.2.1.2,100.0
2012,Inuvialuit region,25 to 54 years,Both sexes,One person,"Total, food security",Low 95% confidence interval (percent),v97176448,6.4.1.2.1.3,100.0
2012,Inuvialuit region,25 to 54 years,Both sexes,One person,"Total, food security",High 95% confidence interval (percent),v97176449,6.4.1.2.1.4,100.0
2012,Inuvialuit region,25 to 54 years,Both sexes,One person,High or marginal food security,Number of persons,v97176450,6.4.1.2.2.1,90.0
2012,Inuvialuit region,25 to 54 years,Both sexes,One person,High or marginal food security,Percent,v97176451,6.4.1.2.2.2,60.0
2012,Inuvialuit region,25 to 54 years,Both sexes,One person,High or marginal food security,Low 95% confidence interval (percent),v97176452,6.4.1.2.2.3,39.5
2012,Inuvialuit region,25 to 54 years,Both sexes,One person,High or marginal food security,High 95% confidence interval (percent),v97176453,6.4.1.2.2.4,75.5
2012,Inuvialuit region,25 to 54 years,Both sexes,One person,Low food security,Number of persons,v97176454,6.4.1.2.3.1,F
2012,Inuvialuit region,25 to 54 years,Both sexes,One person,Low food security,Percent,v97176455,6.4.1.2.3.2,F
2012,Inuvialuit region,25 to 54 years,Both sexes,One person,Low food security,Low 95% confidence interval (percent),v97176456,6.4.1.2.3.3,F
2012,Inuvialuit region,25 to 54 years,Both sexes,One person,Low food security,High 95% confidence interval (percent),v97176457,6.4.1.2.3.4,F
2012,Inuvialuit region,25 to 54 years,Both sexes,One person,Very low food security,Number of persons,v97176458,6.4.1.2.4.1,F
2012,Inuvialuit region,25 to 54 years,Both sexes,One person,Very low food security,Percent,v97176459,6.4.1.2.4.2,F
2012,Inuvialuit region,25 to 54 years,Both sexes,One person,Very low food security,Low 95% confidence interval (percent),v97176460,6.4.1.2.4.3,F
2012,Inuvialuit region,25 to 54 years,Both sexes,One person,Very low food security,High 95% confidence interval (percent),v97176461,6.4.1.2.4.4,F
2012,Inuvialuit region,25 to 54 years,Both sexes,One person,Food security not specified,Number of persons,v97176462,6.4.1.2.5.1,F
2012,Inuvialuit region,25 to 54 years,Both sexes,One person,Food security not specified,Percent,v97176463,6.4.1.2.5.2,F
2012,Inuvialuit region,25 to 54 years,Both sexes,One person,Food security not specified,Low 95% confidence interval (percent),v97176464,6.4.1.2.5.3,F
2012,Inuvialuit region,25 to 54 years,Both sexes,One person,Food security not specified,High 95% confidence interval (percent),v97176465,6.4.1.2.5.4,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Two persons,"Total, food security",Number of persons,v97176466,6.4.1.3.1.1,250.0
2012,Inuvialuit region,25 to 54 years,Both sexes,Two persons,"Total, food security",Percent,v97176467,6.4.1.3.1.2,100.0
2012,Inuvialuit region,25 to 54 years,Both sexes,Two persons,"Total, food security",Low 95% confidence interval (percent),v97176468,6.4.1.3.1.3,100.0
2012,Inuvialuit region,25 to 54 years,Both sexes,Two persons,"Total, food security",High 95% confidence interval (percent),v97176469,6.4.1.3.1.4,100.0
2012,Inuvialuit region,25 to 54 years,Both sexes,Two persons,High or marginal food security,Number of persons,v97176470,6.4.1.3.2.1,140.0
2012,Inuvialuit region,25 to 54 years,Both sexes,Two persons,High or marginal food security,Percent,v97176471,6.4.1.3.2.2,56.0
2012,Inuvialuit region,25 to 54 years,Both sexes,Two persons,High or marginal food security,Low 95% confidence interval (percent),v97176472,6.4.1.3.2.3,40.6
2012,Inuvialuit region,25 to 54 years,Both sexes,Two persons,High or marginal food security,High 95% confidence interval (percent),v97176473,6.4.1.3.2.4,65.9
2012,Inuvialuit region,25 to 54 years,Both sexes,Two persons,Low food security,Number of persons,v97176474,6.4.1.3.3.1,70.0
2012,Inuvialuit region,25 to 54 years,Both sexes,Two persons,Low food security,Percent,v97176475,6.4.1.3.3.2,28.0
2012,Inuvialuit region,25 to 54 years,Both sexes,Two persons,Low food security,Low 95% confidence interval (percent),v97176476,6.4.1.3.3.3,19.2
2012,Inuvialuit region,25 to 54 years,Both sexes,Two persons,Low food security,High 95% confidence interval (percent),v97176477,6.4.1.3.3.4,41.5
2012,Inuvialuit region,25 to 54 years,Both sexes,Two persons,Very low food security,Number of persons,v97176478,6.4.1.3.4.1,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Two persons,Very low food security,Percent,v97176479,6.4.1.3.4.2,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Two persons,Very low food security,Low 95% confidence interval (percent),v97176480,6.4.1.3.4.3,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Two persons,Very low food security,High 95% confidence interval (percent),v97176481,6.4.1.3.4.4,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Two persons,Food security not specified,Number of persons,v97176482,6.4.1.3.5.1,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Two persons,Food security not specified,Percent,v97176483,6.4.1.3.5.2,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Two persons,Food security not specified,Low 95% confidence interval (percent),v97176484,6.4.1.3.5.3,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Two persons,Food security not specified,High 95% confidence interval (percent),v97176485,6.4.1.3.5.4,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Three to five persons,"Total, food security",Number of persons,v97176486,6.4.1.4.1.1,770.0
2012,Inuvialuit region,25 to 54 years,Both sexes,Three to five persons,"Total, food security",Percent,v97176487,6.4.1.4.1.2,100.0
2012,Inuvialuit region,25 to 54 years,Both sexes,Three to five persons,"Total, food security",Low 95% confidence interval (percent),v97176488,6.4.1.4.1.3,100.0
2012,Inuvialuit region,25 to 54 years,Both sexes,Three to five persons,"Total, food security",High 95% confidence interval (percent),v97176489,6.4.1.4.1.4,100.0
2012,Inuvialuit region,25 to 54 years,Both sexes,Three to five persons,High or marginal food security,Number of persons,v97176490,6.4.1.4.2.1,520.0
2012,Inuvialuit region,25 to 54 years,Both sexes,Three to five persons,High or marginal food security,Percent,v97176491,6.4.1.4.2.2,67.5
2012,Inuvialuit region,25 to 54 years,Both sexes,Three to five persons,High or marginal food security,Low 95% confidence interval (percent),v97176492,6.4.1.4.2.3,61.0
2012,Inuvialuit region,25 to 54 years,Both sexes,Three to five persons,High or marginal food security,High 95% confidence interval (percent),v97176493,6.4.1.4.2.4,75.1
2012,Inuvialuit region,25 to 54 years,Both sexes,Three to five persons,Low food security,Number of persons,v97176494,6.4.1.4.3.1,130.0
2012,Inuvialuit region,25 to 54 years,Both sexes,Three to five persons,Low food security,Percent,v97176495,6.4.1.4.3.2,16.9
2012,Inuvialuit region,25 to 54 years,Both sexes,Three to five persons,Low food security,Low 95% confidence interval (percent),v97176496,6.4.1.4.3.3,11.9
2012,Inuvialuit region,25 to 54 years,Both sexes,Three to five persons,Low food security,High 95% confidence interval (percent),v97176497,6.4.1.4.3.4,22.9
2012,Inuvialuit region,25 to 54 years,Both sexes,Three to five persons,Very low food security,Number of persons,v97176498,6.4.1.4.4.1,80.0
2012,Inuvialuit region,25 to 54 years,Both sexes,Three to five persons,Very low food security,Percent,v97176499,6.4.1.4.4.2,10.4
2012,Inuvialuit region,25 to 54 years,Both sexes,Three to five persons,Very low food security,Low 95% confidence interval (percent),v97176500,6.4.1.4.4.3,7.0
2012,Inuvialuit region,25 to 54 years,Both sexes,Three to five persons,Very low food security,High 95% confidence interval (percent),v97176501,6.4.1.4.4.4,16.4
2012,Inuvialuit region,25 to 54 years,Both sexes,Three to five persons,Food security not specified,Number of persons,v97176502,6.4.1.4.5.1,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Three to five persons,Food security not specified,Percent,v97176503,6.4.1.4.5.2,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Three to five persons,Food security not specified,Low 95% confidence interval (percent),v97176504,6.4.1.4.5.3,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Three to five persons,Food security not specified,High 95% confidence interval (percent),v97176505,6.4.1.4.5.4,F
2012,Inuvialuit region,25 to 54 years,Both sexes,More than five persons,"Total, food security",Number of persons,v97176506,6.4.1.5.1.1,210.0
2012,Inuvialuit region,25 to 54 years,Both sexes,More than five persons,"Total, food security",Percent,v97176507,6.4.1.5.1.2,100.0
2012,Inuvialuit region,25 to 54 years,Both sexes,More than five persons,"Total, food security",Low 95% confidence interval (percent),v97176508,6.4.1.5.1.3,100.0
2012,Inuvialuit region,25 to 54 years,Both sexes,More than five persons,"Total, food security",High 95% confidence interval (percent),v97176509,6.4.1.5.1.4,100.0
2012,Inuvialuit region,25 to 54 years,Both sexes,More than five persons,High or marginal food security,Number of persons,v97176510,6.4.1.5.2.1,130.0
2012,Inuvialuit region,25 to 54 years,Both sexes,More than five persons,High or marginal food security,Percent,v97176511,6.4.1.5.2.2,61.9
2012,Inuvialuit region,25 to 54 years,Both sexes,More than five persons,High or marginal food security,Low 95% confidence interval (percent),v97176512,6.4.1.5.2.3,45.1
2012,Inuvialuit region,25 to 54 years,Both sexes,More than five persons,High or marginal food security,High 95% confidence interval (percent),v97176513,6.4.1.5.2.4,74.2
2012,Inuvialuit region,25 to 54 years,Both sexes,More than five persons,Low food security,Number of persons,v97176514,6.4.1.5.3.1,60.0
2012,Inuvialuit region,25 to 54 years,Both sexes,More than five persons,Low food security,Percent,v97176515,6.4.1.5.3.2,28.6
2012,Inuvialuit region,25 to 54 years,Both sexes,More than five persons,Low food security,Low 95% confidence interval (percent),v97176516,6.4.1.5.3.3,15.8
2012,Inuvialuit region,25 to 54 years,Both sexes,More than five persons,Low food security,High 95% confidence interval (percent),v97176517,6.4.1.5.3.4,41.9
2012,Inuvialuit region,25 to 54 years,Both sexes,More than five persons,Very low food security,Number of persons,v97176518,6.4.1.5.4.1,F
2012,Inuvialuit region,25 to 54 years,Both sexes,More than five persons,Very low food security,Percent,v97176519,6.4.1.5.4.2,F
2012,Inuvialuit region,25 to 54 years,Both sexes,More than five persons,Very low food security,Low 95% confidence interval (percent),v97176520,6.4.1.5.4.3,F
2012,Inuvialuit region,25 to 54 years,Both sexes,More than five persons,Very low food security,High 95% confidence interval (percent),v97176521,6.4.1.5.4.4,F
2012,Inuvialuit region,25 to 54 years,Both sexes,More than five persons,Food security not specified,Number of persons,v97176522,6.4.1.5.5.1,F
2012,Inuvialuit region,25 to 54 years,Both sexes,More than five persons,Food security not specified,Percent,v97176523,6.4.1.5.5.2,F
2012,Inuvialuit region,25 to 54 years,Both sexes,More than five persons,Food security not specified,Low 95% confidence interval (percent),v97176524,6.4.1.5.5.3,F
2012,Inuvialuit region,25 to 54 years,Both sexes,More than five persons,Food security not specified,High 95% confidence interval (percent),v97176525,6.4.1.5.5.4,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Number of persons in household not specified,"Total, food security",Number of persons,v97176526,6.4.1.6.1.1,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Number of persons in household not specified,"Total, food security",Percent,v97176527,6.4.1.6.1.2,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Number of persons in household not specified,"Total, food security",Low 95% confidence interval (percent),v97176528,6.4.1.6.1.3,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Number of persons in household not specified,"Total, food security",High 95% confidence interval (percent),v97176529,6.4.1.6.1.4,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Number of persons in household not specified,High or marginal food security,Number of persons,v97176530,6.4.1.6.2.1,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Number of persons in household not specified,High or marginal food security,Percent,v97176531,6.4.1.6.2.2,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Number of persons in household not specified,High or marginal food security,Low 95% confidence interval (percent),v97176532,6.4.1.6.2.3,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Number of persons in household not specified,High or marginal food security,High 95% confidence interval (percent),v97176533,6.4.1.6.2.4,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Number of persons in household not specified,Low food security,Number of persons,v97176534,6.4.1.6.3.1,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Number of persons in household not specified,Low food security,Percent,v97176535,6.4.1.6.3.2,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Number of persons in household not specified,Low food security,Low 95% confidence interval (percent),v97176536,6.4.1.6.3.3,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Number of persons in household not specified,Low food security,High 95% confidence interval (percent),v97176537,6.4.1.6.3.4,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Number of persons in household not specified,Very low food security,Number of persons,v97176538,6.4.1.6.4.1,F
2012,Inuvialuit region,25 to 54 years,Both sexes,Number of persons in household not specified,Very low food security,Percent,v97176539,6.4.1.6.4.2,F
