Ref_Date,GEO,INCOME,Vector,Coordinate,Value
2005,Saskatchewan,"Government social transfers (x 1,000)",v29789239,9.12,29535.0
2006,Saskatchewan,"Government social transfers (x 1,000)",v29789239,9.12,31218.0
2007,Saskatchewan,"Government social transfers (x 1,000)",v29789239,9.12,31405.0
2008,Saskatchewan,"Government social transfers (x 1,000)",v29789239,9.12,28387.0
2009,Saskatchewan,"Government social transfers (x 1,000)",v29789239,9.12,28755.0
2010,Saskatchewan,"Government social transfers (x 1,000)",v29789239,9.12,28579.0
2011,Saskatchewan,"Government social transfers (x 1,000)",v29789239,9.12,26969.0
2012,Saskatchewan,"Government social transfers (x 1,000)",v29789239,9.12,27552.0
2013,Saskatchewan,"Government social transfers (x 1,000)",v29789239,9.12,27444.0
2014,Saskatchewan,"Government social transfers (x 1,000)",v29789239,9.12,24505.0
2002,Saskatchewan,"Other off-farm income (x 1,000)",v29789240,9.13,147081.0
2003,Saskatchewan,"Other off-farm income (x 1,000)",v29789240,9.13,171082.0
2004,Saskatchewan,"Other off-farm income (x 1,000)",v29789240,9.13,175842.0
2005,Saskatchewan,"Other off-farm income (x 1,000)",v29789240,9.13,136630.0
2006,Saskatchewan,"Other off-farm income (x 1,000)",v29789240,9.13,125966.0
2007,Saskatchewan,"Other off-farm income (x 1,000)",v29789240,9.13,104756.0
2008,Saskatchewan,"Other off-farm income (x 1,000)",v29789240,9.13,123312.0
2009,Saskatchewan,"Other off-farm income (x 1,000)",v29789240,9.13,103524.0
2010,Saskatchewan,"Other off-farm income (x 1,000)",v29789240,9.13,66565.0
2011,Saskatchewan,"Other off-farm income (x 1,000)",v29789240,9.13,74785.0
2012,Saskatchewan,"Other off-farm income (x 1,000)",v29789240,9.13,67106.0
2013,Saskatchewan,"Other off-farm income (x 1,000)",v29789240,9.13,79488.0
2014,Saskatchewan,"Other off-farm income (x 1,000)",v29789240,9.13,78871.0
1998,Saskatchewan,"Net operating income (x 1,000)",v29789241,9.14,1263555.0
1999,Saskatchewan,"Net operating income (x 1,000)",v29789241,9.14,943928.0
2000,Saskatchewan,"Net operating income (x 1,000)",v29789241,9.14,1076226.0
2001,Saskatchewan,"Net operating income (x 1,000)",v29789241,9.14,1453298.0
2002,Saskatchewan,"Net operating income (x 1,000)",v29789241,9.14,1391264.0
2003,Saskatchewan,"Net operating income (x 1,000)",v29789241,9.14,928811.0
2004,Saskatchewan,"Net operating income (x 1,000)",v29789241,9.14,851922.0
2005,Saskatchewan,"Net operating income (x 1,000)",v29789241,9.14,851735.0
2006,Saskatchewan,"Net operating income (x 1,000)",v29789241,9.14,1042174.0
2007,Saskatchewan,"Net operating income (x 1,000)",v29789241,9.14,1424023.0
2008,Saskatchewan,"Net operating income (x 1,000)",v29789241,9.14,1975046.0
2009,Saskatchewan,"Net operating income (x 1,000)",v29789241,9.14,2061639.0
2010,Saskatchewan,"Net operating income (x 1,000)",v29789241,9.14,2139472.0
2011,Saskatchewan,"Net operating income (x 1,000)",v29789241,9.14,2589230.0
2012,Saskatchewan,"Net operating income (x 1,000)",v29789241,9.14,2807665.0
2013,Saskatchewan,"Net operating income (x 1,000)",v29789241,9.14,2528715.0
2014,Saskatchewan,"Net operating income (x 1,000)",v29789241,9.14,2758396.0
2002,Saskatchewan,"Net program payments (x 1,000)",v29789242,9.15,657181.0
2003,Saskatchewan,"Net program payments (x 1,000)",v29789242,9.15,1011923.0
2004,Saskatchewan,"Net program payments (x 1,000)",v29789242,9.15,797249.0
2005,Saskatchewan,"Net program payments (x 1,000)",v29789242,9.15,919176.0
2006,Saskatchewan,"Net program payments (x 1,000)",v29789242,9.15,898336.0
2007,Saskatchewan,"Net program payments (x 1,000)",v29789242,9.15,616481.0
2008,Saskatchewan,"Net program payments (x 1,000)",v29789242,9.15,267620.0
2009,Saskatchewan,"Net program payments (x 1,000)",v29789242,9.15,123430.0
2010,Saskatchewan,"Net program payments (x 1,000)",v29789242,9.15,554688.0
2011,Saskatchewan,"Net program payments (x 1,000)",v29789242,9.15,733098.0
2012,Saskatchewan,"Net program payments (x 1,000)",v29789242,9.15,482375.0
2013,Saskatchewan,"Net program payments (x 1,000)",v29789242,9.15,250724.0
2014,Saskatchewan,"Net program payments (x 1,000)",v29789242,9.15,162387.0
2002,Saskatchewan,"Net market income (x 1,000)",v29789243,9.16,734083.0
2003,Saskatchewan,"Net market income (x 1,000)",v29789243,9.16,-83112.0
2004,Saskatchewan,"Net market income (x 1,000)",v29789243,9.16,54673.0
2005,Saskatchewan,"Net market income (x 1,000)",v29789243,9.16,-67441.0
2006,Saskatchewan,"Net market income (x 1,000)",v29789243,9.16,143838.0
2007,Saskatchewan,"Net market income (x 1,000)",v29789243,9.16,807542.0
2008,Saskatchewan,"Net market income (x 1,000)",v29789243,9.16,1707425.0
2009,Saskatchewan,"Net market income (x 1,000)",v29789243,9.16,1938209.0
2010,Saskatchewan,"Net market income (x 1,000)",v29789243,9.16,1584785.0
2011,Saskatchewan,"Net market income (x 1,000)",v29789243,9.16,1856133.0
2012,Saskatchewan,"Net market income (x 1,000)",v29789243,9.16,2325290.0
2013,Saskatchewan,"Net market income (x 1,000)",v29789243,9.16,2277991.0
2014,Saskatchewan,"Net market income (x 1,000)",v29789243,9.16,2596009.0
1998,Saskatchewan,"Total income adjusted for capital cost allowance (x 1,000)",v29789244,9.17,1805643.0
1999,Saskatchewan,"Total income adjusted for capital cost allowance (x 1,000)",v29789244,9.17,1568141.0
2000,Saskatchewan,"Total income adjusted for capital cost allowance (x 1,000)",v29789244,9.17,1701221.0
2001,Saskatchewan,"Total income adjusted for capital cost allowance (x 1,000)",v29789244,9.17,2151457.0
2002,Saskatchewan,"Total income adjusted for capital cost allowance (x 1,000)",v29789244,9.17,2069448.0
2003,Saskatchewan,"Total income adjusted for capital cost allowance (x 1,000)",v29789244,9.17,1641713.0
2004,Saskatchewan,"Total income adjusted for capital cost allowance (x 1,000)",v29789244,9.17,1602789.0
2005,Saskatchewan,"Total income adjusted for capital cost allowance (x 1,000)",v29789244,9.17,1634324.0
2006,Saskatchewan,"Total income adjusted for capital cost allowance (x 1,000)",v29789244,9.17,1901145.0
2007,Saskatchewan,"Total income adjusted for capital cost allowance (x 1,000)",v29789244,9.17,2336855.0
2008,Saskatchewan,"Total income adjusted for capital cost allowance (x 1,000)",v29789244,9.17,2946781.0
2009,Saskatchewan,"Total income adjusted for capital cost allowance (x 1,000)",v29789244,9.17,2848408.0
2010,Saskatchewan,"Total income adjusted for capital cost allowance (x 1,000)",v29789244,9.17,2719895.0
2011,Saskatchewan,"Total income adjusted for capital cost allowance (x 1,000)",v29789244,9.17,3183825.0
2012,Saskatchewan,"Total income adjusted for capital cost allowance (x 1,000)",v29789244,9.17,3416046.0
2013,Saskatchewan,"Total income adjusted for capital cost allowance (x 1,000)",v29789244,9.17,3069993.0
2014,Saskatchewan,"Total income adjusted for capital cost allowance (x 1,000)",v29789244,9.17,3172661.0
2002,Saskatchewan,"Adjustment for capital cost allowance (x 1,000)",v29789245,9.18,780145.0
2003,Saskatchewan,"Adjustment for capital cost allowance (x 1,000)",v29789245,9.18,755120.0
2004,Saskatchewan,"Adjustment for capital cost allowance (x 1,000)",v29789245,9.18,747289.0
2005,Saskatchewan,"Adjustment for capital cost allowance (x 1,000)",v29789245,9.18,763297.0
2006,Saskatchewan,"Adjustment for capital cost allowance (x 1,000)",v29789245,9.18,788441.0
2007,Saskatchewan,"Adjustment for capital cost allowance (x 1,000)",v29789245,9.18,821259.0
2008,Saskatchewan,"Adjustment for capital cost allowance (x 1,000)",v29789245,9.18,899910.0
2009,Saskatchewan,"Adjustment for capital cost allowance (x 1,000)",v29789245,9.18,983044.0
2010,Saskatchewan,"Adjustment for capital cost allowance (x 1,000)",v29789245,9.18,1101064.0
2011,Saskatchewan,"Adjustment for capital cost allowance (x 1,000)",v29789245,9.18,1256626.0
2012,Saskatchewan,"Adjustment for capital cost allowance (x 1,000)",v29789245,9.18,1409732.0
2013,Saskatchewan,"Adjustment for capital cost allowance (x 1,000)",v29789245,9.18,1540966.0
2014,Saskatchewan,"Adjustment for capital cost allowance (x 1,000)",v29789245,9.18,1606551.0
2002,Saskatchewan,"Net market income adjusted for capital cost allowance (x 1,000)",v29789246,9.19,-46062.0
2003,Saskatchewan,"Net market income adjusted for capital cost allowance (x 1,000)",v29789246,9.19,-838232.0
2004,Saskatchewan,"Net market income adjusted for capital cost allowance (x 1,000)",v29789246,9.19,-692616.0
2005,Saskatchewan,"Net market income adjusted for capital cost allowance (x 1,000)",v29789246,9.19,-830739.0
2006,Saskatchewan,"Net market income adjusted for capital cost allowance (x 1,000)",v29789246,9.19,-644603.0
2007,Saskatchewan,"Net market income adjusted for capital cost allowance (x 1,000)",v29789246,9.19,-13717.0
2008,Saskatchewan,"Net market income adjusted for capital cost allowance (x 1,000)",v29789246,9.19,807515.0
2009,Saskatchewan,"Net market income adjusted for capital cost allowance (x 1,000)",v29789246,9.19,955165.0
2010,Saskatchewan,"Net market income adjusted for capital cost allowance (x 1,000)",v29789246,9.19,483721.0
2011,Saskatchewan,"Net market income adjusted for capital cost allowance (x 1,000)",v29789246,9.19,599507.0
2012,Saskatchewan,"Net market income adjusted for capital cost allowance (x 1,000)",v29789246,9.19,915558.0
2013,Saskatchewan,"Net market income adjusted for capital cost allowance (x 1,000)",v29789246,9.19,737025.0
2014,Saskatchewan,"Net market income adjusted for capital cost allowance (x 1,000)",v29789246,9.19,989458.0
1998,Saskatchewan,Average total income,v29789247,9.20,39132.0
1999,Saskatchewan,Average total income,v29789247,9.20,35819.0
2000,Saskatchewan,Average total income,v29789247,9.20,37942.0
2001,Saskatchewan,Average total income,v29789247,9.20,44526.0
2002,Saskatchewan,Average total income,v29789247,9.20,45513.0
2003,Saskatchewan,Average total income,v29789247,9.20,40556.0
2004,Saskatchewan,Average total income,v29789247,9.20,41528.0
2005,Saskatchewan,Average total income,v29789247,9.20,42799.0
2006,Saskatchewan,Average total income,v29789247,9.20,49596.0
2007,Saskatchewan,Average total income,v29789247,9.20,59263.0
2008,Saskatchewan,Average total income,v29789247,9.20,74303.0
2009,Saskatchewan,Average total income,v29789247,9.20,77466.0
2010,Saskatchewan,Average total income,v29789247,9.20,80272.0
2011,Saskatchewan,Average total income,v29789247,9.20,93562.0
2012,Saskatchewan,Average total income,v29789247,9.20,98929.0
2013,Saskatchewan,Average total income,v29789247,9.20,96666.0
2014,Saskatchewan,Average total income,v29789247,9.20,105292.0
1998,Saskatchewan,Average off-farm income,v29789248,9.21,20114.0
1999,Saskatchewan,Average off-farm income,v29789248,9.21,21290.0
2000,Saskatchewan,Average off-farm income,v29789248,9.21,21354.0
2001,Saskatchewan,Average off-farm income,v29789248,9.21,22396.0
2002,Saskatchewan,Average off-farm income,v29789248,9.21,23292.0
2003,Saskatchewan,Average off-farm income,v29789248,9.21,24840.0
2004,Saskatchewan,Average off-farm income,v29789248,9.21,26474.0
2005,Saskatchewan,Average off-farm income,v29789248,9.21,27595.0
2006,Saskatchewan,Average off-farm income,v29789248,9.21,30378.0
2007,Saskatchewan,Average off-farm income,v29789248,9.21,32541.0
2008,Saskatchewan,Average off-farm income,v29789248,9.21,36153.0
2009,Saskatchewan,Average off-farm income,v29789248,9.21,35783.0
2010,Saskatchewan,Average off-farm income,v29789248,9.21,35325.0
2011,Saskatchewan,Average off-farm income,v29789248,9.21,39006.0
2012,Saskatchewan,Average off-farm income,v29789248,9.21,41372.0
2013,Saskatchewan,Average off-farm income,v29789248,9.21,43653.0
2014,Saskatchewan,Average off-farm income,v29789248,9.21,44521.0
2002,Saskatchewan,Average off-farm employment income,v29789249,9.22,13211.0
2003,Saskatchewan,Average off-farm employment income,v29789249,9.22,13652.0
2004,Saskatchewan,Average off-farm employment income,v29789249,9.22,14408.0
2005,Saskatchewan,Average off-farm employment income,v29789249,9.22,15877.0
2006,Saskatchewan,Average off-farm employment income,v29789249,9.22,17964.0
2007,Saskatchewan,Average off-farm employment income,v29789249,9.22,19509.0
2008,Saskatchewan,Average off-farm employment income,v29789249,9.22,21907.0
2009,Saskatchewan,Average off-farm employment income,v29789249,9.22,21551.0
2010,Saskatchewan,Average off-farm employment income,v29789249,9.22,21061.0
2011,Saskatchewan,Average off-farm employment income,v29789249,9.22,23086.0
2012,Saskatchewan,Average off-farm employment income,v29789249,9.22,23774.0
2013,Saskatchewan,Average off-farm employment income,v29789249,9.22,24275.0
2014,Saskatchewan,Average off-farm employment income,v29789249,9.22,24781.0
2002,Saskatchewan,Average wages and salaries,v29789250,9.23,12022.0
2003,Saskatchewan,Average wages and salaries,v29789250,9.23,12226.0
2004,Saskatchewan,Average wages and salaries,v29789250,9.23,12946.0
2005,Saskatchewan,Average wages and salaries,v29789250,9.23,14267.0
2006,Saskatchewan,Average wages and salaries,v29789250,9.23,16424.0
2007,Saskatchewan,Average wages and salaries,v29789250,9.23,17804.0
2008,Saskatchewan,Average wages and salaries,v29789250,9.23,20051.0
2009,Saskatchewan,Average wages and salaries,v29789250,9.23,19754.0
2010,Saskatchewan,Average wages and salaries,v29789250,9.23,19101.0
2011,Saskatchewan,Average wages and salaries,v29789250,9.23,20990.0
2012,Saskatchewan,Average wages and salaries,v29789250,9.23,21556.0
2013,Saskatchewan,Average wages and salaries,v29789250,9.23,22410.0
2014,Saskatchewan,Average wages and salaries,v29789250,9.23,22442.0
2002,Saskatchewan,Average net off-farm self-employment income,v29789251,9.24,1189.0
2003,Saskatchewan,Average net off-farm self-employment income,v29789251,9.24,1426.0
2004,Saskatchewan,Average net off-farm self-employment income,v29789251,9.24,1461.0
2005,Saskatchewan,Average net off-farm self-employment income,v29789251,9.24,1610.0
2006,Saskatchewan,Average net off-farm self-employment income,v29789251,9.24,1540.0
2007,Saskatchewan,Average net off-farm self-employment income,v29789251,9.24,1705.0
2008,Saskatchewan,Average net off-farm self-employment income,v29789251,9.24,1856.0
2009,Saskatchewan,Average net off-farm self-employment income,v29789251,9.24,1797.0
2010,Saskatchewan,Average net off-farm self-employment income,v29789251,9.24,1961.0
2011,Saskatchewan,Average net off-farm self-employment income,v29789251,9.24,2095.0
2012,Saskatchewan,Average net off-farm self-employment income,v29789251,9.24,2218.0
2013,Saskatchewan,Average net off-farm self-employment income,v29789251,9.24,1865.0
2014,Saskatchewan,Average net off-farm self-employment income,v29789251,9.24,2339.0
2002,Saskatchewan,Average investment income,v29789252,9.25,2910.0
2003,Saskatchewan,Average investment income,v29789252,9.25,3330.0
2004,Saskatchewan,Average investment income,v29789252,9.25,3623.0
2005,Saskatchewan,Average investment income,v29789252,9.25,3514.0
2006,Saskatchewan,Average investment income,v29789252,9.25,4139.0
2007,Saskatchewan,Average investment income,v29789252,9.25,4760.0
2008,Saskatchewan,Average investment income,v29789252,9.25,5611.0
2009,Saskatchewan,Average investment income,v29789252,9.25,5855.0
2010,Saskatchewan,Average investment income,v29789252,9.25,6440.0
2011,Saskatchewan,Average investment income,v29789252,9.25,7722.0
2012,Saskatchewan,Average investment income,v29789252,9.25,8996.0
2013,Saskatchewan,Average investment income,v29789252,9.25,10422.0
2014,Saskatchewan,Average investment income,v29789252,9.25,10662.0
2002,Saskatchewan,Average pension income,v29789253,9.26,4370.0
2003,Saskatchewan,Average pension income,v29789253,9.26,4456.0
2004,Saskatchewan,Average pension income,v29789253,9.26,4831.0
2005,Saskatchewan,Average pension income,v29789253,9.26,5238.0
2006,Saskatchewan,Average pension income,v29789253,9.26,5376.0
2007,Saskatchewan,Average pension income,v29789253,9.26,5717.0
2008,Saskatchewan,Average pension income,v29789253,9.26,5705.0
2009,Saskatchewan,Average pension income,v29789253,9.26,5702.0
2010,Saskatchewan,Average pension income,v29789253,9.26,5825.0
2011,Saskatchewan,Average pension income,v29789253,9.26,6054.0
2012,Saskatchewan,Average pension income,v29789253,9.26,6661.0
2013,Saskatchewan,Average pension income,v29789253,9.26,6714.0
2014,Saskatchewan,Average pension income,v29789253,9.26,6801.0
2002,Saskatchewan,Average government social transfers,v29789254,9.27,452.0
2003,Saskatchewan,Average government social transfers,v29789254,9.27,507.0
2004,Saskatchewan,Average government social transfers,v29789254,9.27,504.0
2005,Saskatchewan,Average government social transfers,v29789254,9.27,527.0
2006,Saskatchewan,Average government social transfers,v29789254,9.27,576.0
2007,Saskatchewan,Average government social transfers,v29789254,9.27,589.0
2008,Saskatchewan,Average government social transfers,v29789254,9.27,548.0
2009,Saskatchewan,Average government social transfers,v29789254,9.27,581.0
2010,Saskatchewan,Average government social transfers,v29789254,9.27,600.0
2011,Saskatchewan,Average government social transfers,v29789254,9.27,568.0
2012,Saskatchewan,Average government social transfers,v29789254,9.27,565.0
2013,Saskatchewan,Average government social transfers,v29789254,9.27,575.0
2014,Saskatchewan,Average government social transfers,v29789254,9.27,540.0
2002,Saskatchewan,Average other off-farm income,v29789255,9.28,2349.0
2003,Saskatchewan,Average other off-farm income,v29789255,9.28,2895.0
2004,Saskatchewan,Average other off-farm income,v29789255,9.28,3107.0
2005,Saskatchewan,Average other off-farm income,v29789255,9.28,2439.0
2006,Saskatchewan,Average other off-farm income,v29789255,9.28,2323.0
2007,Saskatchewan,Average other off-farm income,v29789255,9.28,1966.0
2008,Saskatchewan,Average other off-farm income,v29789255,9.28,2382.0
2009,Saskatchewan,Average other off-farm income,v29789255,9.28,2093.0
2010,Saskatchewan,Average other off-farm income,v29789255,9.28,1398.0
2011,Saskatchewan,Average other off-farm income,v29789255,9.28,1576.0
2012,Saskatchewan,Average other off-farm income,v29789255,9.28,1376.0
2013,Saskatchewan,Average other off-farm income,v29789255,9.28,1666.0
2014,Saskatchewan,Average other off-farm income,v29789255,9.28,1738.0
1998,Saskatchewan,Average net operating income,v29789256,9.29,19018.0
1999,Saskatchewan,Average net operating income,v29789256,9.29,14529.0
2000,Saskatchewan,Average net operating income,v29789256,9.29,16588.0
2001,Saskatchewan,Average net operating income,v29789256,9.29,22130.0
2002,Saskatchewan,Average net operating income,v29789256,9.29,22221.0
2003,Saskatchewan,Average net operating income,v29789256,9.29,15716.0
2004,Saskatchewan,Average net operating income,v29789256,9.29,15054.0
2005,Saskatchewan,Average net operating income,v29789256,9.29,15204.0
2006,Saskatchewan,Average net operating income,v29789256,9.29,19218.0
2007,Saskatchewan,Average net operating income,v29789256,9.29,26722.0
2008,Saskatchewan,Average net operating income,v29789256,9.29,38150.0
2009,Saskatchewan,Average net operating income,v29789256,9.29,41683.0
2010,Saskatchewan,Average net operating income,v29789256,9.29,44947.0
2011,Saskatchewan,Average net operating income,v29789256,9.29,54556.0
2012,Saskatchewan,Average net operating income,v29789256,9.29,57558.0
2013,Saskatchewan,Average net operating income,v29789256,9.29,53013.0
2014,Saskatchewan,Average net operating income,v29789256,9.29,60771.0
2002,Saskatchewan,Average net program payments,v29789257,9.30,10496.0
2003,Saskatchewan,Average net program payments,v29789257,9.30,17122.0
2004,Saskatchewan,Average net program payments,v29789257,9.30,14088.0
2005,Saskatchewan,Average net program payments,v29789257,9.30,16408.0
2006,Saskatchewan,Average net program payments,v29789257,9.30,16565.0
2007,Saskatchewan,Average net program payments,v29789257,9.30,11568.0
2008,Saskatchewan,Average net program payments,v29789257,9.30,5169.0
2009,Saskatchewan,Average net program payments,v29789257,9.30,2496.0
2010,Saskatchewan,Average net program payments,v29789257,9.30,11653.0
2011,Saskatchewan,Average net program payments,v29789257,9.30,15447.0
2012,Saskatchewan,Average net program payments,v29789257,9.30,9889.0
2013,Saskatchewan,Average net program payments,v29789257,9.30,5256.0
2014,Saskatchewan,Average net program payments,v29789257,9.30,3578.0
2002,Saskatchewan,Average net market income,v29789258,9.31,11725.0
2003,Saskatchewan,Average net market income,v29789258,9.31,-1406.0
2004,Saskatchewan,Average net market income,v29789258,9.31,966.0
2005,Saskatchewan,Average net market income,v29789258,9.31,-1204.0
2006,Saskatchewan,Average net market income,v29789258,9.31,2652.0
2007,Saskatchewan,Average net market income,v29789258,9.31,15154.0
2008,Saskatchewan,Average net market income,v29789258,9.31,32981.0
2009,Saskatchewan,Average net market income,v29789258,9.31,39187.0
2010,Saskatchewan,Average net market income,v29789258,9.31,33294.0
2011,Saskatchewan,Average net market income,v29789258,9.31,39109.0
2012,Saskatchewan,Average net market income,v29789258,9.31,47669.0
2013,Saskatchewan,Average net market income,v29789258,9.31,47757.0
2014,Saskatchewan,Average net market income,v29789258,9.31,57193.0
1998,Saskatchewan,Average total income adjusted for capital cost allowance,v29789259,9.32,27177.0
1999,Saskatchewan,Average total income adjusted for capital cost allowance,v29789259,9.32,24136.0
2000,Saskatchewan,Average total income adjusted for capital cost allowance,v29789259,9.32,26221.0
2001,Saskatchewan,Average total income adjusted for capital cost allowance,v29789259,9.32,32762.0
2002,Saskatchewan,Average total income adjusted for capital cost allowance,v29789259,9.32,33053.0
2003,Saskatchewan,Average total income adjusted for capital cost allowance,v29789259,9.32,27779.0
2004,Saskatchewan,Average total income adjusted for capital cost allowance,v29789259,9.32,28323.0
2005,Saskatchewan,Average total income adjusted for capital cost allowance,v29789259,9.32,29174.0
2006,Saskatchewan,Average total income adjusted for capital cost allowance,v29789259,9.32,35057.0
2007,Saskatchewan,Average total income adjusted for capital cost allowance,v29789259,9.32,43852.0
2008,Saskatchewan,Average total income adjusted for capital cost allowance,v29789259,9.32,56921.0
2009,Saskatchewan,Average total income adjusted for capital cost allowance,v29789259,9.32,57590.0
2010,Saskatchewan,Average total income adjusted for capital cost allowance,v29789259,9.32,57141.0
2011,Saskatchewan,Average total income adjusted for capital cost allowance,v29789259,9.32,67084.0
2012,Saskatchewan,Average total income adjusted for capital cost allowance,v29789259,9.32,70030.0
2013,Saskatchewan,Average total income adjusted for capital cost allowance,v29789259,9.32,64360.0
2014,Saskatchewan,Average total income adjusted for capital cost allowance,v29789259,9.32,69898.0
2002,Saskatchewan,Average adjustment for capital cost allowance,v29789260,9.33,12460.0
2003,Saskatchewan,Average adjustment for capital cost allowance,v29789260,9.33,12777.0
2004,Saskatchewan,Average adjustment for capital cost allowance,v29789260,9.33,13205.0
2005,Saskatchewan,Average adjustment for capital cost allowance,v29789260,9.33,13625.0
2006,Saskatchewan,Average adjustment for capital cost allowance,v29789260,9.33,14539.0
2007,Saskatchewan,Average adjustment for capital cost allowance,v29789260,9.33,15411.0
2008,Saskatchewan,Average adjustment for capital cost allowance,v29789260,9.33,17383.0
2009,Saskatchewan,Average adjustment for capital cost allowance,v29789260,9.33,19876.0
2010,Saskatchewan,Average adjustment for capital cost allowance,v29789260,9.33,23132.0
2011,Saskatchewan,Average adjustment for capital cost allowance,v29789260,9.33,26478.0
2012,Saskatchewan,Average adjustment for capital cost allowance,v29789260,9.33,28900.0
2013,Saskatchewan,Average adjustment for capital cost allowance,v29789260,9.33,32305.0
2014,Saskatchewan,Average adjustment for capital cost allowance,v29789260,9.33,35394.0
2002,Saskatchewan,Average net market income adjusted for capital cost allowance,v29789261,9.34,-736.0
2003,Saskatchewan,Average net market income adjusted for capital cost allowance,v29789261,9.34,-14183.0
2004,Saskatchewan,Average net market income adjusted for capital cost allowance,v29789261,9.34,-12239.0
2005,Saskatchewan,Average net market income adjusted for capital cost allowance,v29789261,9.34,-14829.0
2006,Saskatchewan,Average net market income adjusted for capital cost allowance,v29789261,9.34,-11886.0
2007,Saskatchewan,Average net market income adjusted for capital cost allowance,v29789261,9.34,-257.0
2008,Saskatchewan,Average net market income adjusted for capital cost allowance,v29789261,9.34,15598.0
2009,Saskatchewan,Average net market income adjusted for capital cost allowance,v29789261,9.34,19312.0
2010,Saskatchewan,Average net market income adjusted for capital cost allowance,v29789261,9.34,10162.0
2011,Saskatchewan,Average net market income adjusted for capital cost allowance,v29789261,9.34,12632.0
2012,Saskatchewan,Average net market income adjusted for capital cost allowance,v29789261,9.34,18769.0
2013,Saskatchewan,Average net market income adjusted for capital cost allowance,v29789261,9.34,15451.0
2014,Saskatchewan,Average net market income adjusted for capital cost allowance,v29789261,9.34,21799.0
1998,Saskatchewan,Off-farm income as a percentage of total income,v29789262,9.35,51.4
1999,Saskatchewan,Off-farm income as a percentage of total income,v29789262,9.35,59.4
2000,Saskatchewan,Off-farm income as a percentage of total income,v29789262,9.35,56.3
2001,Saskatchewan,Off-farm income as a percentage of total income,v29789262,9.35,50.3
2002,Saskatchewan,Off-farm income as a percentage of total income,v29789262,9.35,51.2
2003,Saskatchewan,Off-farm income as a percentage of total income,v29789262,9.35,61.2
2004,Saskatchewan,Off-farm income as a percentage of total income,v29789262,9.35,63.7
2005,Saskatchewan,Off-farm income as a percentage of total income,v29789262,9.35,64.5
2006,Saskatchewan,Off-farm income as a percentage of total income,v29789262,9.35,61.3
2007,Saskatchewan,Off-farm income as a percentage of total income,v29789262,9.35,54.9
2008,Saskatchewan,Off-farm income as a percentage of total income,v29789262,9.35,48.7
2009,Saskatchewan,Off-farm income as a percentage of total income,v29789262,9.35,46.2
2010,Saskatchewan,Off-farm income as a percentage of total income,v29789262,9.35,44.0
2011,Saskatchewan,Off-farm income as a percentage of total income,v29789262,9.35,41.7
2012,Saskatchewan,Off-farm income as a percentage of total income,v29789262,9.35,41.8
2013,Saskatchewan,Off-farm income as a percentage of total income,v29789262,9.35,45.2
2014,Saskatchewan,Off-farm income as a percentage of total income,v29789262,9.35,42.3
1998,Saskatchewan,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789263,9.36,74.0
1999,Saskatchewan,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789263,9.36,88.2
2000,Saskatchewan,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789263,9.36,81.4
2001,Saskatchewan,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789263,9.36,68.4
2002,Saskatchewan,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789263,9.36,70.5
2003,Saskatchewan,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789263,9.36,89.4
2004,Saskatchewan,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789263,9.36,93.5
2005,Saskatchewan,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789263,9.36,94.6
2006,Saskatchewan,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789263,9.36,86.7
2007,Saskatchewan,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789263,9.36,74.2
2008,Saskatchewan,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789263,9.36,63.5
2009,Saskatchewan,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789263,9.36,62.1
2010,Saskatchewan,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789263,9.36,61.8
2011,Saskatchewan,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789263,9.36,58.1
2012,Saskatchewan,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789263,9.36,59.1
2013,Saskatchewan,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789263,9.36,67.8
2014,Saskatchewan,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789263,9.36,63.7
1998,Alberta,Number of farm operators,v29789264,10.1,67540.0
1999,Alberta,Number of farm operators,v29789264,10.1,68090.0
2000,Alberta,Number of farm operators,v29789264,10.1,67790.0
2001,Alberta,Number of farm operators,v29789264,10.1,68730.0
2002,Alberta,Number of farm operators,v29789264,10.1,67580.0
2003,Alberta,Number of farm operators,v29789264,10.1,62500.0
2004,Alberta,Number of farm operators,v29789264,10.1,61660.0
2005,Alberta,Number of farm operators,v29789264,10.1,62680.0
2006,Alberta,Number of farm operators,v29789264,10.1,58300.0
2007,Alberta,Number of farm operators,v29789264,10.1,56210.0
2008,Alberta,Number of farm operators,v29789264,10.1,56660.0
2009,Alberta,Number of farm operators,v29789264,10.1,57780.0
2010,Alberta,Number of farm operators,v29789264,10.1,53700.0
