Ref_Date,GEO,FRUIT,CONTAINER,Vector,Coordinate,Value
1978/02,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2570.0
1978/03,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2336.0
1978/04,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2229.0
1978/05,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2631.0
1978/06,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2838.0
1978/07,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3285.0
1978/08,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,4099.0
1978/09,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3648.0
1978/10,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3622.0
1978/11,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3833.0
1978/12,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3433.0
1979/01,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3306.0
1979/02,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3126.0
1979/03,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2961.0
1979/04,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2533.0
1979/05,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2537.0
1979/06,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2699.0
1979/07,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3806.0
1979/08,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,4332.0
1979/09,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,4181.0
1979/10,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,4408.0
1979/11,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,4521.0
1979/12,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,4178.0
1980/01,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3458.0
1980/02,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3162.0
1980/03,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2895.0
1980/04,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2626.0
1980/05,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2519.0
1980/06,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2275.0
1980/07,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2759.0
1980/08,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3126.0
1980/09,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3074.0
1980/10,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2759.0
1980/11,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2702.0
1980/12,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2698.0
1981/01,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2565.0
1981/02,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2444.0
1981/03,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2379.0
1981/04,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,1894.0
1981/05,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,1719.0
1981/06,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,1717.0
1981/07,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2189.0
1981/08,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3700.0
1981/09,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3688.0
1981/10,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3310.0
1981/11,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3102.0
1981/12,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2687.0
1982/01,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2417.0
1982/02,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2016.0
1982/03,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,1933.0
1982/04,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,1515.0
1982/05,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2514.0
1982/06,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2217.0
1982/07,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3142.0
1982/08,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,4008.0
1982/09,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3972.0
1982/10,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,4134.0
1982/11,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,4162.0
1982/12,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3702.0
1983/01,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3511.0
1983/02,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3089.0
1983/03,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2907.0
1983/04,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2494.0
1983/05,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2317.0
1983/06,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2295.0
1983/07,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3189.0
1983/08,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3012.0
1983/09,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2964.0
1983/10,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2863.0
1983/11,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2885.0
1983/12,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2765.0
1984/01,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2401.0
1984/02,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2485.0
1984/03,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2508.0
1984/04,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2015.0
1984/05,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2172.0
1984/06,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2147.0
1984/07,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2730.0
1984/08,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3388.0
1984/09,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3379.0
1984/10,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3442.0
1984/11,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2824.0
1984/12,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2644.0
1985/01,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2502.0
1985/02,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2454.0
1985/03,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2344.0
1985/04,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2046.0
1985/05,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,1976.0
1985/06,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,1945.0
1985/07,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2521.0
1985/08,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2834.0
1985/09,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3219.0
1985/10,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3273.0
1985/11,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2844.0
1985/12,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2586.0
1986/01,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2251.0
1986/02,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2485.0
1986/03,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2137.0
1986/04,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,1960.0
1986/05,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,1842.0
1986/06,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,1288.0
1986/07,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2129.0
1986/08,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,3145.0
1986/09,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2414.0
1986/10,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2333.0
1986/11,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2310.0
1986/12,Canada,Strawberries,Containers over 0.454 kilograms up to 13.6 kilograms,v722280,1.8.2,2254.0
1970/01,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1808.0
1970/02,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1779.0
1970/03,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1628.0
1970/04,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1442.0
1970/05,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1564.0
1970/06,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1473.0
1970/07,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,3897.0
1970/08,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,3030.0
1970/09,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,3572.0
1970/10,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,3319.0
1970/11,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,3056.0
1970/12,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,3139.0
1971/01,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2506.0
1971/02,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2684.0
1971/03,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2298.0
1971/04,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2272.0
1971/05,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1659.0
1971/06,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1494.0
1971/07,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1731.0
1971/08,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2021.0
1971/09,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2022.0
1971/10,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1699.0
1971/11,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1899.0
1971/12,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1492.0
1972/01,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1033.0
1972/02,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1271.0
1972/03,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1000.0
1972/04,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,730.0
1972/05,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,801.0
1972/06,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,520.0
1972/07,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1228.0
1972/08,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1860.0
1972/09,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1631.0
1972/10,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1528.0
1972/11,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1448.0
1972/12,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1290.0
1973/01,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1158.0
1973/02,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1156.0
1973/03,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,762.0
1973/04,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,704.0
1973/05,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,633.0
1973/06,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,566.0
1973/07,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1449.0
1973/08,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2202.0
1973/09,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2045.0
1973/10,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1888.0
1973/11,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1689.0
1973/12,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1612.0
1974/01,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1402.0
1974/02,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1176.0
1974/03,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,960.0
1974/04,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,876.0
1974/05,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,668.0
1974/06,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,591.0
1974/07,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2233.0
1974/08,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,3572.0
1974/09,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,3699.0
1974/10,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,3556.0
1974/11,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,3931.0
1974/12,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,3204.0
1975/01,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2649.0
1975/02,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2326.0
1975/03,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2152.0
1975/04,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1999.0
1975/05,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1990.0
1975/06,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1836.0
1975/07,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1953.0
1975/08,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2091.0
1975/09,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1877.0
1975/10,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1813.0
1975/11,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1564.0
1975/12,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1413.0
1976/01,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1320.0
1976/02,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1149.0
1976/03,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1169.0
1976/04,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,957.0
1976/05,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,630.0
1976/06,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,506.0
1976/07,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,625.0
1976/08,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1540.0
1976/09,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1501.0
1976/10,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1495.0
1976/11,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1383.0
1976/12,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1369.0
1977/01,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1320.0
1977/02,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1162.0
1977/03,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1070.0
1977/04,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,976.0
1977/05,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,914.0
1977/06,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,641.0
1977/07,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1676.0
1977/08,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1998.0
1977/09,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1790.0
1977/10,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2405.0
1977/11,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1492.0
1977/12,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1297.0
1978/01,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1511.0
1978/02,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1187.0
1978/03,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1189.0
1978/04,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1051.0
1978/05,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1344.0
1978/06,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1181.0
1978/07,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2701.0
1978/08,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2992.0
1978/09,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2859.0
1978/10,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2761.0
1978/11,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2579.0
1978/12,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2598.0
1979/01,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2447.0
1979/02,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1949.0
1979/03,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1593.0
1979/04,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1521.0
1979/05,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1536.0
1979/06,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1701.0
1979/07,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2404.0
1979/08,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2933.0
1979/09,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2611.0
1979/10,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2269.0
1979/11,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2100.0
1979/12,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1960.0
1980/01,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1909.0
1980/02,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1663.0
1980/03,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1447.0
1980/04,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1472.0
1980/05,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1282.0
1980/06,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1182.0
1980/07,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1906.0
1980/08,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1689.0
1980/09,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1487.0
1980/10,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1433.0
1980/11,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1375.0
1980/12,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1418.0
1981/01,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1166.0
1981/02,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,947.0
1981/03,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,821.0
1981/04,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,838.0
1981/05,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,706.0
1981/06,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,639.0
1981/07,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,943.0
1981/08,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1788.0
1981/09,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1840.0
1981/10,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1670.0
1981/11,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1548.0
1981/12,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1604.0
1982/01,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1385.0
1982/02,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1355.0
1982/03,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,996.0
1982/04,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1123.0
1982/05,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1250.0
1982/06,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1110.0
1982/07,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2507.0
1982/08,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,3138.0
1982/09,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2611.0
1982/10,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2270.0
1982/11,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2141.0
1982/12,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2035.0
1983/01,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2072.0
1983/02,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1902.0
1983/03,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1406.0
1983/04,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1405.0
1983/05,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1316.0
1983/06,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1954.0
1983/07,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,4388.0
1983/08,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,4006.0
1983/09,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,3523.0
1983/10,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,3515.0
1983/11,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,3186.0
1983/12,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2989.0
1984/01,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2896.0
1984/02,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2847.0
1984/03,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2634.0
1984/04,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2537.0
1984/05,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2358.0
1984/06,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2365.0
1984/07,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2702.0
1984/08,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,3625.0
1984/09,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,3234.0
1984/10,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2853.0
1984/11,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2779.0
1984/12,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2186.0
1985/01,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2250.0
1985/02,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,2178.0
1985/03,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1745.0
1985/04,Canada,Strawberries,Containers over 13.6 kilograms,v722289,1.8.3,1614.0
