Ref_Date,GEO,AGE,SEX,SMOKING,STATS,Vector,Coordinate,Value
2012,Inuvialuit region,25 to 54 years,Male,Occasional smoker,Number of persons,v97165746,6.3.2.4.1,90.0
2012,Inuvialuit region,25 to 54 years,Male,Occasional smoker,Percent,v97165747,6.3.2.4.2,12.5
2012,Inuvialuit region,25 to 54 years,Male,Occasional smoker,Low 95% confidence interval (percent),v97165748,6.3.2.4.3,7.2
2012,Inuvialuit region,25 to 54 years,Male,Occasional smoker,High 95% confidence interval (percent),v97165749,6.3.2.4.4,18.7
2012,Inuvialuit region,25 to 54 years,Male,Non-smoker,Number of persons,v97165750,6.3.2.5.1,140.0
2012,Inuvialuit region,25 to 54 years,Male,Non-smoker,Percent,v97165751,6.3.2.5.2,19.4
2012,Inuvialuit region,25 to 54 years,Male,Non-smoker,Low 95% confidence interval (percent),v97165752,6.3.2.5.3,13.7
2012,Inuvialuit region,25 to 54 years,Male,Non-smoker,High 95% confidence interval (percent),v97165753,6.3.2.5.4,27.5
2012,Inuvialuit region,25 to 54 years,Male,Exposed to second-hand smoke at home,Number of persons,v97165754,6.3.2.6.1,F
2012,Inuvialuit region,25 to 54 years,Male,Exposed to second-hand smoke at home,Percent,v97165755,6.3.2.6.2,F
2012,Inuvialuit region,25 to 54 years,Male,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97165756,6.3.2.6.3,F
2012,Inuvialuit region,25 to 54 years,Male,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97165757,6.3.2.6.4,F
2012,Inuvialuit region,25 to 54 years,Male,Not exposed to second-hand smoke at home,Number of persons,v97165758,6.3.2.7.1,110.0
2012,Inuvialuit region,25 to 54 years,Male,Not exposed to second-hand smoke at home,Percent,v97165759,6.3.2.7.2,15.3
2012,Inuvialuit region,25 to 54 years,Male,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97165760,6.3.2.7.3,10.1
2012,Inuvialuit region,25 to 54 years,Male,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97165761,6.3.2.7.4,23.2
2012,Inuvialuit region,25 to 54 years,Male,Not specified if exposed to second-hand smoke at home,Number of persons,v97165762,6.3.2.8.1,F
2012,Inuvialuit region,25 to 54 years,Male,Not specified if exposed to second-hand smoke at home,Percent,v97165763,6.3.2.8.2,F
2012,Inuvialuit region,25 to 54 years,Male,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97165764,6.3.2.8.3,F
2012,Inuvialuit region,25 to 54 years,Male,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97165765,6.3.2.8.4,F
2012,Inuvialuit region,25 to 54 years,Male,Smoking status not specified,Number of persons,v97165766,6.3.2.9.1,F
2012,Inuvialuit region,25 to 54 years,Male,Smoking status not specified,Percent,v97165767,6.3.2.9.2,F
2012,Inuvialuit region,25 to 54 years,Male,Smoking status not specified,Low 95% confidence interval (percent),v97165768,6.3.2.9.3,F
2012,Inuvialuit region,25 to 54 years,Male,Smoking status not specified,High 95% confidence interval (percent),v97165769,6.3.2.9.4,F
2012,Inuvialuit region,25 to 54 years,Female,"Total, smoking status",Number of persons,v97165770,6.3.3.1.1,660.0
2012,Inuvialuit region,25 to 54 years,Female,"Total, smoking status",Percent,v97165771,6.3.3.1.2,100.0
2012,Inuvialuit region,25 to 54 years,Female,"Total, smoking status",Low 95% confidence interval (percent),v97165772,6.3.3.1.3,100.0
2012,Inuvialuit region,25 to 54 years,Female,"Total, smoking status",High 95% confidence interval (percent),v97165773,6.3.3.1.4,100.0
2012,Inuvialuit region,25 to 54 years,Female,Current daily or occasional smoker,Number of persons,v97165774,6.3.3.2.1,460.0
2012,Inuvialuit region,25 to 54 years,Female,Current daily or occasional smoker,Percent,v97165775,6.3.3.2.2,69.7
2012,Inuvialuit region,25 to 54 years,Female,Current daily or occasional smoker,Low 95% confidence interval (percent),v97165776,6.3.3.2.3,61.9
2012,Inuvialuit region,25 to 54 years,Female,Current daily or occasional smoker,High 95% confidence interval (percent),v97165777,6.3.3.2.4,76.7
2012,Inuvialuit region,25 to 54 years,Female,Daily smoker,Number of persons,v97165778,6.3.3.3.1,380.0
2012,Inuvialuit region,25 to 54 years,Female,Daily smoker,Percent,v97165779,6.3.3.3.2,57.6
2012,Inuvialuit region,25 to 54 years,Female,Daily smoker,Low 95% confidence interval (percent),v97165780,6.3.3.3.3,49.1
2012,Inuvialuit region,25 to 54 years,Female,Daily smoker,High 95% confidence interval (percent),v97165781,6.3.3.3.4,65.6
2012,Inuvialuit region,25 to 54 years,Female,Occasional smoker,Number of persons,v97165782,6.3.3.4.1,80.0
2012,Inuvialuit region,25 to 54 years,Female,Occasional smoker,Percent,v97165783,6.3.3.4.2,12.1
2012,Inuvialuit region,25 to 54 years,Female,Occasional smoker,Low 95% confidence interval (percent),v97165784,6.3.3.4.3,7.8
2012,Inuvialuit region,25 to 54 years,Female,Occasional smoker,High 95% confidence interval (percent),v97165785,6.3.3.4.4,18.5
2012,Inuvialuit region,25 to 54 years,Female,Non-smoker,Number of persons,v97165786,6.3.3.5.1,180.0
2012,Inuvialuit region,25 to 54 years,Female,Non-smoker,Percent,v97165787,6.3.3.5.2,27.3
2012,Inuvialuit region,25 to 54 years,Female,Non-smoker,Low 95% confidence interval (percent),v97165788,6.3.3.5.3,21.5
2012,Inuvialuit region,25 to 54 years,Female,Non-smoker,High 95% confidence interval (percent),v97165789,6.3.3.5.4,35.8
2012,Inuvialuit region,25 to 54 years,Female,Exposed to second-hand smoke at home,Number of persons,v97165790,6.3.3.6.1,F
2012,Inuvialuit region,25 to 54 years,Female,Exposed to second-hand smoke at home,Percent,v97165791,6.3.3.6.2,F
2012,Inuvialuit region,25 to 54 years,Female,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97165792,6.3.3.6.3,F
2012,Inuvialuit region,25 to 54 years,Female,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97165793,6.3.3.6.4,F
2012,Inuvialuit region,25 to 54 years,Female,Not exposed to second-hand smoke at home,Number of persons,v97165794,6.3.3.7.1,140.0
2012,Inuvialuit region,25 to 54 years,Female,Not exposed to second-hand smoke at home,Percent,v97165795,6.3.3.7.2,21.2
2012,Inuvialuit region,25 to 54 years,Female,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97165796,6.3.3.7.3,15.6
2012,Inuvialuit region,25 to 54 years,Female,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97165797,6.3.3.7.4,28.1
2012,Inuvialuit region,25 to 54 years,Female,Not specified if exposed to second-hand smoke at home,Number of persons,v97165798,6.3.3.8.1,F
2012,Inuvialuit region,25 to 54 years,Female,Not specified if exposed to second-hand smoke at home,Percent,v97165799,6.3.3.8.2,F
2012,Inuvialuit region,25 to 54 years,Female,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97165800,6.3.3.8.3,F
2012,Inuvialuit region,25 to 54 years,Female,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97165801,6.3.3.8.4,F
2012,Inuvialuit region,25 to 54 years,Female,Smoking status not specified,Number of persons,v97165802,6.3.3.9.1,F
2012,Inuvialuit region,25 to 54 years,Female,Smoking status not specified,Percent,v97165803,6.3.3.9.2,F
2012,Inuvialuit region,25 to 54 years,Female,Smoking status not specified,Low 95% confidence interval (percent),v97165804,6.3.3.9.3,F
2012,Inuvialuit region,25 to 54 years,Female,Smoking status not specified,High 95% confidence interval (percent),v97165805,6.3.3.9.4,F
2012,Inuvialuit region,55 years and over,Both sexes,"Total, smoking status",Number of persons,v97165806,6.4.1.1.1,380.0
2012,Inuvialuit region,55 years and over,Both sexes,"Total, smoking status",Percent,v97165807,6.4.1.1.2,100.0
2012,Inuvialuit region,55 years and over,Both sexes,"Total, smoking status",Low 95% confidence interval (percent),v97165808,6.4.1.1.3,100.0
2012,Inuvialuit region,55 years and over,Both sexes,"Total, smoking status",High 95% confidence interval (percent),v97165809,6.4.1.1.4,100.0
2012,Inuvialuit region,55 years and over,Both sexes,Current daily or occasional smoker,Number of persons,v97165810,6.4.1.2.1,210.0
2012,Inuvialuit region,55 years and over,Both sexes,Current daily or occasional smoker,Percent,v97165811,6.4.1.2.2,55.3
2012,Inuvialuit region,55 years and over,Both sexes,Current daily or occasional smoker,Low 95% confidence interval (percent),v97165812,6.4.1.2.3,41.8
2012,Inuvialuit region,55 years and over,Both sexes,Current daily or occasional smoker,High 95% confidence interval (percent),v97165813,6.4.1.2.4,67.6
2012,Inuvialuit region,55 years and over,Both sexes,Daily smoker,Number of persons,v97165814,6.4.1.3.1,180.0
2012,Inuvialuit region,55 years and over,Both sexes,Daily smoker,Percent,v97165815,6.4.1.3.2,47.4
2012,Inuvialuit region,55 years and over,Both sexes,Daily smoker,Low 95% confidence interval (percent),v97165816,6.4.1.3.3,33.3
2012,Inuvialuit region,55 years and over,Both sexes,Daily smoker,High 95% confidence interval (percent),v97165817,6.4.1.3.4,60.1
2012,Inuvialuit region,55 years and over,Both sexes,Occasional smoker,Number of persons,v97165818,6.4.1.4.1,F
2012,Inuvialuit region,55 years and over,Both sexes,Occasional smoker,Percent,v97165819,6.4.1.4.2,F
2012,Inuvialuit region,55 years and over,Both sexes,Occasional smoker,Low 95% confidence interval (percent),v97165820,6.4.1.4.3,F
2012,Inuvialuit region,55 years and over,Both sexes,Occasional smoker,High 95% confidence interval (percent),v97165821,6.4.1.4.4,F
2012,Inuvialuit region,55 years and over,Both sexes,Non-smoker,Number of persons,v97165822,6.4.1.5.1,160.0
2012,Inuvialuit region,55 years and over,Both sexes,Non-smoker,Percent,v97165823,6.4.1.5.2,42.1
2012,Inuvialuit region,55 years and over,Both sexes,Non-smoker,Low 95% confidence interval (percent),v97165824,6.4.1.5.3,30.2
2012,Inuvialuit region,55 years and over,Both sexes,Non-smoker,High 95% confidence interval (percent),v97165825,6.4.1.5.4,55.7
2012,Inuvialuit region,55 years and over,Both sexes,Exposed to second-hand smoke at home,Number of persons,v97165826,6.4.1.6.1,F
2012,Inuvialuit region,55 years and over,Both sexes,Exposed to second-hand smoke at home,Percent,v97165827,6.4.1.6.2,F
2012,Inuvialuit region,55 years and over,Both sexes,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97165828,6.4.1.6.3,F
2012,Inuvialuit region,55 years and over,Both sexes,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97165829,6.4.1.6.4,F
2012,Inuvialuit region,55 years and over,Both sexes,Not exposed to second-hand smoke at home,Number of persons,v97165830,6.4.1.7.1,130.0
2012,Inuvialuit region,55 years and over,Both sexes,Not exposed to second-hand smoke at home,Percent,v97165831,6.4.1.7.2,34.2
2012,Inuvialuit region,55 years and over,Both sexes,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97165832,6.4.1.7.3,22.6
2012,Inuvialuit region,55 years and over,Both sexes,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97165833,6.4.1.7.4,46.2
2012,Inuvialuit region,55 years and over,Both sexes,Not specified if exposed to second-hand smoke at home,Number of persons,v97165834,6.4.1.8.1,F
2012,Inuvialuit region,55 years and over,Both sexes,Not specified if exposed to second-hand smoke at home,Percent,v97165835,6.4.1.8.2,F
2012,Inuvialuit region,55 years and over,Both sexes,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97165836,6.4.1.8.3,F
2012,Inuvialuit region,55 years and over,Both sexes,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97165837,6.4.1.8.4,F
2012,Inuvialuit region,55 years and over,Both sexes,Smoking status not specified,Number of persons,v97165838,6.4.1.9.1,F
2012,Inuvialuit region,55 years and over,Both sexes,Smoking status not specified,Percent,v97165839,6.4.1.9.2,F
2012,Inuvialuit region,55 years and over,Both sexes,Smoking status not specified,Low 95% confidence interval (percent),v97165840,6.4.1.9.3,F
2012,Inuvialuit region,55 years and over,Both sexes,Smoking status not specified,High 95% confidence interval (percent),v97165841,6.4.1.9.4,F
2012,Inuvialuit region,55 years and over,Male,"Total, smoking status",Number of persons,v97165842,6.4.2.1.1,170.0
2012,Inuvialuit region,55 years and over,Male,"Total, smoking status",Percent,v97165843,6.4.2.1.2,100.0
2012,Inuvialuit region,55 years and over,Male,"Total, smoking status",Low 95% confidence interval (percent),v97165844,6.4.2.1.3,100.0
2012,Inuvialuit region,55 years and over,Male,"Total, smoking status",High 95% confidence interval (percent),v97165845,6.4.2.1.4,100.0
2012,Inuvialuit region,55 years and over,Male,Current daily or occasional smoker,Number of persons,v97165846,6.4.2.2.1,F
2012,Inuvialuit region,55 years and over,Male,Current daily or occasional smoker,Percent,v97165847,6.4.2.2.2,F
2012,Inuvialuit region,55 years and over,Male,Current daily or occasional smoker,Low 95% confidence interval (percent),v97165848,6.4.2.2.3,F
2012,Inuvialuit region,55 years and over,Male,Current daily or occasional smoker,High 95% confidence interval (percent),v97165849,6.4.2.2.4,F
2012,Inuvialuit region,55 years and over,Male,Daily smoker,Number of persons,v97165850,6.4.2.3.1,F
2012,Inuvialuit region,55 years and over,Male,Daily smoker,Percent,v97165851,6.4.2.3.2,F
2012,Inuvialuit region,55 years and over,Male,Daily smoker,Low 95% confidence interval (percent),v97165852,6.4.2.3.3,F
2012,Inuvialuit region,55 years and over,Male,Daily smoker,High 95% confidence interval (percent),v97165853,6.4.2.3.4,F
2012,Inuvialuit region,55 years and over,Male,Occasional smoker,Number of persons,v97165854,6.4.2.4.1,F
2012,Inuvialuit region,55 years and over,Male,Occasional smoker,Percent,v97165855,6.4.2.4.2,F
2012,Inuvialuit region,55 years and over,Male,Occasional smoker,Low 95% confidence interval (percent),v97165856,6.4.2.4.3,F
2012,Inuvialuit region,55 years and over,Male,Occasional smoker,High 95% confidence interval (percent),v97165857,6.4.2.4.4,F
2012,Inuvialuit region,55 years and over,Male,Non-smoker,Number of persons,v97165858,6.4.2.5.1,120.0
2012,Inuvialuit region,55 years and over,Male,Non-smoker,Percent,v97165859,6.4.2.5.2,70.6
2012,Inuvialuit region,55 years and over,Male,Non-smoker,Low 95% confidence interval (percent),v97165860,6.4.2.5.3,45.8
2012,Inuvialuit region,55 years and over,Male,Non-smoker,High 95% confidence interval (percent),v97165861,6.4.2.5.4,82.8
2012,Inuvialuit region,55 years and over,Male,Exposed to second-hand smoke at home,Number of persons,v97165862,6.4.2.6.1,F
2012,Inuvialuit region,55 years and over,Male,Exposed to second-hand smoke at home,Percent,v97165863,6.4.2.6.2,F
2012,Inuvialuit region,55 years and over,Male,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97165864,6.4.2.6.3,F
2012,Inuvialuit region,55 years and over,Male,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97165865,6.4.2.6.4,F
2012,Inuvialuit region,55 years and over,Male,Not exposed to second-hand smoke at home,Number of persons,v97165866,6.4.2.7.1,90.0
2012,Inuvialuit region,55 years and over,Male,Not exposed to second-hand smoke at home,Percent,v97165867,6.4.2.7.2,52.9
2012,Inuvialuit region,55 years and over,Male,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97165868,6.4.2.7.3,32.9
2012,Inuvialuit region,55 years and over,Male,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97165869,6.4.2.7.4,70.3
2012,Inuvialuit region,55 years and over,Male,Not specified if exposed to second-hand smoke at home,Number of persons,v97165870,6.4.2.8.1,F
2012,Inuvialuit region,55 years and over,Male,Not specified if exposed to second-hand smoke at home,Percent,v97165871,6.4.2.8.2,F
2012,Inuvialuit region,55 years and over,Male,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97165872,6.4.2.8.3,F
2012,Inuvialuit region,55 years and over,Male,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97165873,6.4.2.8.4,F
2012,Inuvialuit region,55 years and over,Male,Smoking status not specified,Number of persons,v97165874,6.4.2.9.1,F
2012,Inuvialuit region,55 years and over,Male,Smoking status not specified,Percent,v97165875,6.4.2.9.2,F
2012,Inuvialuit region,55 years and over,Male,Smoking status not specified,Low 95% confidence interval (percent),v97165876,6.4.2.9.3,F
2012,Inuvialuit region,55 years and over,Male,Smoking status not specified,High 95% confidence interval (percent),v97165877,6.4.2.9.4,F
2012,Inuvialuit region,55 years and over,Female,"Total, smoking status",Number of persons,v97165878,6.4.3.1.1,200.0
2012,Inuvialuit region,55 years and over,Female,"Total, smoking status",Percent,v97165879,6.4.3.1.2,100.0
2012,Inuvialuit region,55 years and over,Female,"Total, smoking status",Low 95% confidence interval (percent),v97165880,6.4.3.1.3,100.0
2012,Inuvialuit region,55 years and over,Female,"Total, smoking status",High 95% confidence interval (percent),v97165881,6.4.3.1.4,100.0
2012,Inuvialuit region,55 years and over,Female,Current daily or occasional smoker,Number of persons,v97165882,6.4.3.2.1,150.0
2012,Inuvialuit region,55 years and over,Female,Current daily or occasional smoker,Percent,v97165883,6.4.3.2.2,75.0
2012,Inuvialuit region,55 years and over,Female,Current daily or occasional smoker,Low 95% confidence interval (percent),v97165884,6.4.3.2.3,55.5
2012,Inuvialuit region,55 years and over,Female,Current daily or occasional smoker,High 95% confidence interval (percent),v97165885,6.4.3.2.4,86.0
2012,Inuvialuit region,55 years and over,Female,Daily smoker,Number of persons,v97165886,6.4.3.3.1,140.0
2012,Inuvialuit region,55 years and over,Female,Daily smoker,Percent,v97165887,6.4.3.3.2,70.0
2012,Inuvialuit region,55 years and over,Female,Daily smoker,Low 95% confidence interval (percent),v97165888,6.4.3.3.3,51.1
2012,Inuvialuit region,55 years and over,Female,Daily smoker,High 95% confidence interval (percent),v97165889,6.4.3.3.4,82.4
2012,Inuvialuit region,55 years and over,Female,Occasional smoker,Number of persons,v97165890,6.4.3.4.1,F
2012,Inuvialuit region,55 years and over,Female,Occasional smoker,Percent,v97165891,6.4.3.4.2,F
2012,Inuvialuit region,55 years and over,Female,Occasional smoker,Low 95% confidence interval (percent),v97165892,6.4.3.4.3,F
2012,Inuvialuit region,55 years and over,Female,Occasional smoker,High 95% confidence interval (percent),v97165893,6.4.3.4.4,F
2012,Inuvialuit region,55 years and over,Female,Non-smoker,Number of persons,v97165894,6.4.3.5.1,F
2012,Inuvialuit region,55 years and over,Female,Non-smoker,Percent,v97165895,6.4.3.5.2,F
2012,Inuvialuit region,55 years and over,Female,Non-smoker,Low 95% confidence interval (percent),v97165896,6.4.3.5.3,F
2012,Inuvialuit region,55 years and over,Female,Non-smoker,High 95% confidence interval (percent),v97165897,6.4.3.5.4,F
2012,Inuvialuit region,55 years and over,Female,Exposed to second-hand smoke at home,Number of persons,v97165898,6.4.3.6.1,F
2012,Inuvialuit region,55 years and over,Female,Exposed to second-hand smoke at home,Percent,v97165899,6.4.3.6.2,F
2012,Inuvialuit region,55 years and over,Female,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97165900,6.4.3.6.3,F
2012,Inuvialuit region,55 years and over,Female,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97165901,6.4.3.6.4,F
2012,Inuvialuit region,55 years and over,Female,Not exposed to second-hand smoke at home,Number of persons,v97165902,6.4.3.7.1,F
2012,Inuvialuit region,55 years and over,Female,Not exposed to second-hand smoke at home,Percent,v97165903,6.4.3.7.2,F
2012,Inuvialuit region,55 years and over,Female,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97165904,6.4.3.7.3,F
2012,Inuvialuit region,55 years and over,Female,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97165905,6.4.3.7.4,F
2012,Inuvialuit region,55 years and over,Female,Not specified if exposed to second-hand smoke at home,Number of persons,v97165906,6.4.3.8.1,F
2012,Inuvialuit region,55 years and over,Female,Not specified if exposed to second-hand smoke at home,Percent,v97165907,6.4.3.8.2,F
2012,Inuvialuit region,55 years and over,Female,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97165908,6.4.3.8.3,F
2012,Inuvialuit region,55 years and over,Female,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97165909,6.4.3.8.4,F
2012,Inuvialuit region,55 years and over,Female,Smoking status not specified,Number of persons,v97165910,6.4.3.9.1,F
2012,Inuvialuit region,55 years and over,Female,Smoking status not specified,Percent,v97165911,6.4.3.9.2,F
2012,Inuvialuit region,55 years and over,Female,Smoking status not specified,Low 95% confidence interval (percent),v97165912,6.4.3.9.3,F
2012,Inuvialuit region,55 years and over,Female,Smoking status not specified,High 95% confidence interval (percent),v97165913,6.4.3.9.4,F
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,"Total, smoking status",Number of persons,v97165914,7.1.1.1.1,12390.0
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,"Total, smoking status",Percent,v97165915,7.1.1.1.2,100.0
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,"Total, smoking status",Low 95% confidence interval (percent),v97165916,7.1.1.1.3,100.0
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,"Total, smoking status",High 95% confidence interval (percent),v97165917,7.1.1.1.4,100.0
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Current daily or occasional smoker,Number of persons,v97165918,7.1.1.2.1,4280.0
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Current daily or occasional smoker,Percent,v97165919,7.1.1.2.2,34.5
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Current daily or occasional smoker,Low 95% confidence interval (percent),v97165920,7.1.1.2.3,28.2
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Current daily or occasional smoker,High 95% confidence interval (percent),v97165921,7.1.1.2.4,41.5
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Daily smoker,Number of persons,v97165922,7.1.1.3.1,3390.0
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Daily smoker,Percent,v97165923,7.1.1.3.2,27.4
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Daily smoker,Low 95% confidence interval (percent),v97165924,7.1.1.3.3,21.5
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Daily smoker,High 95% confidence interval (percent),v97165925,7.1.1.3.4,34.1
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Occasional smoker,Number of persons,v97165926,7.1.1.4.1,890.0
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Occasional smoker,Percent,v97165927,7.1.1.4.2,7.2
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Occasional smoker,Low 95% confidence interval (percent),v97165928,7.1.1.4.3,4.7
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Occasional smoker,High 95% confidence interval (percent),v97165929,7.1.1.4.4,10.9
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Non-smoker,Number of persons,v97165930,7.1.1.5.1,7500.0
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Non-smoker,Percent,v97165931,7.1.1.5.2,60.5
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Non-smoker,Low 95% confidence interval (percent),v97165932,7.1.1.5.3,53.7
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Non-smoker,High 95% confidence interval (percent),v97165933,7.1.1.5.4,67.0
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Exposed to second-hand smoke at home,Number of persons,v97165934,7.1.1.6.1,560.0
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Exposed to second-hand smoke at home,Percent,v97165935,7.1.1.6.2,4.5
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97165936,7.1.1.6.3,2.6
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97165937,7.1.1.6.4,7.6
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Not exposed to second-hand smoke at home,Number of persons,v97165938,7.1.1.7.1,6940.0
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Not exposed to second-hand smoke at home,Percent,v97165939,7.1.1.7.2,56.0
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97165940,7.1.1.7.3,49.1
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97165941,7.1.1.7.4,62.8
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Not specified if exposed to second-hand smoke at home,Number of persons,v97165942,7.1.1.8.1,F
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Not specified if exposed to second-hand smoke at home,Percent,v97165943,7.1.1.8.2,F
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97165944,7.1.1.8.3,F
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97165945,7.1.1.8.4,F
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Smoking status not specified,Number of persons,v97165946,7.1.1.9.1,600.0
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Smoking status not specified,Percent,v97165947,7.1.1.9.2,4.8
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Smoking status not specified,Low 95% confidence interval (percent),v97165948,7.1.1.9.3,2.7
2012,Outside Inuit Nunangat,"Total, 15 years and over",Both sexes,Smoking status not specified,High 95% confidence interval (percent),v97165949,7.1.1.9.4,8.7
2012,Outside Inuit Nunangat,"Total, 15 years and over",Male,"Total, smoking status",Number of persons,v97165950,7.1.2.1.1,5260.0
2012,Outside Inuit Nunangat,"Total, 15 years and over",Male,"Total, smoking status",Percent,v97165951,7.1.2.1.2,100.0
2012,Outside Inuit Nunangat,"Total, 15 years and over",Male,"Total, smoking status",Low 95% confidence interval (percent),v97165952,7.1.2.1.3,100.0
2012,Outside Inuit Nunangat,"Total, 15 years and over",Male,"Total, smoking status",High 95% confidence interval (percent),v97165953,7.1.2.1.4,100.0
2012,Outside Inuit Nunangat,"Total, 15 years and over",Male,Current daily or occasional smoker,Number of persons,v97165954,7.1.2.2.1,1550.0
2012,Outside Inuit Nunangat,"Total, 15 years and over",Male,Current daily or occasional smoker,Percent,v97165955,7.1.2.2.2,29.5
2012,Outside Inuit Nunangat,"Total, 15 years and over",Male,Current daily or occasional smoker,Low 95% confidence interval (percent),v97165956,7.1.2.2.3,20.3
2012,Outside Inuit Nunangat,"Total, 15 years and over",Male,Current daily or occasional smoker,High 95% confidence interval (percent),v97165957,7.1.2.2.4,40.7
2012,Outside Inuit Nunangat,"Total, 15 years and over",Male,Daily smoker,Number of persons,v97165958,7.1.2.3.1,1260.0
2012,Outside Inuit Nunangat,"Total, 15 years and over",Male,Daily smoker,Percent,v97165959,7.1.2.3.2,24.0
2012,Outside Inuit Nunangat,"Total, 15 years and over",Male,Daily smoker,Low 95% confidence interval (percent),v97165960,7.1.2.3.3,15.6
2012,Outside Inuit Nunangat,"Total, 15 years and over",Male,Daily smoker,High 95% confidence interval (percent),v97165961,7.1.2.3.4,34.9
2012,Outside Inuit Nunangat,"Total, 15 years and over",Male,Occasional smoker,Number of persons,v97165962,7.1.2.4.1,290.0
2012,Outside Inuit Nunangat,"Total, 15 years and over",Male,Occasional smoker,Percent,v97165963,7.1.2.4.2,5.5
2012,Outside Inuit Nunangat,"Total, 15 years and over",Male,Occasional smoker,Low 95% confidence interval (percent),v97165964,7.1.2.4.3,3.1
2012,Outside Inuit Nunangat,"Total, 15 years and over",Male,Occasional smoker,High 95% confidence interval (percent),v97165965,7.1.2.4.4,9.7
