Ref_Date,GEO,AGE,SEX,HEALTH,STATS,Vector,Coordinate,Value
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,"Total, perceived general health",High 95% confidence interval (percent),v97102881,7.4.1.1.4,100.0
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,"Total, perceived general health",High 95% confidence interval (percent),v97102881,7.4.1.1.4,100.0
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,"Total, perceived general health",High 95% confidence interval (percent),v97102881,7.4.1.1.4,100.0
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent or very good perceived general health,Number of persons,v97102882,7.4.1.2.1,2150.0
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent or very good perceived general health,Number of persons,v97102882,7.4.1.2.1,3740.0
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent or very good perceived general health,Number of persons,v97102882,7.4.1.2.1,3270.0
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent or very good perceived general health,Percent,v97102883,7.4.1.2.2,58.3
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent or very good perceived general health,Percent,v97102883,7.4.1.2.2,58.3
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent or very good perceived general health,Percent,v97102883,7.4.1.2.2,55.6
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97102884,7.4.1.2.3,45.7
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97102884,7.4.1.2.3,50.4
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97102884,7.4.1.2.3,46.2
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent or very good perceived general health,High 95% confidence interval (percent),v97102885,7.4.1.2.4,69.6
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent or very good perceived general health,High 95% confidence interval (percent),v97102885,7.4.1.2.4,65.9
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent or very good perceived general health,High 95% confidence interval (percent),v97102885,7.4.1.2.4,64.5
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent perceived general health,Number of persons,v97102886,7.4.1.3.1,960.0
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent perceived general health,Number of persons,v97102886,7.4.1.3.1,1320.0
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent perceived general health,Number of persons,v97102886,7.4.1.3.1,1170.0
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent perceived general health,Percent,v97102887,7.4.1.3.2,26.0
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent perceived general health,Percent,v97102887,7.4.1.3.2,20.6
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent perceived general health,Percent,v97102887,7.4.1.3.2,19.9
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent perceived general health,Low 95% confidence interval (percent),v97102888,7.4.1.3.3,16.2
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent perceived general health,Low 95% confidence interval (percent),v97102888,7.4.1.3.3,14.6
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent perceived general health,Low 95% confidence interval (percent),v97102888,7.4.1.3.3,13.4
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent perceived general health,High 95% confidence interval (percent),v97102889,7.4.1.3.4,39.1
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent perceived general health,High 95% confidence interval (percent),v97102889,7.4.1.3.4,28.1
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Excellent perceived general health,High 95% confidence interval (percent),v97102889,7.4.1.3.4,28.3
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Very good perceived general health,Number of persons,v97102890,7.4.1.4.1,1180.0
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Very good perceived general health,Number of persons,v97102890,7.4.1.4.1,2430.0
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Very good perceived general health,Number of persons,v97102890,7.4.1.4.1,2100.0
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Very good perceived general health,Percent,v97102891,7.4.1.4.2,32.0
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Very good perceived general health,Percent,v97102891,7.4.1.4.2,37.9
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Very good perceived general health,Percent,v97102891,7.4.1.4.2,35.7
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Very good perceived general health,Low 95% confidence interval (percent),v97102892,7.4.1.4.3,23.0
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Very good perceived general health,Low 95% confidence interval (percent),v97102892,7.4.1.4.3,29.9
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Very good perceived general health,Low 95% confidence interval (percent),v97102892,7.4.1.4.3,27.3
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Very good perceived general health,High 95% confidence interval (percent),v97102893,7.4.1.4.4,42.7
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Very good perceived general health,High 95% confidence interval (percent),v97102893,7.4.1.4.4,46.5
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Very good perceived general health,High 95% confidence interval (percent),v97102893,7.4.1.4.4,45.1
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Good perceived general health,Number of persons,v97102894,7.4.1.5.1,1040.0
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Good perceived general health,Number of persons,v97102894,7.4.1.5.1,1760.0
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Good perceived general health,Number of persons,v97102894,7.4.1.5.1,1280.0
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Good perceived general health,Percent,v97102895,7.4.1.5.2,28.2
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Good perceived general health,Percent,v97102895,7.4.1.5.2,27.5
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Good perceived general health,Percent,v97102895,7.4.1.5.2,21.8
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Good perceived general health,Low 95% confidence interval (percent),v97102896,7.4.1.5.3,17.2
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Good perceived general health,Low 95% confidence interval (percent),v97102896,7.4.1.5.3,21.1
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Good perceived general health,Low 95% confidence interval (percent),v97102896,7.4.1.5.3,15.4
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Good perceived general health,High 95% confidence interval (percent),v97102897,7.4.1.5.4,42.3
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Good perceived general health,High 95% confidence interval (percent),v97102897,7.4.1.5.4,34.8
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Good perceived general health,High 95% confidence interval (percent),v97102897,7.4.1.5.4,30.0
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Fair or poor perceived general health,Number of persons,v97102898,7.4.1.6.1,510.0
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Fair or poor perceived general health,Number of persons,v97102898,7.4.1.6.1,900.0
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Fair or poor perceived general health,Number of persons,v97102898,7.4.1.6.1,940.0
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Fair or poor perceived general health,Percent,v97102899,7.4.1.6.2,13.8
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Fair or poor perceived general health,Percent,v97102899,7.4.1.6.2,14.0
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Fair or poor perceived general health,Percent,v97102899,7.4.1.6.2,16.0
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Fair or poor perceived general health,Low 95% confidence interval (percent),v97102900,7.4.1.6.3,8.0
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Fair or poor perceived general health,Low 95% confidence interval (percent),v97102900,7.4.1.6.3,9.6
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Fair or poor perceived general health,Low 95% confidence interval (percent),v97102900,7.4.1.6.3,10.1
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Fair or poor perceived general health,High 95% confidence interval (percent),v97102901,7.4.1.6.4,22.6
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Fair or poor perceived general health,High 95% confidence interval (percent),v97102901,7.4.1.6.4,20.1
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Fair or poor perceived general health,High 95% confidence interval (percent),v97102901,7.4.1.6.4,24.5
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Perceived general health not specified,Number of persons,v97102902,7.4.1.7.1,F
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Perceived general health not specified,Number of persons,v97102902,7.4.1.7.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Perceived general health not specified,Number of persons,v97102902,7.4.1.7.1,F
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Perceived general health not specified,Percent,v97102903,7.4.1.7.2,F
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Perceived general health not specified,Percent,v97102903,7.4.1.7.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Perceived general health not specified,Percent,v97102903,7.4.1.7.2,F
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Perceived general health not specified,Low 95% confidence interval (percent),v97102904,7.4.1.7.3,F
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Perceived general health not specified,Low 95% confidence interval (percent),v97102904,7.4.1.7.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Perceived general health not specified,Low 95% confidence interval (percent),v97102904,7.4.1.7.3,F
2001,Outside Inuit Nunangat,25 to 54 years,Both sexes,Perceived general health not specified,High 95% confidence interval (percent),v97102905,7.4.1.7.4,F
2006,Outside Inuit Nunangat,25 to 54 years,Both sexes,Perceived general health not specified,High 95% confidence interval (percent),v97102905,7.4.1.7.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Both sexes,Perceived general health not specified,High 95% confidence interval (percent),v97102905,7.4.1.7.4,F
2001,Outside Inuit Nunangat,25 to 54 years,Male,"Total, perceived general health",Number of persons,v97102906,7.4.2.1.1,1600.0
2006,Outside Inuit Nunangat,25 to 54 years,Male,"Total, perceived general health",Number of persons,v97102906,7.4.2.1.1,2610.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Total, perceived general health",Number of persons,v97102906,7.4.2.1.1,2620.0
2001,Outside Inuit Nunangat,25 to 54 years,Male,"Total, perceived general health",Percent,v97102907,7.4.2.1.2,100.0
2006,Outside Inuit Nunangat,25 to 54 years,Male,"Total, perceived general health",Percent,v97102907,7.4.2.1.2,100.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Total, perceived general health",Percent,v97102907,7.4.2.1.2,100.0
2001,Outside Inuit Nunangat,25 to 54 years,Male,"Total, perceived general health",Low 95% confidence interval (percent),v97102908,7.4.2.1.3,100.0
2006,Outside Inuit Nunangat,25 to 54 years,Male,"Total, perceived general health",Low 95% confidence interval (percent),v97102908,7.4.2.1.3,100.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Total, perceived general health",Low 95% confidence interval (percent),v97102908,7.4.2.1.3,100.0
2001,Outside Inuit Nunangat,25 to 54 years,Male,"Total, perceived general health",High 95% confidence interval (percent),v97102909,7.4.2.1.4,100.0
2006,Outside Inuit Nunangat,25 to 54 years,Male,"Total, perceived general health",High 95% confidence interval (percent),v97102909,7.4.2.1.4,100.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,"Total, perceived general health",High 95% confidence interval (percent),v97102909,7.4.2.1.4,100.0
2001,Outside Inuit Nunangat,25 to 54 years,Male,Excellent or very good perceived general health,Number of persons,v97102910,7.4.2.2.1,1120.0
2006,Outside Inuit Nunangat,25 to 54 years,Male,Excellent or very good perceived general health,Number of persons,v97102910,7.4.2.2.1,1380.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,Excellent or very good perceived general health,Number of persons,v97102910,7.4.2.2.1,1610.0
2001,Outside Inuit Nunangat,25 to 54 years,Male,Excellent or very good perceived general health,Percent,v97102911,7.4.2.2.2,70.0
2006,Outside Inuit Nunangat,25 to 54 years,Male,Excellent or very good perceived general health,Percent,v97102911,7.4.2.2.2,52.9
2012,Outside Inuit Nunangat,25 to 54 years,Male,Excellent or very good perceived general health,Percent,v97102911,7.4.2.2.2,61.5
2001,Outside Inuit Nunangat,25 to 54 years,Male,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97102912,7.4.2.2.3,55.0
2006,Outside Inuit Nunangat,25 to 54 years,Male,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97102912,7.4.2.2.3,40.8
2012,Outside Inuit Nunangat,25 to 54 years,Male,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97102912,7.4.2.2.3,47.7
2001,Outside Inuit Nunangat,25 to 54 years,Male,Excellent or very good perceived general health,High 95% confidence interval (percent),v97102913,7.4.2.2.4,81.7
2006,Outside Inuit Nunangat,25 to 54 years,Male,Excellent or very good perceived general health,High 95% confidence interval (percent),v97102913,7.4.2.2.4,64.8
2012,Outside Inuit Nunangat,25 to 54 years,Male,Excellent or very good perceived general health,High 95% confidence interval (percent),v97102913,7.4.2.2.4,73.6
2001,Outside Inuit Nunangat,25 to 54 years,Male,Excellent perceived general health,Number of persons,v97102914,7.4.2.3.1,F
2006,Outside Inuit Nunangat,25 to 54 years,Male,Excellent perceived general health,Number of persons,v97102914,7.4.2.3.1,480.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,Excellent perceived general health,Number of persons,v97102914,7.4.2.3.1,F
2001,Outside Inuit Nunangat,25 to 54 years,Male,Excellent perceived general health,Percent,v97102915,7.4.2.3.2,F
2006,Outside Inuit Nunangat,25 to 54 years,Male,Excellent perceived general health,Percent,v97102915,7.4.2.3.2,18.4
2012,Outside Inuit Nunangat,25 to 54 years,Male,Excellent perceived general health,Percent,v97102915,7.4.2.3.2,F
2001,Outside Inuit Nunangat,25 to 54 years,Male,Excellent perceived general health,Low 95% confidence interval (percent),v97102916,7.4.2.3.3,F
2006,Outside Inuit Nunangat,25 to 54 years,Male,Excellent perceived general health,Low 95% confidence interval (percent),v97102916,7.4.2.3.3,10.6
2012,Outside Inuit Nunangat,25 to 54 years,Male,Excellent perceived general health,Low 95% confidence interval (percent),v97102916,7.4.2.3.3,F
2001,Outside Inuit Nunangat,25 to 54 years,Male,Excellent perceived general health,High 95% confidence interval (percent),v97102917,7.4.2.3.4,F
2006,Outside Inuit Nunangat,25 to 54 years,Male,Excellent perceived general health,High 95% confidence interval (percent),v97102917,7.4.2.3.4,30.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,Excellent perceived general health,High 95% confidence interval (percent),v97102917,7.4.2.3.4,F
2001,Outside Inuit Nunangat,25 to 54 years,Male,Very good perceived general health,Number of persons,v97102918,7.4.2.4.1,640.0
2006,Outside Inuit Nunangat,25 to 54 years,Male,Very good perceived general health,Number of persons,v97102918,7.4.2.4.1,900.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,Very good perceived general health,Number of persons,v97102918,7.4.2.4.1,1070.0
2001,Outside Inuit Nunangat,25 to 54 years,Male,Very good perceived general health,Percent,v97102919,7.4.2.4.2,40.0
2006,Outside Inuit Nunangat,25 to 54 years,Male,Very good perceived general health,Percent,v97102919,7.4.2.4.2,34.5
2012,Outside Inuit Nunangat,25 to 54 years,Male,Very good perceived general health,Percent,v97102919,7.4.2.4.2,40.8
2001,Outside Inuit Nunangat,25 to 54 years,Male,Very good perceived general health,Low 95% confidence interval (percent),v97102920,7.4.2.4.3,25.2
2006,Outside Inuit Nunangat,25 to 54 years,Male,Very good perceived general health,Low 95% confidence interval (percent),v97102920,7.4.2.4.3,23.6
2012,Outside Inuit Nunangat,25 to 54 years,Male,Very good perceived general health,Low 95% confidence interval (percent),v97102920,7.4.2.4.3,27.8
2001,Outside Inuit Nunangat,25 to 54 years,Male,Very good perceived general health,High 95% confidence interval (percent),v97102921,7.4.2.4.4,56.8
2006,Outside Inuit Nunangat,25 to 54 years,Male,Very good perceived general health,High 95% confidence interval (percent),v97102921,7.4.2.4.4,47.4
2012,Outside Inuit Nunangat,25 to 54 years,Male,Very good perceived general health,High 95% confidence interval (percent),v97102921,7.4.2.4.4,55.4
2001,Outside Inuit Nunangat,25 to 54 years,Male,Good perceived general health,Number of persons,v97102922,7.4.2.5.1,330.0
2006,Outside Inuit Nunangat,25 to 54 years,Male,Good perceived general health,Number of persons,v97102922,7.4.2.5.1,850.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,Good perceived general health,Number of persons,v97102922,7.4.2.5.1,560.0
2001,Outside Inuit Nunangat,25 to 54 years,Male,Good perceived general health,Percent,v97102923,7.4.2.5.2,20.6
2006,Outside Inuit Nunangat,25 to 54 years,Male,Good perceived general health,Percent,v97102923,7.4.2.5.2,32.6
2012,Outside Inuit Nunangat,25 to 54 years,Male,Good perceived general health,Percent,v97102923,7.4.2.5.2,21.4
2001,Outside Inuit Nunangat,25 to 54 years,Male,Good perceived general health,Low 95% confidence interval (percent),v97102924,7.4.2.5.3,11.5
2006,Outside Inuit Nunangat,25 to 54 years,Male,Good perceived general health,Low 95% confidence interval (percent),v97102924,7.4.2.5.3,22.0
2012,Outside Inuit Nunangat,25 to 54 years,Male,Good perceived general health,Low 95% confidence interval (percent),v97102924,7.4.2.5.3,12.5
2001,Outside Inuit Nunangat,25 to 54 years,Male,Good perceived general health,High 95% confidence interval (percent),v97102925,7.4.2.5.4,34.1
2006,Outside Inuit Nunangat,25 to 54 years,Male,Good perceived general health,High 95% confidence interval (percent),v97102925,7.4.2.5.4,44.9
2012,Outside Inuit Nunangat,25 to 54 years,Male,Good perceived general health,High 95% confidence interval (percent),v97102925,7.4.2.5.4,33.8
2001,Outside Inuit Nunangat,25 to 54 years,Male,Fair or poor perceived general health,Number of persons,v97102926,7.4.2.6.1,F
2006,Outside Inuit Nunangat,25 to 54 years,Male,Fair or poor perceived general health,Number of persons,v97102926,7.4.2.6.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Fair or poor perceived general health,Number of persons,v97102926,7.4.2.6.1,F
2001,Outside Inuit Nunangat,25 to 54 years,Male,Fair or poor perceived general health,Percent,v97102927,7.4.2.6.2,F
2006,Outside Inuit Nunangat,25 to 54 years,Male,Fair or poor perceived general health,Percent,v97102927,7.4.2.6.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Fair or poor perceived general health,Percent,v97102927,7.4.2.6.2,F
2001,Outside Inuit Nunangat,25 to 54 years,Male,Fair or poor perceived general health,Low 95% confidence interval (percent),v97102928,7.4.2.6.3,F
2006,Outside Inuit Nunangat,25 to 54 years,Male,Fair or poor perceived general health,Low 95% confidence interval (percent),v97102928,7.4.2.6.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Fair or poor perceived general health,Low 95% confidence interval (percent),v97102928,7.4.2.6.3,F
2001,Outside Inuit Nunangat,25 to 54 years,Male,Fair or poor perceived general health,High 95% confidence interval (percent),v97102929,7.4.2.6.4,F
2006,Outside Inuit Nunangat,25 to 54 years,Male,Fair or poor perceived general health,High 95% confidence interval (percent),v97102929,7.4.2.6.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Fair or poor perceived general health,High 95% confidence interval (percent),v97102929,7.4.2.6.4,F
2001,Outside Inuit Nunangat,25 to 54 years,Male,Perceived general health not specified,Number of persons,v97102930,7.4.2.7.1,F
2006,Outside Inuit Nunangat,25 to 54 years,Male,Perceived general health not specified,Number of persons,v97102930,7.4.2.7.1,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Perceived general health not specified,Number of persons,v97102930,7.4.2.7.1,F
2001,Outside Inuit Nunangat,25 to 54 years,Male,Perceived general health not specified,Percent,v97102931,7.4.2.7.2,F
2006,Outside Inuit Nunangat,25 to 54 years,Male,Perceived general health not specified,Percent,v97102931,7.4.2.7.2,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Perceived general health not specified,Percent,v97102931,7.4.2.7.2,F
2001,Outside Inuit Nunangat,25 to 54 years,Male,Perceived general health not specified,Low 95% confidence interval (percent),v97102932,7.4.2.7.3,F
2006,Outside Inuit Nunangat,25 to 54 years,Male,Perceived general health not specified,Low 95% confidence interval (percent),v97102932,7.4.2.7.3,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Perceived general health not specified,Low 95% confidence interval (percent),v97102932,7.4.2.7.3,F
2001,Outside Inuit Nunangat,25 to 54 years,Male,Perceived general health not specified,High 95% confidence interval (percent),v97102933,7.4.2.7.4,F
2006,Outside Inuit Nunangat,25 to 54 years,Male,Perceived general health not specified,High 95% confidence interval (percent),v97102933,7.4.2.7.4,F
2012,Outside Inuit Nunangat,25 to 54 years,Male,Perceived general health not specified,High 95% confidence interval (percent),v97102933,7.4.2.7.4,F
2001,Outside Inuit Nunangat,25 to 54 years,Female,"Total, perceived general health",Number of persons,v97102934,7.4.3.1.1,2090.0
2006,Outside Inuit Nunangat,25 to 54 years,Female,"Total, perceived general health",Number of persons,v97102934,7.4.3.1.1,3800.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Total, perceived general health",Number of persons,v97102934,7.4.3.1.1,3260.0
2001,Outside Inuit Nunangat,25 to 54 years,Female,"Total, perceived general health",Percent,v97102935,7.4.3.1.2,100.0
2006,Outside Inuit Nunangat,25 to 54 years,Female,"Total, perceived general health",Percent,v97102935,7.4.3.1.2,100.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Total, perceived general health",Percent,v97102935,7.4.3.1.2,100.0
2001,Outside Inuit Nunangat,25 to 54 years,Female,"Total, perceived general health",Low 95% confidence interval (percent),v97102936,7.4.3.1.3,100.0
2006,Outside Inuit Nunangat,25 to 54 years,Female,"Total, perceived general health",Low 95% confidence interval (percent),v97102936,7.4.3.1.3,100.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Total, perceived general health",Low 95% confidence interval (percent),v97102936,7.4.3.1.3,100.0
2001,Outside Inuit Nunangat,25 to 54 years,Female,"Total, perceived general health",High 95% confidence interval (percent),v97102937,7.4.3.1.4,100.0
2006,Outside Inuit Nunangat,25 to 54 years,Female,"Total, perceived general health",High 95% confidence interval (percent),v97102937,7.4.3.1.4,100.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,"Total, perceived general health",High 95% confidence interval (percent),v97102937,7.4.3.1.4,100.0
2001,Outside Inuit Nunangat,25 to 54 years,Female,Excellent or very good perceived general health,Number of persons,v97102938,7.4.3.2.1,1020.0
2006,Outside Inuit Nunangat,25 to 54 years,Female,Excellent or very good perceived general health,Number of persons,v97102938,7.4.3.2.1,2360.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,Excellent or very good perceived general health,Number of persons,v97102938,7.4.3.2.1,1660.0
2001,Outside Inuit Nunangat,25 to 54 years,Female,Excellent or very good perceived general health,Percent,v97102939,7.4.3.2.2,48.8
2006,Outside Inuit Nunangat,25 to 54 years,Female,Excellent or very good perceived general health,Percent,v97102939,7.4.3.2.2,62.1
2012,Outside Inuit Nunangat,25 to 54 years,Female,Excellent or very good perceived general health,Percent,v97102939,7.4.3.2.2,50.9
2001,Outside Inuit Nunangat,25 to 54 years,Female,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97102940,7.4.3.2.3,32.6
2006,Outside Inuit Nunangat,25 to 54 years,Female,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97102940,7.4.3.2.3,52.1
2012,Outside Inuit Nunangat,25 to 54 years,Female,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97102940,7.4.3.2.3,38.8
2001,Outside Inuit Nunangat,25 to 54 years,Female,Excellent or very good perceived general health,High 95% confidence interval (percent),v97102941,7.4.3.2.4,65.6
2006,Outside Inuit Nunangat,25 to 54 years,Female,Excellent or very good perceived general health,High 95% confidence interval (percent),v97102941,7.4.3.2.4,71.1
2012,Outside Inuit Nunangat,25 to 54 years,Female,Excellent or very good perceived general health,High 95% confidence interval (percent),v97102941,7.4.3.2.4,62.8
2001,Outside Inuit Nunangat,25 to 54 years,Female,Excellent perceived general health,Number of persons,v97102942,7.4.3.3.1,480.0
2006,Outside Inuit Nunangat,25 to 54 years,Female,Excellent perceived general health,Number of persons,v97102942,7.4.3.3.1,830.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,Excellent perceived general health,Number of persons,v97102942,7.4.3.3.1,630.0
2001,Outside Inuit Nunangat,25 to 54 years,Female,Excellent perceived general health,Percent,v97102943,7.4.3.3.2,23.0
2006,Outside Inuit Nunangat,25 to 54 years,Female,Excellent perceived general health,Percent,v97102943,7.4.3.3.2,21.8
2012,Outside Inuit Nunangat,25 to 54 years,Female,Excellent perceived general health,Percent,v97102943,7.4.3.3.2,19.3
2001,Outside Inuit Nunangat,25 to 54 years,Female,Excellent perceived general health,Low 95% confidence interval (percent),v97102944,7.4.3.3.3,13.1
2006,Outside Inuit Nunangat,25 to 54 years,Female,Excellent perceived general health,Low 95% confidence interval (percent),v97102944,7.4.3.3.3,14.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,Excellent perceived general health,Low 95% confidence interval (percent),v97102944,7.4.3.3.3,12.1
2001,Outside Inuit Nunangat,25 to 54 years,Female,Excellent perceived general health,High 95% confidence interval (percent),v97102945,7.4.3.3.4,37.2
2006,Outside Inuit Nunangat,25 to 54 years,Female,Excellent perceived general health,High 95% confidence interval (percent),v97102945,7.4.3.3.4,32.6
2012,Outside Inuit Nunangat,25 to 54 years,Female,Excellent perceived general health,High 95% confidence interval (percent),v97102945,7.4.3.3.4,29.2
2001,Outside Inuit Nunangat,25 to 54 years,Female,Very good perceived general health,Number of persons,v97102946,7.4.3.4.1,540.0
2006,Outside Inuit Nunangat,25 to 54 years,Female,Very good perceived general health,Number of persons,v97102946,7.4.3.4.1,1530.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,Very good perceived general health,Number of persons,v97102946,7.4.3.4.1,1030.0
2001,Outside Inuit Nunangat,25 to 54 years,Female,Very good perceived general health,Percent,v97102947,7.4.3.4.2,25.8
2006,Outside Inuit Nunangat,25 to 54 years,Female,Very good perceived general health,Percent,v97102947,7.4.3.4.2,40.3
2012,Outside Inuit Nunangat,25 to 54 years,Female,Very good perceived general health,Percent,v97102947,7.4.3.4.2,31.6
2001,Outside Inuit Nunangat,25 to 54 years,Female,Very good perceived general health,Low 95% confidence interval (percent),v97102948,7.4.3.4.3,15.9
2006,Outside Inuit Nunangat,25 to 54 years,Female,Very good perceived general health,Low 95% confidence interval (percent),v97102948,7.4.3.4.3,29.8
2012,Outside Inuit Nunangat,25 to 54 years,Female,Very good perceived general health,Low 95% confidence interval (percent),v97102948,7.4.3.4.3,21.6
2001,Outside Inuit Nunangat,25 to 54 years,Female,Very good perceived general health,High 95% confidence interval (percent),v97102949,7.4.3.4.4,39.4
2006,Outside Inuit Nunangat,25 to 54 years,Female,Very good perceived general health,High 95% confidence interval (percent),v97102949,7.4.3.4.4,51.5
2012,Outside Inuit Nunangat,25 to 54 years,Female,Very good perceived general health,High 95% confidence interval (percent),v97102949,7.4.3.4.4,43.6
2001,Outside Inuit Nunangat,25 to 54 years,Female,Good perceived general health,Number of persons,v97102950,7.4.3.5.1,F
2006,Outside Inuit Nunangat,25 to 54 years,Female,Good perceived general health,Number of persons,v97102950,7.4.3.5.1,910.0
2012,Outside Inuit Nunangat,25 to 54 years,Female,Good perceived general health,Number of persons,v97102950,7.4.3.5.1,730.0
