Ref_Date,GEO,VEGETABLE,HOLDING,Vector,Coordinate,Value
1976/03,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,494.0
1976/04,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,491.0
1976/05,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,453.0
1976/06,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,489.0
1976/07,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,440.0
1976/08,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,481.0
1976/09,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,410.0
1976/10,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,365.0
1976/11,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,438.0
1976/12,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,538.0
1977/01,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,478.0
1977/02,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,247.0
1977/03,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,335.0
1977/04,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,371.0
1977/05,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,397.0
1977/06,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,488.0
1977/07,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,518.0
1977/08,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,498.0
1977/09,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,431.0
1977/10,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,383.0
1977/11,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,398.0
1977/12,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,369.0
1978/01,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,409.0
1978/02,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,346.0
1978/03,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,253.0
1978/04,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,211.0
1978/05,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,305.0
1978/06,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,383.0
1978/07,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,412.0
1978/08,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,425.0
1978/09,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,340.0
1978/10,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,259.0
1978/11,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,257.0
1978/12,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,301.0
1979/01,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,256.0
1979/02,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,176.0
1979/03,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,127.0
1979/04,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,103.0
1979/05,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,233.0
1979/06,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,408.0
1979/07,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,783.0
1979/08,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,973.0
1979/09,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,849.0
1979/10,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,782.0
1979/11,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,822.0
1979/12,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,849.0
1980/01,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,791.0
1980/02,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,667.0
1980/03,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,561.0
1980/04,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,509.0
1980/05,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,515.0
1980/06,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,560.0
1980/07,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,795.0
1980/08,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,860.0
1980/09,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,790.0
1980/10,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,747.0
1980/11,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,770.0
1980/12,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,765.0
1981/01,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,691.0
1981/02,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,587.0
1981/03,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,582.0
1981/04,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,513.0
1981/05,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,460.0
1981/06,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,617.0
1981/07,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,691.0
1981/08,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,1121.0
1981/09,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,958.0
1981/10,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,775.0
1981/11,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,579.0
1981/12,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,617.0
1982/01,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,552.0
1982/02,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,550.0
1982/03,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,519.0
1982/04,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,439.0
1982/05,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,641.0
1982/06,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,628.0
1982/07,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,589.0
1982/08,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,547.0
1982/09,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,546.0
1982/10,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,576.0
1982/11,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,539.0
1982/12,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,439.0
1983/01,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,391.0
1983/02,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,349.0
1983/03,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,267.0
1983/04,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,211.0
1983/05,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,276.0
1983/06,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,397.0
1983/07,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,350.0
1983/08,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,356.0
1983/09,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,314.0
1983/10,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,311.0
1983/11,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,386.0
1983/12,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,356.0
1984/01,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,393.0
1984/02,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,383.0
1984/03,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,318.0
1984/04,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,1510.0
1984/05,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,602.0
1984/06,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,627.0
1984/07,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,971.0
1984/08,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,906.0
1984/09,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,498.0
1984/10,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,454.0
1984/11,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,516.0
1984/12,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,423.0
1985/01,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,464.0
1985/02,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,477.0
1985/03,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,456.0
1985/04,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,350.0
1985/05,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,490.0
1985/06,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,421.0
1985/07,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,379.0
1985/08,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,439.0
1985/09,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,426.0
1985/10,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,473.0
1985/11,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,505.0
1985/12,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,479.0
1986/01,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,551.0
1986/02,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,465.0
1986/03,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,376.0
1986/04,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,293.0
1986/05,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,423.0
1986/06,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,499.0
1986/07,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,457.0
1986/08,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,448.0
1986/09,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,381.0
1986/10,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,400.0
1986/11,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,381.0
1986/12,Canada,Spinach,Frozen vegetables held in storages and factories,v722386,1.13.1,413.0
1970/01,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,875.0
1970/02,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,792.0
1970/03,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,764.0
1970/04,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,700.0
1970/05,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,621.0
1970/06,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,548.0
1970/07,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,471.0
1970/08,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,405.0
1970/09,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,348.0
1970/10,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,347.0
1970/11,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,666.0
1970/12,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,740.0
1971/01,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,755.0
1971/02,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,699.0
1971/03,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,706.0
1971/04,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,623.0
1971/05,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,543.0
1971/06,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,385.0
1971/07,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,440.0
1971/08,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,382.0
1971/09,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,427.0
1971/10,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,355.0
1971/11,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,647.0
1971/12,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,847.0
1972/01,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,1032.0
1972/02,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,826.0
1972/03,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,792.0
1972/04,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,740.0
1972/05,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,678.0
1972/06,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,599.0
1972/07,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,506.0
1972/08,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,385.0
1972/09,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,374.0
1972/10,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,275.0
1972/11,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,570.0
1972/12,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,747.0
1973/01,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,789.0
1973/02,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,682.0
1973/03,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,635.0
1973/04,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,527.0
1973/05,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,397.0
1973/06,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,352.0
1973/07,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,280.0
1973/08,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,246.0
1973/09,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,200.0
1973/10,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,181.0
1973/11,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,938.0
1973/12,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,1192.0
1974/01,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,1050.0
1974/02,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,926.0
1974/03,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,846.0
1974/04,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,740.0
1974/05,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,659.0
1974/06,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,591.0
1974/07,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,508.0
1974/08,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,520.0
1974/09,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,383.0
1974/10,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,365.0
1974/11,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,674.0
1974/12,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,909.0
1975/01,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,872.0
1975/02,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,774.0
1975/03,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,714.0
1975/04,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,675.0
1975/05,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,585.0
1975/06,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,515.0
1975/07,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,474.0
1975/08,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,445.0
1975/09,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,436.0
1975/10,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,367.0
1975/11,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,866.0
1975/12,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,993.0
1976/01,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,960.0
1976/02,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,903.0
1976/03,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,844.0
1976/04,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,778.0
1976/05,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,717.0
1976/06,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,684.0
1976/07,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,628.0
1976/08,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,577.0
1976/09,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,545.0
1976/10,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,489.0
1976/11,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,1108.0
1976/12,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,901.0
1977/01,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,800.0
1977/02,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,729.0
1977/03,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,733.0
1977/04,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,714.0
1977/05,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,628.0
1977/06,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,581.0
1977/07,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,515.0
1977/08,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,435.0
1977/09,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,415.0
1977/10,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,416.0
1977/11,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,932.0
1977/12,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,1078.0
1978/01,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,1045.0
1978/02,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,924.0
1978/03,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,821.0
1978/04,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,684.0
1978/05,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,567.0
1978/06,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,454.0
1978/07,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,361.0
1978/08,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,313.0
1978/09,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,265.0
1978/10,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,318.0
1978/11,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,679.0
1978/12,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,858.0
1979/01,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,757.0
1979/02,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,722.0
1979/03,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,607.0
1979/04,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,512.0
1979/05,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,439.0
1979/06,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,362.0
1979/07,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,274.0
1979/08,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,256.0
1979/09,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,211.0
1979/10,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,183.0
1979/11,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,859.0
1979/12,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,1017.0
1980/01,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,968.0
1980/02,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,1007.0
1980/03,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,939.0
1980/04,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,878.0
1980/05,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,837.0
1980/06,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,718.0
1980/07,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,656.0
1980/08,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,610.0
1980/09,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,555.0
1980/10,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,476.0
1980/11,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,1139.0
1980/12,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,1225.0
1981/01,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,1133.0
1981/02,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,1047.0
1981/03,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,1070.0
1981/04,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,989.0
1981/05,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,837.0
1981/06,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,796.0
1981/07,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,661.0
1981/08,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,698.0
1981/09,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,684.0
1981/10,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,679.0
1981/11,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,967.0
1981/12,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,1117.0
1982/01,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,969.0
1982/02,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,955.0
1982/03,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,858.0
1982/04,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,780.0
1982/05,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,658.0
1982/06,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,591.0
1982/07,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,525.0
1982/08,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,398.0
1982/09,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,346.0
1982/10,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,417.0
1982/11,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,532.0
1982/12,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,930.0
1983/01,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,809.0
1983/02,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,764.0
1983/03,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,704.0
1983/04,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,647.0
1983/05,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,541.0
1983/06,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,506.0
1983/07,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,406.0
1983/08,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,389.0
1983/09,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,355.0
1983/10,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,443.0
1983/11,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,992.0
1983/12,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,1091.0
1984/01,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,939.0
1984/02,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,849.0
1984/03,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,814.0
1984/04,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,733.0
1984/05,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,592.0
1984/06,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,551.0
1984/07,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,560.0
1984/08,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,471.0
1984/09,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,401.0
1984/10,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,282.0
1984/11,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,763.0
1984/12,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,809.0
1985/01,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,988.0
1985/02,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,911.0
1985/03,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,878.0
1985/04,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,869.0
1985/05,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,737.0
1985/06,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,699.0
1985/07,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,589.0
1985/08,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,536.0
1985/09,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,446.0
1985/10,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,424.0
1985/11,Canada,Squash,Frozen vegetables held in storages and factories,v722387,1.14.1,508.0
