Ref_Date,GEO,SUP,TYP,Vector,Coordinate,Value
2003,Canada,Human food,"Durum wheat (x 1,000)",v382905,1.30.9,251.5
1971,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,76.9
1972,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,61.2
1973,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,72.9
1974,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,85.2
1975,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,70.1
1976,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,69.6
1977,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,69.0
1978,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,73.5
1979,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,71.5
1980,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,67.6
1981,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,79.7
1982,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,81.9
1983,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,73.3
1984,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,74.0
1985,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,72.0
1986,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,81.3
1987,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,75.3
1988,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,95.4
1989,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,90.8
1990,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,70.0
1991,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,65.1
1992,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,114.4
1993,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,113.0
1994,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,123.8
1995,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,93.1
1996,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,206.5
1997,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,187.4
1998,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,200.5
1999,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,191.1
2000,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,88.4
2001,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,147.6
2002,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,132.1
2003,Canada,Human food,"Oats (x 1,000)",v383267,1.30.3,139.8
1971,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,3.1
1972,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,3.2
1973,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,3.4
1974,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,3.1
1975,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,2.6
1976,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,4.1
1977,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,4.5
1978,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,4.0
1979,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,6.1
1980,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,6.4
1981,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,5.0
1982,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,5.4
1983,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,5.0
1984,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,5.0
1985,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,5.0
1986,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,5.0
1987,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,3.3
1988,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,2.8
1989,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,3.4
1990,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,4.0
1991,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,4.5
1992,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,6.9
1993,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,7.8
1994,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,7.2
1995,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,7.5
1996,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,6.9
1997,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,9.3
1998,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,10.4
1999,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,8.2
2000,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,8.3
2001,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,7.6
2002,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,6.1
2003,Canada,Human food,"Barley (x 1,000)",v383294,1.30.4,9.0
1971,Canada,Human food,Rye,v383321,1.30.1,126.0
1972,Canada,Human food,Rye,v383321,1.30.1,130.0
1973,Canada,Human food,Rye,v383321,1.30.1,126.0
1974,Canada,Human food,Rye,v383321,1.30.1,133.0
1975,Canada,Human food,Rye,v383321,1.30.1,137.0
1976,Canada,Human food,Rye,v383321,1.30.1,128.0
1977,Canada,Human food,Rye,v383321,1.30.1,134.0
1978,Canada,Human food,Rye,v383321,1.30.1,133.0
1979,Canada,Human food,Rye,v383321,1.30.1,131.0
1980,Canada,Human food,Rye,v383321,1.30.1,137.0
1981,Canada,Human food,Rye,v383321,1.30.1,142.0
1982,Canada,Human food,Rye,v383321,1.30.1,137.0
1983,Canada,Human food,Rye,v383321,1.30.1,130.0
1984,Canada,Human food,Rye,v383321,1.30.1,120.0
1985,Canada,Human food,Rye,v383321,1.30.1,130.0
1986,Canada,Human food,Rye,v383321,1.30.1,137.0
1987,Canada,Human food,Rye,v383321,1.30.1,149.0
1988,Canada,Human food,Rye,v383321,1.30.1,144.0
1989,Canada,Human food,Rye,v383321,1.30.1,142.0
1990,Canada,Human food,Rye,v383321,1.30.1,144.0
1991,Canada,Human food,Rye,v383321,1.30.1,140.0
1992,Canada,Human food,Rye,v383321,1.30.1,142.0
1993,Canada,Human food,Rye,v383321,1.30.1,142.0
1994,Canada,Human food,Rye,v383321,1.30.1,149.0
1995,Canada,Human food,Rye,v383321,1.30.1,154.0
1996,Canada,Human food,Rye,v383321,1.30.1,145.0
1997,Canada,Human food,Rye,v383321,1.30.1,134.0
1998,Canada,Human food,Rye,v383321,1.30.1,120.0
1999,Canada,Human food,Rye,v383321,1.30.1,138.0
2000,Canada,Human food,Rye,v383321,1.30.1,140.0
2001,Canada,Human food,Rye,v383321,1.30.1,153.0
1971,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,0.1
1972,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,0.1
1973,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,0.1
1974,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,x
1975,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,x
1976,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,x
1977,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,x
1978,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,x
1979,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,x
1980,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,x
1981,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,x
1982,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,x
1983,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,x
1984,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,x
1985,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,x
1986,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,x
1987,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,x
1988,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,x
1989,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,0.0
1990,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,0.0
1991,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,0.0
1992,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,0.0
1993,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,0.0
1994,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,0.0
1995,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,0.0
1996,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,0.0
1997,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,0.0
1998,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,0.0
1999,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,0.0
2000,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,0.0
2001,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,0.0
2002,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,0.0
2003,Canada,Human food,"Flaxseed (x 1,000)",v383345,1.30.5,0.0
1971,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,778.4
1972,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,867.1
1973,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,794.1
1974,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,905.0
1975,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1061.1
1976,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,922.2
1977,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,960.9
1978,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,948.9
1979,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1012.6
1980,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1125.3
1981,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1139.5
1982,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1238.0
1983,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1193.9
1984,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1263.2
1985,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1342.1
1986,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1283.3
1987,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1244.0
1988,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1317.8
1989,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1343.1
1990,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1345.3
1991,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1361.9
1992,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1230.1
1993,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1048.0
1994,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1081.4
1995,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1186.0
1996,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1098.0
1997,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1036.1
1998,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,995.1
1999,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1075.3
2000,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1060.7
2001,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1035.0
2002,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1043.7
2003,Canada,Seed requirements,"Wheat (x 1,000)",v383241,1.31.2,1013.5
1978,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,848.5
1979,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,894.5
1980,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,974.6
1981,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,1008.7
1982,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,1112.2
1983,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,1043.0
1984,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,1108.7
1985,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,1163.6
1986,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,1072.8
1987,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,1030.0
1988,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,1064.9
1989,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,1141.7
1990,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,1154.0
1991,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,1216.9
1992,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,1090.1
1993,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,822.9
1994,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,872.5
1995,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,988.5
1996,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,884.6
1997,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,755.5
1998,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,824.8
1999,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,822.8
2000,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,854.0
2001,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,797.6
2002,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,807.0
2003,Canada,Seed requirements,"Wheat, excluding durum (x 1,000)",v383397,1.31.7,801.2
1976,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,64.8
1977,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,131.6
1978,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,100.4
1979,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,118.1
1980,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,150.6
1981,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,130.9
1982,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,125.8
1983,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,150.9
1984,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,154.6
1985,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,178.5
1986,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,210.5
1987,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,214.0
1988,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,252.9
1989,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,201.4
1990,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,191.3
1991,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,145.0
1992,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,140.0
1993,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,225.0
1994,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,208.9
1995,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,197.5
1996,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,213.4
1997,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,280.5
1998,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,170.2
1999,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,252.5
2000,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,206.6
2001,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,237.4
2002,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,236.7
2003,Canada,Seed requirements,"Durum wheat (x 1,000)",v382906,1.31.9,212.3
1971,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,250.1
1972,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,269.5
1973,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,253.9
1974,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,240.2
1975,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,236.6
1976,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,211.1
1977,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,175.7
1978,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,149.7
1979,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,161.3
1980,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,165.7
1981,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,165.8
1982,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,146.9
1983,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,149.8
1984,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,147.6
1985,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,142.0
1986,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,133.7
1987,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,150.0
1988,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,159.6
1989,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,127.1
1990,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,103.8
1991,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,139.4
1992,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,144.1
1993,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,152.9
1994,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,132.0
1995,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,170.9
1996,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,155.1
1997,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,170.9
1998,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,156.2
1999,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,152.2
2000,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,158.6
2001,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,199.0
2002,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,188.5
2003,Canada,Seed requirements,"Oats (x 1,000)",v383268,1.31.3,165.9
1971,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,429.2
1972,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,423.2
1973,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,418.3
1974,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,402.5
1975,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,385.9
1976,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,428.8
1977,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,386.9
1978,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,338.4
1979,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,429.9
1980,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,489.8
1981,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,474.9
1982,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,407.2
1983,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,435.0
1984,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,464.8
1985,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,463.8
1986,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,453.3
1987,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,394.6
1988,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,431.1
1989,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,413.8
1990,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,393.0
1991,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,355.3
1992,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,394.4
1993,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,374.1
1994,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,401.2
1995,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,451.6
1996,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,432.9
1997,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,399.8
1998,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,380.1
1999,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,447.0
2000,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,415.0
2001,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,453.1
2002,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,441.7
2003,Canada,Seed requirements,"Barley (x 1,000)",v383295,1.31.4,409.3
1971,Canada,Seed requirements,Rye,v383322,1.31.1,187.0
1972,Canada,Seed requirements,Rye,v383322,1.31.1,186.0
1973,Canada,Seed requirements,Rye,v383322,1.31.1,247.0
1974,Canada,Seed requirements,Rye,v383322,1.31.1,247.0
1975,Canada,Seed requirements,Rye,v383322,1.31.1,185.0
1976,Canada,Seed requirements,Rye,v383322,1.31.1,182.0
1977,Canada,Seed requirements,Rye,v383322,1.31.1,231.0
1978,Canada,Seed requirements,Rye,v383322,1.31.1,273.0
1979,Canada,Seed requirements,Rye,v383322,1.31.1,268.0
1980,Canada,Seed requirements,Rye,v383322,1.31.1,344.0
1981,Canada,Seed requirements,Rye,v383322,1.31.1,356.0
1982,Canada,Seed requirements,Rye,v383322,1.31.1,335.0
1983,Canada,Seed requirements,Rye,v383322,1.31.1,296.0
1984,Canada,Seed requirements,Rye,v383322,1.31.1,344.0
1985,Canada,Seed requirements,Rye,v383322,1.31.1,252.0
1986,Canada,Seed requirements,Rye,v383322,1.31.1,225.0
1987,Canada,Seed requirements,Rye,v383322,1.31.1,286.0
1988,Canada,Seed requirements,Rye,v383322,1.31.1,422.0
1989,Canada,Seed requirements,Rye,v383322,1.31.1,397.0
1990,Canada,Seed requirements,Rye,v383322,1.31.1,231.0
1991,Canada,Seed requirements,Rye,v383322,1.31.1,176.0
1992,Canada,Seed requirements,Rye,v383322,1.31.1,187.0
1993,Canada,Seed requirements,Rye,v383322,1.31.1,189.0
1994,Canada,Seed requirements,Rye,v383322,1.31.1,172.0
1995,Canada,Seed requirements,Rye,v383322,1.31.1,175.0
1996,Canada,Seed requirements,Rye,v383322,1.31.1,166.0
1997,Canada,Seed requirements,Rye,v383322,1.31.1,208.0
1998,Canada,Seed requirements,Rye,v383322,1.31.1,182.0
1999,Canada,Seed requirements,Rye,v383322,1.31.1,157.0
2000,Canada,Seed requirements,Rye,v383322,1.31.1,154.0
2001,Canada,Seed requirements,Rye,v383322,1.31.1,135.0
1971,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,21.4
1972,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,23.6
1973,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,22.6
1974,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,x
1975,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,x
1976,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,x
1977,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,x
1978,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,x
1979,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,x
1980,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,x
1981,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,26.0
1982,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,18.0
1983,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,29.8
1984,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,30.6
1985,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,33.5
1986,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,25.0
1987,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,19.8
1988,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,26.3
1989,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,30.4
1990,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,22.0
1991,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,13.1
1992,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,23.1
1993,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,31.8
1994,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,38.0
1995,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,25.8
1996,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,31.9
1997,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,37.9
1998,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,34.7
1999,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,25.6
2000,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,28.8
2001,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,29.6
2002,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,31.7
2003,Canada,Seed requirements,"Flaxseed (x 1,000)",v383346,1.31.5,31.0
1971,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,10.7
1972,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,10.8
1973,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,9.6
1974,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,14.3
1975,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,5.6
1976,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,11.6
1977,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,20.7
1978,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,25.0
1979,Canada,Seed requirements,"Canola (rapeseed) (x 1,000)",v383370,1.31.6,15.3
