Ref_Date,GEO,TYP,GRA,Vector,Coordinate,Value
2009/03,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,159.0
2009/07,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,100.0
2009/12,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,235.0
2010/03,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,177.0
2010/07,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,125.0
2010/12,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,184.0
2011/03,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,107.0
2011/07,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,25.0
2011/12,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,112.0
2012/03,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,70.0
2012/07,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,8.0
2012/12,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,161.0
2013/03,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,99.0
2013/07,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,26.0
2013/12,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,117.0
2014/03,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,78.0
2014/07,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,30.0
2014/12,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,114.0
2015/03,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,73.0
2015/07,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,30.0
2015/12,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,124.0
2016/03,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,78.0
2016/07,Canada,Farm stocks,"Rye, all (x 1,000)",v73866323,1.2.5,34.0
1980/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,..
1980/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,..
1980/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,..
1981/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,..
1981/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,..
1981/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,..
1982/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,..
1982/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,..
1982/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,..
1983/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,0.0
1983/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,20.0
1983/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,250.0
1984/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,130.0
1984/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,20.0
1984/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,300.0
1985/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,220.0
1985/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,20.0
1985/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,390.0
1986/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,230.0
1986/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,20.0
1986/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,275.0
1987/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,143.0
1987/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,16.0
1987/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,413.0
1988/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,170.0
1988/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,7.0
1988/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,365.0
1989/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,169.0
1989/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,48.0
1989/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,405.0
1990/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,235.0
1990/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,45.0
1990/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,460.0
1991/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,248.0
1991/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,55.0
1991/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,428.0
1992/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,281.0
1992/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,23.0
1992/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,514.0
1993/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,285.0
1993/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,7.0
1993/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,638.0
1994/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,302.0
1994/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,16.0
1994/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,731.0
1995/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,378.0
1995/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,21.0
1995/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,708.0
1996/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,312.0
1996/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,14.0
1996/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,707.0
1997/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,496.0
1997/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,18.0
1997/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,892.0
1998/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,441.0
1998/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,21.0
1998/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,872.0
1999/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,466.0
1999/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,70.0
1999/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,952.0
2000/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,501.0
2000/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,65.0
2000/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,951.0
2001/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,520.0
2001/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,85.0
2001/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,540.0
2002/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,340.0
2002/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,25.0
2002/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,837.0
2003/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,430.0
2003/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,45.0
2003/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,687.0
2004/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,300.0
2004/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,20.0
2004/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,1277.0
2005/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,796.0
2005/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,90.0
2005/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,1378.0
2006/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,1021.0
2006/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,200.0
2006/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,1554.0
2007/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,896.0
2007/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,130.0
2007/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,955.0
2008/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,475.0
2008/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,25.0
2008/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,1156.0
2009/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,603.0
2009/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,45.0
2009/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,1425.0
2010/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,855.0
2010/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,70.0
2010/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,1460.0
2011/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,785.0
2011/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,65.0
2011/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,1970.0
2012/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,1105.0
2012/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,25.0
2012/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,1640.0
2013/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,893.0
2013/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,20.0
2013/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,1887.0
2014/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,989.0
2014/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,25.0
2014/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,2070.0
2015/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,1122.0
2015/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,117.0
2015/12,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,2195.0
2016/03,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,1108.0
2016/07,Canada,Farm stocks,"Soybeans (x 1,000)",v73866327,1.2.9,29.0
1980/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1980/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1980/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1981/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1981/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1981/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1982/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1982/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1982/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1983/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1983/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1983/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1984/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1984/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1984/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1985/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1985/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1985/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1986/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1986/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1986/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1987/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1987/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1987/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1988/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1988/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1988/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1989/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1989/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1989/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1990/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1990/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1990/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1991/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1991/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1991/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1992/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1992/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1992/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1993/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1993/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1993/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1994/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1994/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1994/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1995/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1995/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1995/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1996/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1996/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1996/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1997/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1997/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1997/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1998/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1998/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1998/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1999/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
1999/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,25.0
1999/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
2000/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,..
2000/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,35.0
2000/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,100.0
2001/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,65.0
2001/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,40.0
2001/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,80.0
2002/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,42.0
2002/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,14.0
2002/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,103.0
2003/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,65.0
2003/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,26.0
2003/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,104.0
2004/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,63.0
2004/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,20.0
2004/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,40.0
2005/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,23.0
2005/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,11.0
2005/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,65.0
2006/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,47.0
2006/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,20.0
2006/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,124.0
2007/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,79.0
2007/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,10.0
2007/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,71.0
2008/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,32.0
2008/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,6.0
2008/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,65.0
2009/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,40.0
2009/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,12.0
2009/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,85.0
2010/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,65.0
2010/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,35.0
2010/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,73.0
2011/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,50.0
2011/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,27.0
2011/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,22.0
2012/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,10.0
2012/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,2.0
2012/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,65.0
2013/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,45.0
2013/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,15.0
2013/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,45.0
2014/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,18.0
2014/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,0.0
2014/12,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,0.0
2015/03,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,0.0
2015/07,Canada,Farm stocks,"Sunflower seed (x 1,000)",v73866330,1.2.13,0.0
1980/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,14478.0
1980/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,4273.0
1980/12,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,..
1981/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,10560.0
1981/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,1585.0
1981/12,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,16734.0
1982/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,13139.0
1982/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,3560.0
1982/12,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,18328.0
1983/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,14519.0
1983/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,2000.0
1983/12,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,17287.0
1984/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,14092.0
1984/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,1735.0
1984/12,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,10640.0
1985/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,7557.0
1985/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,1080.0
1985/12,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,14545.0
1986/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,10120.0
1986/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,770.0
1986/12,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,22375.0
1987/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,17602.0
1987/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,4997.0
1987/12,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,17750.0
1988/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,12810.0
1988/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,3168.0
1988/12,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,8265.0
1989/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,5830.0
1989/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,812.0
1989/12,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,14223.0
1990/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,9560.0
1990/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,700.0
1990/12,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,21929.0
1991/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,15340.0
1991/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,2227.0
1991/12,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,22570.0
1992/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,15880.0
1992/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,3440.0
1992/12,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,21780.0
1993/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,15985.0
1993/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,4482.0
1993/12,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,23235.0
1994/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,17137.0
1994/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,3805.0
1994/12,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,14970.0
1995/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,9755.0
1995/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,670.0
1995/12,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,14895.0
1996/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,8965.0
1996/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,1015.0
1996/12,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,19495.0
1997/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,14095.0
1997/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,2053.0
1997/12,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,13590.0
1998/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,7927.0
1998/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,812.0
1998/12,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,14550.0
1999/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,9525.0
1999/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,1098.0
1999/12,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,16225.0
2000/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,10228.0
2000/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,1257.0
2000/12,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,16594.0
2001/03,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,11252.0
2001/07,Canada,Farm stocks,"Wheat, all (x 1,000)",v73866318,1.2.1,2675.0
