Ref_Date,GEO,VALUE,PRODUCE,PROCESS,Vector,Coordinate,Value
1983,Alberta,Total production (tons),Cucumbers,Fresh,v381233,11.3.4.1,519.0
1984,Alberta,Total production (tons),Cucumbers,Fresh,v381233,11.3.4.1,1352.0
1985,Alberta,Total production (tons),Cucumbers,Fresh,v381233,11.3.4.1,832.0
1986,Alberta,Total production (tons),Cucumbers,Fresh,v381233,11.3.4.1,1024.0
1987,Alberta,Total production (tons),Cucumbers,Fresh,v381233,11.3.4.1,374.0
1988,Alberta,Total production (tons),Cucumbers,Fresh,v381233,11.3.4.1,332.0
1989,Alberta,Total production (tons),Cucumbers,Fresh,v381233,11.3.4.1,815.0
1990,Alberta,Total production (tons),Cucumbers,Fresh,v381233,11.3.4.1,499.0
1991,Alberta,Total production (tons),Cucumbers,Fresh,v381233,11.3.4.1,899.0
1992,Alberta,Total production (tons),Cucumbers,Fresh,v381233,11.3.4.1,x
1993,Alberta,Total production (tons),Cucumbers,Fresh,v381233,11.3.4.1,398.0
1994,Alberta,Total production (tons),Cucumbers,Fresh,v381233,11.3.4.1,713.0
1992,Alberta,Total production (tons),Cucumbers,Processed,v381179,11.3.4.2,x
1993,Alberta,Total production (tons),Cucumbers,Processed,v381179,11.3.4.2,x
1994,Alberta,Total production (tons),Cucumbers,Processed,v381179,11.3.4.2,x
1971,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,0.0
1972,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,x
1973,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,x
1974,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,x
1975,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,x
1976,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,x
1977,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,6376.0
1978,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,x
1979,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,x
1980,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,x
1981,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,x
1982,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,x
1983,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,x
1984,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,x
1985,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,x
1986,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,x
1987,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,3622.0
1988,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,3809.0
1989,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,6262.0
1990,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,8833.0
1991,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,6264.0
1992,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,x
1993,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,8062.0
1994,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,x
1995,Alberta,Total production (tons),Carrots,Fresh,v381344,11.3.5.1,0.0
1972,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,x
1973,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,x
1974,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,x
1975,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,x
1976,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,x
1977,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,0.0
1978,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,x
1979,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,x
1980,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,x
1981,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,x
1982,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,x
1983,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,x
1984,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,x
1985,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,x
1986,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,x
1987,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,1811.0
1988,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,2020.0
1989,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,1290.0
1990,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,1144.0
1991,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,865.0
1992,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,x
1993,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,1320.0
1994,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,1784.0
1995,Alberta,Total production (tons),Carrots,Processed,v381287,11.3.5.2,7342.0
1992,Alberta,Total production (tons),Brussels sprouts,Processed,v381401,11.3.6.2,x
1992,Alberta,Total production (tons),Asparagus,Processed,v381461,11.3.7.2,x
1993,Alberta,Total production (tons),Asparagus,Processed,v381461,11.3.7.2,x
1992,Alberta,Total production (tons),Broccoli,Processed,v381521,11.3.8.2,x
1993,Alberta,Total production (tons),Broccoli,Processed,v381521,11.3.8.2,0.0
1994,Alberta,Total production (tons),Broccoli,Processed,v381521,11.3.8.2,0.0
1982,Alberta,"Farm value (dollars x 1,000)",Beans,Fresh,v72982,11.4.1.1,0.0
1983,Alberta,"Farm value (dollars x 1,000)",Beans,Fresh,v72982,11.4.1.1,0.0
1984,Alberta,"Farm value (dollars x 1,000)",Beans,Fresh,v72982,11.4.1.1,277.0
1985,Alberta,"Farm value (dollars x 1,000)",Beans,Fresh,v72982,11.4.1.1,229.0
1986,Alberta,"Farm value (dollars x 1,000)",Beans,Fresh,v72982,11.4.1.1,117.0
1987,Alberta,"Farm value (dollars x 1,000)",Beans,Fresh,v72982,11.4.1.1,198.0
1988,Alberta,"Farm value (dollars x 1,000)",Beans,Fresh,v72982,11.4.1.1,308.0
1989,Alberta,"Farm value (dollars x 1,000)",Beans,Fresh,v72982,11.4.1.1,122.0
1990,Alberta,"Farm value (dollars x 1,000)",Beans,Fresh,v72982,11.4.1.1,383.0
1991,Alberta,"Farm value (dollars x 1,000)",Beans,Fresh,v72982,11.4.1.1,458.0
1992,Alberta,"Farm value (dollars x 1,000)",Beans,Fresh,v72982,11.4.1.1,x
1993,Alberta,"Farm value (dollars x 1,000)",Beans,Fresh,v72982,11.4.1.1,x
1994,Alberta,"Farm value (dollars x 1,000)",Beans,Fresh,v72982,11.4.1.1,x
1995,Alberta,"Farm value (dollars x 1,000)",Beans,Fresh,v72982,11.4.1.1,0.0
1940,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,0.0
1941,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,0.0
1942,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,0.0
1943,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,0.0
1944,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,0.0
1945,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,0.0
1946,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,0.0
1947,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,0.0
1948,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,0.0
1949,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,0.0
1950,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,0.0
1951,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,0.0
1952,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,0.0
1953,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,0.0
1954,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,0.0
1955,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,0.0
1956,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,0.0
1957,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,0.0
1958,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,135.0
1959,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,0.0
1960,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,106.0
1961,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,0.0
1962,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,125.0
1963,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1964,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,106.0
1965,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1966,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1967,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1968,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1969,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1970,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1971,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1972,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1973,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1974,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1975,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1976,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1977,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1978,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1979,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1980,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1981,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1982,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1983,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1984,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1985,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1986,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1987,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,142.0
1988,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,108.0
1989,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,380.0
1990,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,220.0
1991,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,253.0
1992,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1993,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,236.0
1994,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,319.0
1995,Alberta,"Farm value (dollars x 1,000)",Beans,Processed,v73036,11.4.1.2,x
1940,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,0.0
1941,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,0.0
1942,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,0.0
1943,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,0.0
1944,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,0.0
1945,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,0.0
1946,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,0.0
1947,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,0.0
1948,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,0.0
1949,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,0.0
1950,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,0.0
1951,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,0.0
1952,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,0.0
1953,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,0.0
1954,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,0.0
1955,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,0.0
1956,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,0.0
1957,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,0.0
1958,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,112.0
1959,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,167.0
1960,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,98.0
1961,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,198.0
1962,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,107.0
1963,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,259.0
1964,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,360.0
1965,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,86.0
1966,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,175.0
1967,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,72.0
1968,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,103.0
1969,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,90.0
1970,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,78.0
1971,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,104.0
1972,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,98.0
1973,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,118.0
1974,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,248.0
1975,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,x
1976,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,x
1977,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,x
1978,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,x
1979,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,x
1980,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,x
1981,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,x
1982,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,x
1983,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,x
1984,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,x
1985,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,x
1986,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,x
1987,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,2392.0
1988,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,1364.0
1989,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,730.0
1990,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,826.0
1991,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,1083.0
1992,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,x
1993,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,x
1994,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,1648.0
1995,Alberta,"Farm value (dollars x 1,000)",Corn,Fresh,v73520,11.4.2.1,0.0
1940,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1941,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1942,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1943,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1944,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1945,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1946,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1947,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1948,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1949,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1950,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1951,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1952,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1953,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1954,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1955,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1956,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1957,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1958,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1959,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1960,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1961,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1962,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1963,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1964,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1965,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1966,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1967,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1968,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1969,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1970,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1971,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1972,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1973,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1974,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1975,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1976,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1977,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1978,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1979,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1980,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1981,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1982,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1983,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1984,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,0.0
1985,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1986,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1987,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,947.0
1988,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,1097.0
1989,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,1131.0
1990,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,1411.0
1991,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,1306.0
1992,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,x
1993,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,750.0
1994,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,1736.0
1995,Alberta,"Farm value (dollars x 1,000)",Corn,Processed,v73576,11.4.2.2,2428.0
1992,Alberta,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74157,11.4.3.2,x
1993,Alberta,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74157,11.4.3.2,0.0
1994,Alberta,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74157,11.4.3.2,0.0
1971,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,127.0
1972,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,122.0
1973,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,99.0
1974,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,102.0
1975,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,181.0
1976,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,175.0
1977,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,193.0
1978,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,171.0
1979,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,241.0
1980,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,320.0
1981,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,312.0
1982,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,333.0
1983,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,442.0
1984,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,1532.0
1985,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,447.0
1986,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,740.0
1987,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,534.0
1988,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,419.0
1989,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,773.0
1990,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,500.0
1991,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,952.0
1992,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,x
1993,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,621.0
1994,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381241,11.4.4.1,616.0
1992,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381189,11.4.4.2,x
1993,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381189,11.4.4.2,x
1994,Alberta,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381189,11.4.4.2,x
1971,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,0.0
1972,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,x
1973,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,x
1974,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,x
1975,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,x
1976,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,x
1977,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,1275.0
1978,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,x
1979,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,x
1980,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,x
1981,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,x
1982,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,x
1983,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,x
1984,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,x
1985,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,x
1986,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,x
1987,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,2123.0
1988,Alberta,"Farm value (dollars x 1,000)",Carrots,Fresh,v381353,11.4.5.1,1912.0
